InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE AngVelNavFrameZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;Accelerometer RUA^ accX;Accelerometer RKN^ accX;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RLA gyroY
1;-33;2.0;-330;-14;1;-26.0;14;?;?;-33;-37.0
-2;-48;44.0;-330;-23;2;-9.0;23;-207.0;-16.0;-48;?
?;-27;-10.0;-330;-24;3;20.0;?;-169.0;-10.0;-27;-18.0
8;-28;?;-331;-22;2;-32.0;22;-192.0;-4.0;-28;2.0
0;-18;44.0;?;-21;5;24.0;21;-202.0;-10.0;-18;-49.0
-2;-5;-5.0;-331;9;1;-20.0;-9;-248.0;-18.0;-5;5.0
5;-28;14.0;-339;25;-7;-7.0;-25;-253.0;-7.0;-28;5.0
11;-11;17.0;-335;-1;-2;-13.0;1;-257.0;2.0;-11;21.0
13;14;17.0;-333;-5;0;3.0;5;-260.0;-9.0;14;83.0
?;?;?;-335;4;-2;38.0;-4;-312.0;-28.0;-64;66.0
-6;-25;-70.0;-333;33;1;81.0;-33;-226.0;-30.0;-25;196.0
4;22;?;-336;28;-1;173.0;-28;-46.0;-31.0;?;310.0
2;-14;34.0;?;-2;-7;179.0;2;-68.0;-37.0;-14;337.0
-9;41;30.0;-341;41;-7;161.0;-41;-54.0;5.0;41;330.0
-6;?;-6.0;-337;51;-2;167.0;-51;-54.0;25.0;11;287.0
6;10;-14.0;-336;2;?;105.0;-2;?;56.0;10;239.0
4;57;-21.0;-332;-42;0;54.0;42;?;?;57;240.0
-2;29;5.0;-325;-61;3;?;61;-196.0;31.0;29;244.0
-5;48;-31.0;-327;1;0;?;-1;-314.0;22.0;48;299.0
-6;52;-66.0;-327;11;0;244.0;-11;-569.0;4.0;52;425.0
11;-10;-149.0;-318;-151;4;450.0;151;-282.0;-9.0;-10;576.0
?;?;-204.0;?;?;5;?;276;-579.0;-41.0;?;434.0
-5;-20;125.0;-306;-296;12;887.0;296;-519.0;-55.0;-20;?
?;-2;156.0;-330;-374;-15;1204.0;374;-465.0;-25.0;-2;278.0
-46;-36;219.0;-353;-300;-40;1565.0;300;-437.0;-27.0;?;239.0
?;30;45.0;-295;-22;20;1845.0;22;-461.0;-49.0;30;288.0
-34;67;-405.0;?;49;45;2069.0;-49;-431.0;-60.0;67;98.0
-21;2;-740.0;-306;-34;?;2194.0;34;-399.0;-50.0;2;244.0
-9;-8;-921.0;-307;?;7;1907.0;60;-389.0;-74.0;-8;204.0
-19;17;-1140.0;-303;-75;8;1730.0;75;-416.0;-87.0;17;119.0
-13;5;-1139.0;?;-54;-7;1102.0;54;-444.0;-70.0;?;-42.0
-9;-5;?;-314;-33;-1;827.0;33;-471.0;-79.0;-5;48.0
-12;-6;-780.0;?;?;-3;365.0;25;-548.0;-46.0;-6;226.0
-12;-8;-643.0;-317;?;-7;158.0;-35;-415.0;-25.0;?;351.0
-10;-43;-422.0;-312;36;1;-100.0;-36;-453.0;-17.0;-43;441.0
-13;-51;-235.0;-313;19;?;-269.0;-19;-415.0;-27.0;?;281.0
-17;?;-316.0;-316;28;-2;-230.0;-28;-471.0;-24.0;-7;309.0
-10;-19;?;?;-6;-6;-242.0;6;-457.0;-19.0;-19;222.0
-15;?;-237.0;-319;44;-5;-272.0;?;-497.0;-20.0;-27;178.0
-19;-2;-182.0;-318;20;-4;-213.0;-20;-462.0;-27.0;-2;307.0
-16;6;-258.0;-321;-50;?;-170.0;50;-403.0;-31.0;6;337.0
-17;?;-103.0;-315;44;1;-199.0;-44;-428.0;-29.0;4;279.0
-9;-5;29.0;-308;79;8;-142.0;-79;-346.0;-40.0;-5;194.0
-8;2;204.0;-313;-4;2;-171.0;4;-245.0;-30.0;2;95.0
-11;7;185.0;-315;-37;?;-181.0;37;-316.0;-39.0;7;-88.0
?;4;163.0;-313;-2;2;-82.0;2;-219.0;-31.0;4;-53.0
-8;7;218.0;-312;2;?;-62.0;-2;?;-40.0;?;-26.0
-7;16;249.0;-313;1;2;8.0;-1;-258.0;?;16;?
-2;?;?;-318;44;-2;6.0;-44;-240.0;-30.0;7;3.0
-6;-18;478.0;-318;45;-2;?;-45;-151.0;-15.0;-18;-35.0
-5;13;861.0;-315;21;-1;-125.0;-21;-190.0;-30.0;13;?
-1;47;1114.0;-318;24;-2;?;-24;-143.0;?;47;-265.0
0;43;1403.0;?;61;2;-104.0;-61;?;-2.0;43;-344.0
?;22;1684.0;-315;87;4;-155.0;-87;-142.0;-18.0;22;-387.0
?;-22;?;-316;78;2;-90.0;-78;-99.0;-27.0;-22;-220.0
-2;-13;?;-315;87;3;-38.0;-87;-132.0;-24.0;-13;-335.0
5;43;2207.0;-321;73;-3;-34.0;-73;-124.0;-2.0;?;-482.0
7;55;2288.0;-323;49;-3;85.0;-49;-169.0;0.0;55;-396.0
0;45;2323.0;-320;34;1;112.0;-34;-138.0;0.0;45;-408.0
2;46;2259.0;-320;39;1;?;-39;-185.0;11.0;46;-463.0
7;21;?;-315;42;6;224.0;-42;-194.0;32.0;?;-346.0
3;-7;2153.0;?;-9;3;258.0;?;-194.0;25.0;-7;-252.0
-1;?;2066.0;-322;17;0;259.0;-17;-187.0;-2.0;7;-135.0
1;17;1976.0;-315;49;?;345.0;-49;-198.0;1.0;17;-26.0
4;?;1807.0;-315;27;5;414.0;-27;-181.0;1.0;30;26.0
5;?;1723.0;-320;69;1;492.0;-69;-160.0;-6.0;24;186.0
0;-14;1586.0;?;58;-2;412.0;-58;-151.0;-28.0;-14;257.0
0;6;1394.0;-321;0;-1;391.0;0;?;-30.0;6;226.0
5;13;1320.0;?;12;-3;310.0;?;-137.0;?;13;94.0
-1;6;1192.0;-326;?;-5;274.0;-9;-127.0;9.0;?;-42.0
-3;14;1095.0;-321;0;-1;376.0;0;-142.0;1.0;14;-114.0
2;5;1039.0;-314;7;7;304.0;-7;-147.0;9.0;5;-184.0
-2;23;913.0;-313;-29;10;320.0;29;-139.0;-7.0;23;-179.0
-3;10;755.0;?;-12;0;295.0;12;-128.0;-10.0;10;-147.0
0;-16;629.0;-325;18;-5;281.0;-18;-145.0;-20.0;-16;-119.0
-2;4;434.0;-324;-3;-3;230.0;3;-142.0;-20.0;4;-143.0
-3;2;326.0;-325;-14;-4;179.0;14;-135.0;-20.0;2;-135.0
-3;4;187.0;-324;-13;-4;134.0;13;-133.0;-7.0;4;-114.0
1;19;89.0;-323;3;-3;92.0;-3;-123.0;-1.0;19;?
5;-17;11.0;-319;10;0;54.0;-10;-125.0;-14.0;-17;?
2;-17;25.0;-313;10;7;49.0;-10;-95.0;-1.0;-17;-93.0
-3;-9;69.0;-320;33;0;27.0;-33;-122.0;8.0;-9;-65.0
0;-25;83.0;-326;-3;-7;22.0;3;-112.0;?;-25;?
3;3;33.0;-319;-5;1;-17.0;?;-104.0;-17.0;3;-40.0
-3;-7;?;?;55;-1;16.0;-55;-104.0;-14.0;-7;-145.0
-2;-20;71.0;-323;-33;-4;?;?;-115.0;-9.0;-20;-190.0
0;11;58.0;-322;-33;-1;30.0;33;?;-4.0;11;-134.0
-5;-8;96.0;-325;51;-5;30.0;-51;-92.0;2.0;-8;-143.0
-1;-24;98.0;-322;-1;-2;29.0;1;-120.0;?;-24;-91.0
3;3;76.0;-318;-14;?;10.0;14;-123.0;-21.0;?;-101.0
?;?;35.0;-320;11;0;3.0;-11;-115.0;0.0;5;-120.0
-3;13;22.0;-320;31;?;?;-31;-99.0;-11.0;13;-53.0
?;7;-5.0;?;4;-2;-24.0;-4;-105.0;-19.0;7;-125.0
-11;-7;28.0;-321;-23;-1;14.0;23;-67.0;?;-7;-94.0
-9;-18;12.0;-316;9;4;-30.0;-9;-95.0;-9.0;-18;-112.0
3;-28;9.0;-316;8;3;?;-8;-106.0;3.0;-28;-47.0
?;18;76.0;-319;8;1;6.0;-8;-87.0;?;18;-29.0
-2;10;?;-322;?;-2;?;9;-75.0;-24.0;10;-48.0
-1;-3;70.0;?;-24;-2;38.0;24;-104.0;-10.0;-3;-15.0
-3;15;90.0;-321;5;-3;17.0;-5;-94.0;4.0;15;-59.0
1;-18;114.0;-324;-6;-6;34.0;6;-103.0;-13.0;-18;-123.0
0;-10;?;-319;?;1;48.0;25;-94.0;-23.0;-10;-33.0
?;10;108.0;-318;21;2;45.0;-21;?;-5.0;?;9.0
4;-12;96.0;-324;43;-6;47.0;-43;-105.0;-5.0;?;16.0
2;-11;34.0;-321;10;?;43.0;-10;-114.0;-21.0;-11;5.0
?;-8;-24.0;-316;-3;5;?;3;-115.0;-1.0;-8;75.0
3;-15;?;?;-3;-2;?;3;-126.0;-20.0;-15;26.0
?;10;-27.0;-323;-5;-5;-26.0;5;-115.0;1.0;10;3.0
-3;16;17.0;-319;24;-1;-6.0;-24;-118.0;-14.0;?;83.0
-4;-15;-5.0;-318;45;3;2.0;-45;-131.0;-26.0;-15;3.0
-2;-7;-23.0;-317;7;5;-19.0;?;-126.0;6.0;-7;?
-3;5;-18.0;-314;-12;?;-21.0;12;-128.0;5.0;5;22.0
-3;5;56.0;-315;-14;5;-16.0;14;-143.0;-14.0;5;2.0
4;8;46.0;-320;-50;0;?;50;-132.0;-4.0;8;4.0
4;-15;-14.0;-319;-25;-1;-10.0;25;-170.0;-4.0;-15;-45.0
-1;-1;-1.0;-317;9;1;-45.0;-9;-191.0;-12.0;-1;-25.0
?;-7;8.0;-319;-35;0;-64.0;35;-217.0;-8.0;-7;13.0
-2;-38;-42.0;-315;-50;5;-54.0;50;-211.0;-12.0;-38;?
6;?;-67.0;-312;-24;9;-48.0;24;-257.0;-1.0;-16;61.0
7;-13;?;-319;-22;0;-75.0;22;-274.0;0.0;-13;?
-2;-22;-125.0;-320;-24;-2;-101.0;24;-295.0;-7.0;-22;77.0
1;-36;-208.0;-317;-21;?;?;21;-304.0;-30.0;-36;126.0
3;-21;-299.0;-320;-10;1;-251.0;10;-240.0;-10.0;-21;63.0
-4;?;-347.0;-320;-28;0;-352.0;28;-207.0;?;44;111.0
-3;37;-418.0;-320;-24;0;-349.0;24;-170.0;?;37;164.0
1;-6;-485.0;-321;28;-1;-420.0;-28;-124.0;-21.0;-6;206.0
?;18;-517.0;-318;-15;2;-462.0;15;-95.0;-20.0;18;206.0
0;12;-530.0;-325;-19;?;-475.0;19;-104.0;-16.0;12;249.0
-1;-26;-588.0;-324;6;-1;-532.0;-6;?;5.0;-26;330.0
3;-37;-658.0;-319;-27;4;-591.0;27;-108.0;-2.0;-37;244.0
7;-37;-736.0;-324;-42;-2;-595.0;42;-216.0;27.0;-37;185.0
-2;-12;-836.0;-322;-102;2;-651.0;102;-274.0;12.0;-12;39.0
-5;2;-947.0;-326;-104;-4;?;?;-262.0;4.0;2;-46.0
5;5;?;?;-86;0;-592.0;86;-212.0;6.0;5;25.0
7;-36;?;-318;-160;5;-529.0;160;-166.0;-9.0;-36;53.0
-2;-76;-1473.0;-331;-171;-11;?;171;-286.0;-17.0;-76;?
-25;-40;-1524.0;-329;-146;-7;-332.0;146;-333.0;-29.0;-40;-136.0
-41;?;-1608.0;-327;-121;?;-246.0;121;-271.0;-21.0;-35;-343.0
-11;-21;-1710.0;-330;-9;-8;?;9;-311.0;-10.0;-21;-447.0
8;-3;?;-325;13;0;116.0;-13;-374.0;-30.0;-3;-587.0
-3;-20;-1713.0;-325;-58;1;190.0;58;-295.0;-30.0;-20;-573.0
-1;-15;-1622.0;-324;-41;3;247.0;41;-315.0;-30.0;-15;?
-1;-15;-1575.0;-324;-40;3;235.0;?;-326.0;-32.0;-15;-488.0
1;-18;-1465.0;?;-52;-4;324.0;52;-328.0;-23.0;-18;?
2;-13;-1422.0;-327;-31;0;481.0;31;-307.0;-11.0;-13;-365.0
-1;-19;-1472.0;-324;-60;3;482.0;60;-292.0;-19.0;-19;?
1;-11;-1378.0;-323;?;?;490.0;19;-274.0;-2.0;-11;?
5;5;-1360.0;-319;46;8;308.0;-46;-284.0;-4.0;5;7.0
8;13;-1514.0;-330;-13;-4;298.0;13;-305.0;-23.0;?;185.0
7;22;-1445.0;-335;-30;-9;202.0;30;?;-37.0;22;336.0
9;-7;-1263.0;-325;-20;3;9.0;20;-276.0;-48.0;-7;61.0
2;-8;-1224.0;-318;-19;?;-53.0;19;-293.0;-43.0;-8;126.0
-2;1;-994.0;-317;-18;?;-163.0;18;-274.0;-31.0;1;155.0
6;-26;-811.0;-323;-33;2;-232.0;33;-251.0;-21.0;-26;296.0
7;-2;-728.0;-325;?;1;-229.0;-10;-298.0;-10.0;-2;468.0
8;13;-635.0;-323;20;3;?;-20;-272.0;-31.0;13;?
?;-14;-474.0;-326;19;-2;-164.0;?;-270.0;-28.0;-14;461.0
-1;-28;-383.0;?;3;-2;-222.0;-3;-268.0;-20.0;?;276.0
9;-9;-260.0;-328;-25;-4;-185.0;25;-263.0;-20.0;-9;207.0
?;15;-305.0;-334;-13;?;-138.0;?;-275.0;-18.0;15;124.0
?;-2;-274.0;-323;-31;2;-144.0;31;-358.0;-3.0;-2;162.0
-3;3;-158.0;-315;-14;9;-62.0;14;-472.0;18.0;3;169.0
3;25;-16.0;-317;27;3;-22.0;-27;-545.0;12.0;25;?
7;4;-19.0;-308;23;?;3.0;-23;-495.0;-17.0;4;-150.0
1;-2;-71.0;-306;30;10;20.0;-30;-282.0;-45.0;-2;-125.0
-1;15;-51.0;-318;28;?;13.0;-28;-292.0;-56.0;15;19.0
-2;?;-104.0;-319;21;-1;63.0;-21;-377.0;-76.0;0;71.0
-6;-11;-89.0;-317;59;0;91.0;-59;?;-89.0;-11;-1.0
-10;8;-152.0;-318;62;-2;104.0;-62;-139.0;-74.0;8;-136.0
-4;35;-58.0;-319;85;?;119.0;-85;-72.0;-22.0;35;-226.0
-4;45;42.0;-325;?;-6;?;-130;-49.0;-10.0;45;?
-6;27;300.0;-327;118;-4;11.0;-118;-117.0;10.0;27;-401.0
6;29;835.0;-325;136;-3;-228.0;-136;-141.0;12.0;29;-798.0
3;55;1671.0;-330;117;-10;?;-117;-24.0;31.0;55;-916.0
?;45;1965.0;?;91;2;-932.0;-91;-116.0;16.0;45;?
7;21;2191.0;-315;98;9;-1213.0;-98;-211.0;5.0;21;-198.0
6;26;2154.0;-323;87;-1;-1257.0;-87;-334.0;?;?;339.0
11;8;1719.0;-321;79;?;-1347.0;-79;?;-3.0;8;?
14;-11;?;-322;59;1;-1691.0;-59;?;-8.0;-11;557.0
?;16;?;-320;58;1;-1835.0;-58;-459.0;-31.0;16;466.0
2;-2;125.0;-324;26;?;-1720.0;?;-296.0;-21.0;-2;501.0
7;-8;-720.0;-327;30;-4;-1800.0;-30;-209.0;-23.0;-8;271.0
3;37;-1300.0;-318;77;4;?;-77;?;-9.0;37;-173.0
1;10;-1539.0;-325;25;-3;-1500.0;-25;-151.0;-35.0;10;-10.0
5;-14;?;-330;10;-5;-1212.0;-10;-176.0;?;-14;509.0
6;25;?;-326;?;?;?;?;-184.0;-40.0;25;508.0
5;56;-58.0;-327;?;-3;-288.0;-79;-225.0;-10.0;56;?
5;35;226.0;-326;78;-2;6.0;-78;-232.0;-10.0;35;-446.0
2;-7;222.0;-327;53;-4;145.0;-53;-224.0;2.0;-7;-445.0
3;1;?;-330;-14;-7;?;?;-223.0;10.0;?;-373.0
6;25;160.0;?;-48;-2;-40.0;?;-202.0;7.0;25;-388.0
2;11;67.0;-322;-16;0;-60.0;16;-197.0;-18.0;11;-312.0
2;-9;-19.0;-326;15;-5;71.0;?;-199.0;-17.0;-9;-127.0
6;28;?;-325;-15;-5;186.0;15;?;-31.0;28;48.0
2;44;137.0;-323;-42;-1;284.0;42;-188.0;-36.0;44;74.0
-1;-1;152.0;-319;-33;?;246.0;?;-208.0;-29.0;-1;88.0
-2;12;107.0;?;-28;7;196.0;?;-207.0;-24.0;12;?
5;23;52.0;-328;25;-7;117.0;-25;-210.0;-20.0;23;-110.0
6;?;27.0;-326;-1;-5;46.0;1;-215.0;-13.0;-26;?
-2;-15;-13.0;-321;-54;5;-6.0;?;-209.0;-9.0;-15;?
-5;36;4.0;-331;-23;-6;27.0;23;-217.0;-19.0;36;-126.0
-1;?;44.0;-324;-17;-3;18.0;17;-203.0;?;23;-38.0
2;-7;59.0;-322;29;3;24.0;-29;-199.0;-20.0;-7;5.0
-3;4;12.0;-326;8;-2;6.0;-8;-217.0;-30.0;4;35.0
-1;-2;-57.0;-323;-37;-1;-66.0;37;-204.0;-16.0;?;27.0
4;-16;-52.0;-322;4;2;-43.0;-4;?;-2.0;-16;-9.0
4;-16;3.0;-323;-3;?;12.0;3;-225.0;-25.0;?;-17.0
5;-18;-1.0;-323;-7;1;-14.0;7;-227.0;-12.0;-18;42.0
-1;0;0.0;-321;12;2;18.0;-12;-212.0;-22.0;0;21.0
3;2;-16.0;-326;23;-1;1.0;-23;-214.0;-40.0;2;31.0
3;15;-16.0;-328;8;?;-12.0;-8;-226.0;-21.0;15;57.0
-2;?;8.0;-327;-12;0;-22.0;12;-217.0;-21.0;35;44.0
6;6;6.0;-330;7;-5;?;-7;?;-19.0;6;?
-2;-13;-20.0;-326;11;-1;-58.0;-11;-201.0;-22.0;-13;24.0
-5;-17;-33.0;?;-7;?;-55.0;7;-239.0;?;-17;31.0
5;23;-31.0;-327;-16;-2;-36.0;16;-234.0;-10.0;23;23.0
-1;40;-22.0;-327;-5;-2;-30.0;5;-220.0;-18.0;40;41.0
-4;-23;8.0;-325;18;0;-35.0;-18;-208.0;-40.0;-23;37.0
?;-10;-7.0;-326;?;-1;-26.0;0;-221.0;-30.0;?;15.0
3;40;?;-325;-12;0;-18.0;12;-232.0;-19.0;40;11.0
-1;-6;-9.0;-324;21;1;9.0;-21;-230.0;-11.0;?;36.0
2;-22;23.0;-326;?;0;9.0;35;-232.0;-21.0;-22;51.0
2;-6;6.0;-329;-49;-2;9.0;49;-230.0;-17.0;-6;76.0
2;-27;1.0;-330;18;-4;1.0;-18;-231.0;-9.0;-27;83.0
4;-18;-43.0;-322;-26;4;-3.0;26;-238.0;?;-18;73.0
3;-13;-5.0;-317;?;9;-10.0;?;-242.0;-31.0;-13;34.0
7;-21;-9.0;-326;-23;0;-38.0;23;-255.0;?;?;68.0
?;-34;-13.0;-319;?;7;-8.0;71;-281.0;-27.0;-34;?
1;-33;0.0;-328;-77;-2;?;77;-368.0;-17.0;-33;78.0
-2;-40;18.0;-332;-40;-4;-7.0;40;-348.0;-16.0;-40;-15.0
-27;-67;-41.0;-307;33;23;-52.0;-33;-381.0;-5.0;-67;8.0
-14;-23;?;-334;152;-3;-24.0;-152;?;-30.0;-23;1.0
19;7;31.0;-348;141;-17;-7.0;?;-100.0;-11.0;7;-20.0
18;4;12.0;-325;71;8;-3.0;-71;-88.0;-39.0;4;28.0
?;3;-1.0;-330;38;6;-16.0;?;-6.0;-40.0;?;?
8;17;-48.0;-337;-3;-3;-3.0;3;-34.0;-27.0;17;-9.0
3;47;9.0;-337;6;-4;-21.0;-6;-122.0;2.0;47;-6.0
8;17;16.0;-333;-19;-3;-26.0;19;-159.0;1.0;17;34.0
10;41;21.0;-333;-73;-5;9.0;73;-252.0;12.0;41;38.0
?;37;46.0;-329;-63;0;45.0;63;-407.0;10.0;37;19.0
8;-38;144.0;-322;?;7;168.0;73;-321.0;4.0;-38;74.0
5;-25;287.0;-325;?;3;320.0;125;-237.0;-20.0;-25;188.0
-4;?;649.0;-324;-144;1;577.0;144;-348.0;-38.0;3;350.0
-6;6;1057.0;-325;?;-1;725.0;145;-361.0;-33.0;6;411.0
?;2;1227.0;-320;-121;?;860.0;121;?;-37.0;?;196.0
-10;6;1190.0;-320;-15;3;1031.0;15;-280.0;-33.0;6;123.0
-4;-28;1303.0;-324;19;0;1386.0;-19;-233.0;-36.0;?;438.0
0;-57;1428.0;-322;?;5;1726.0;54;-253.0;-50.0;-57;624.0
-7;-3;?;-323;-51;3;1906.0;?;-288.0;-33.0;-3;518.0
-6;?;1014.0;-317;-14;10;?;14;-254.0;?;?;491.0
7;4;465.0;-319;11;8;1676.0;-11;-232.0;-20.0;4;604.0
5;-11;?;-325;-8;1;1381.0;8;-254.0;-9.0;-11;744.0
-4;-31;127.0;-325;?;3;?;46;-224.0;-10.0;-31;886.0
?;14;111.0;-328;-34;-2;694.0;34;-234.0;-12.0;14;764.0
-4;-17;167.0;?;-11;0;222.0;11;-231.0;-21.0;-17;353.0
1;-15;28.0;-324;20;3;-192.0;-20;-218.0;?;-15;25.0
2;14;93.0;-321;-8;3;?;8;-223.0;-19.0;14;3.0
?;4;11.0;-325;-32;0;-392.0;32;-227.0;?;?;61.0
4;29;-28.0;-328;-14;-3;-370.0;?;-218.0;-35.0;29;176.0
3;26;-40.0;-323;-41;1;-418.0;41;-209.0;-44.0;26;214.0
0;27;?;?;?;0;-431.0;39;-217.0;-20.0;27;97.0
?;54;-72.0;-323;-23;0;-436.0;?;-214.0;-7.0;?;-91.0
1;17;-39.0;-319;-20;?;-362.0;?;-195.0;-12.0;17;-199.0
3;?;64.0;-324;-13;-2;-293.0;13;-249.0;-8.0;?;-245.0
3;-4;117.0;-326;?;-4;-202.0;24;-230.0;-29.0;-4;-306.0
-1;-5;101.0;-323;-24;0;?;24;-223.0;-10.0;-5;-354.0
-3;-7;126.0;-318;-22;2;-123.0;22;-202.0;?;-7;-293.0
2;-2;135.0;?;-18;7;-120.0;18;?;-30.0;-2;-297.0
7;20;131.0;?;16;2;-142.0;-16;-202.0;?;20;-270.0
3;34;135.0;-325;26;-5;-80.0;-26;-219.0;-31.0;34;-220.0
-3;-10;90.0;-322;29;0;-49.0;-29;-199.0;-26.0;-10;-58.0
-2;-37;142.0;-322;47;0;-38.0;-47;?;-23.0;-37;?
-2;-14;164.0;-324;-2;-4;-37.0;2;-193.0;-28.0;-14;139.0
-4;?;32.0;-324;-43;?;-44.0;43;-175.0;-17.0;4;106.0
0;4;-11.0;-321;-14;1;-29.0;14;-180.0;-22.0;4;111.0
2;6;-111.0;-321;11;-1;-120.0;-11;-187.0;-17.0;6;-102.0
-1;4;-108.0;-324;6;-5;-81.0;-6;-198.0;-29.0;4;-200.0
-2;-22;-38.0;-323;-11;-3;-18.0;11;-178.0;?;-22;?
-2;-32;40.0;?;-16;-2;1.0;16;-180.0;-20.0;-32;-1.0
-1;-14;17.0;-324;7;-3;?;-7;?;-11.0;?;12.0
0;-25;-12.0;-324;?;?;33.0;?;-214.0;-19.0;-25;-9.0
4;-17;-73.0;-327;30;?;3.0;-30;-237.0;-10.0;-17;7.0
2;26;?;-324;-22;-2;-55.0;?;-205.0;-1.0;26;-34.0
-8;3;-263.0;-320;20;2;-75.0;?;-217.0;-21.0;3;-143.0
0;-28;?;-326;14;-6;-38.0;-14;-208.0;-20.0;-28;-136.0
?;-20;-258.0;-328;-16;-9;-86.0;16;-221.0;-19.0;-20;-206.0
?;-34;-68.0;-329;7;-9;20.0;?;-202.0;-8.0;-34;-235.0
4;-17;70.0;-326;-13;-7;85.0;13;-176.0;-14.0;-17;?
-3;4;8.0;-318;-43;2;10.0;?;-192.0;-21.0;4;61.0
0;-40;49.0;-325;-19;-1;64.0;19;-157.0;-23.0;?;?
5;-39;37.0;-328;2;-3;88.0;-2;-158.0;-39.0;-39;138.0
?;-18;189.0;-325;?;-3;134.0;-12;-159.0;-33.0;-18;311.0
?;-31;169.0;-326;-3;-2;157.0;3;-207.0;-30.0;-31;311.0
2;-22;103.0;-322;-25;2;126.0;25;-246.0;-23.0;-22;105.0
1;-6;98.0;-322;-23;-1;137.0;23;-239.0;-12.0;-6;-1.0
-2;-3;?;-325;-11;-1;98.0;11;-160.0;0.0;-3;-41.0
0;-20;-6.0;-318;26;5;?;-26;-130.0;?;-20;-42.0
0;-25;-19.0;-317;2;5;54.0;-2;-135.0;-30.0;-25;-106.0
0;-11;?;-321;-23;3;12.0;23;-108.0;-41.0;-11;-4.0
-1;-4;-17.0;-320;-1;4;16.0;1;-149.0;-37.0;-4;10.0
0;14;7.0;-322;7;2;-32.0;-7;-194.0;?;14;-37.0
2;?;210.0;-325;28;-2;-26.0;-28;-167.0;?;29;-154.0
-1;4;243.0;-319;1;3;13.0;-1;-180.0;-16.0;4;-236.0
?;-1;212.0;-320;-10;2;59.0;10;-164.0;-7.0;-1;-182.0
-1;21;-58.0;-325;11;?;32.0;?;-179.0;?;21;-190.0
2;13;-260.0;-322;-5;-1;-4.0;5;-178.0;-18.0;13;-264.0
1;14;-288.0;-320;-12;1;-91.0;12;-173.0;?;14;-338.0
2;14;-110.0;-320;-30;3;-73.0;30;?;-28.0;14;-167.0
1;-18;?;-320;-20;0;-73.0;20;-225.0;-23.0;-18;-10.0
3;1;-17.0;-319;?;2;-68.0;0;-177.0;-26.0;?;17.0
8;-8;-7.0;-318;-51;7;1.0;51;-143.0;-32.0;-8;74.0
6;-46;-28.0;-323;-22;1;59.0;22;?;-21.0;-46;88.0
3;-10;25.0;-326;56;-4;26.0;-56;-164.0;-20.0;-10;22.0
3;-2;?;-323;-7;?;89.0;7;?;-20.0;?;25.0
3;?;170.0;-321;6;3;36.0;-6;-116.0;?;2;?
4;20;322.0;?;84;2;132.0;-84;-87.0;-11.0;?;-87.0
2;13;511.0;-320;33;2;144.0;-33;-92.0;-19.0;13;-159.0
-3;3;705.0;-323;-13;-1;183.0;13;?;-26.0;?;-297.0
-2;-23;983.0;?;-4;1;259.0;4;-100.0;-36.0;-23;-409.0
-1;-27;1208.0;-322;-22;1;350.0;22;-110.0;-18.0;?;?
3;-30;1438.0;-324;-50;-2;422.0;50;-85.0;-14.0;-30;-680.0
3;-39;1683.0;-322;-51;2;533.0;51;-103.0;1.0;-39;-751.0
1;-32;1759.0;-320;-39;3;698.0;39;-67.0;-20.0;-32;-768.0
1;?;1719.0;-322;-11;0;787.0;11;-54.0;-16.0;8;-759.0
-6;38;?;-319;16;2;822.0;-16;-84.0;-35.0;38;-604.0
-5;-11;1507.0;-318;?;5;811.0;-17;-94.0;-34.0;-11;-494.0
1;?;1420.0;?;16;5;764.0;-16;-74.0;-21.0;-20;-342.0
0;15;1348.0;-321;-8;2;696.0;8;-54.0;-12.0;?;-237.0
-4;-1;1187.0;?;-34;?;601.0;34;-51.0;-9.0;-1;-240.0
-3;6;995.0;?;-1;2;480.0;1;-64.0;-20.0;6;-320.0
0;26;?;-320;35;1;308.0;-35;-60.0;-20.0;26;-349.0
1;14;653.0;-319;32;1;?;-32;-58.0;-30.0;14;-336.0
?;29;634.0;-319;27;3;208.0;-27;-34.0;-16.0;29;-336.0
?;29;593.0;-324;46;-2;253.0;?;?;-13.0;29;-301.0
?;3;534.0;-324;?;-3;279.0;?;-23.0;-19.0;3;-255.0
4;26;562.0;?;38;3;323.0;-38;-42.0;-25.0;26;-257.0
4;24;518.0;-315;50;6;401.0;-50;-43.0;?;24;-275.0
7;-21;400.0;-316;14;5;363.0;-14;-23.0;?;-21;-263.0
5;-13;224.0;-321;-8;1;298.0;8;-24.0;-24.0;-13;-209.0
4;9;217.0;?;14;-1;295.0;-14;-46.0;-15.0;9;-131.0
3;4;350.0;-322;?;?;315.0;?;-21.0;-31.0;4;-95.0
0;5;328.0;-319;-23;-1;294.0;23;-9.0;-14.0;5;-124.0
1;?;345.0;-314;-39;?;267.0;39;-18.0;-17.0;6;-141.0
2;-14;341.0;-319;-50;?;208.0;50;-11.0;-21.0;-14;-154.0
?;-63;258.0;-325;-22;-8;187.0;22;?;-20.0;-63;-99.0
