Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit L-SHOE EuZ;Accelerometer BACK accZ;Accelerometer HIP accZ;InertialMeasurementUnit RLA accZ
-783.0;-194.0;?;?;683.0;701.0
-795.0;-203.0;-171;?;668.0;675.0
-785.0;?;-171;-680.0;676.0;651.0
?;-209.0;?;-651.0;670.0;652.0
-824.0;-215.0;-171;-651.0;667.0;679.0
-793.0;?;-171;-658.0;?;634.0
-796.0;-234.0;-171;?;668.0;665.0
-793.0;-245.0;-171;-653.0;689.0;634.0
-870.0;?;-171;-661.0;698.0;648.0
-810.0;-293.0;-171;-656.0;684.0;?
-794.0;?;-171;?;?;637.0
-847.0;-275.0;-171;-702.0;666.0;?
?;-274.0;-171;-734.0;655.0;?
?;?;-171;-700.0;683.0;578.0
-767.0;-282.0;-171;-708.0;696.0;?
-806.0;-253.0;-171;?;688.0;650.0
-642.0;?;-171;-729.0;710.0;579.0
-655.0;-275.0;?;-704.0;699.0;?
-587.0;-265.0;-171;-709.0;695.0;657.0
?;-235.0;-171;-690.0;666.0;634.0
-424.0;?;-171;?;719.0;710.0
?;-225.0;-171;-700.0;731.0;701.0
-464.0;-254.0;?;-709.0;699.0;?
?;-226.0;-171;?;688.0;731.0
-612.0;-285.0;-171;-700.0;712.0;730.0
-635.0;?;-171;-700.0;715.0;789.0
-651.0;-432.0;-171;-695.0;700.0;821.0
?;-413.0;-171;-690.0;707.0;764.0
-793.0;-501.0;-171;-687.0;697.0;830.0
-782.0;-506.0;-171;-698.0;?;897.0
-787.0;-504.0;-171;-691.0;708.0;784.0
-760.0;?;-171;-699.0;708.0;?
-737.0;-552.0;?;-683.0;?;713.0
-717.0;-520.0;-171;-696.0;675.0;?
-667.0;?;-171;-692.0;682.0;754.0
-667.0;?;-171;?;699.0;?
-652.0;-517.0;?;-679.0;688.0;713.0
-593.0;-512.0;-171;-683.0;707.0;812.0
-623.0;-476.0;-171;-711.0;689.0;927.0
?;-583.0;-171;-710.0;668.0;872.0
-906.0;-587.0;-171;-705.0;?;?
?;-613.0;-171;-702.0;?;1100.0
-733.0;-510.0;-171;?;702.0;1053.0
-724.0;-599.0;-171;-678.0;690.0;1024.0
-767.0;-570.0;-171;-686.0;697.0;1099.0
-665.0;-558.0;-171;?;684.0;?
-548.0;-561.0;-171;-682.0;673.0;1019.0
-541.0;?;?;-717.0;691.0;979.0
-574.0;-300.0;-171;-687.0;691.0;962.0
-607.0;?;-171;-687.0;705.0;948.0
-591.0;?;?;-709.0;?;933.0
17.0;189.0;?;?;628.0;636.0
36.0;160.0;-171;-747.0;?;?
39.0;?;-171;-736.0;619.0;822.0
10.0;?;-171;-746.0;619.0;1330.0
39.0;?;-171;-751.0;640.0;1085.0
?;175.0;-171;-777.0;?;?
?;?;?;-760.0;640.0;597.0
27.0;173.0;-171;-747.0;655.0;453.0
43.0;177.0;?;-743.0;666.0;373.0
32.0;164.0;-171;?;620.0;?
29.0;159.0;-171;?;?;516.0
9.0;161.0;-171;-760.0;637.0;495.0
16.0;157.0;-171;-768.0;638.0;495.0
73.0;169.0;-171;-740.0;631.0;481.0
33.0;161.0;?;?;626.0;479.0
?;169.0;-171;?;?;?
35.0;?;-171;-770.0;647.0;484.0
38.0;160.0;-171;?;658.0;493.0
37.0;160.0;-171;?;658.0;?
26.0;172.0;-171;-776.0;657.0;483.0
?;?;-171;-777.0;646.0;483.0
?;144.0;-171;?;?;?
39.0;149.0;-171;?;617.0;488.0
25.0;139.0;-171;-797.0;636.0;485.0
2.0;128.0;-171;?;654.0;495.0
8.0;141.0;-171;-809.0;?;490.0
?;133.0;-171;?;?;488.0
7.0;147.0;-171;-830.0;649.0;491.0
-3.0;131.0;-171;-817.0;650.0;489.0
36.0;?;-171;-802.0;631.0;487.0
-3.0;142.0;-171;-807.0;642.0;485.0
48.0;150.0;-171;-803.0;?;491.0
30.0;143.0;-171;-819.0;667.0;488.0
20.0;142.0;-171;-791.0;648.0;?
36.0;141.0;-171;-813.0;650.0;504.0
9.0;?;-171;-816.0;?;?
13.0;131.0;?;-831.0;645.0;503.0
7.0;137.0;-171;-806.0;650.0;501.0
13.0;164.0;-171;-819.0;661.0;500.0
20.0;155.0;-171;-826.0;?;?
?;?;-171;?;?;501.0
21.0;141.0;?;-810.0;?;502.0
?;166.0;-171;-810.0;662.0;?
24.0;158.0;-171;-810.0;646.0;501.0
5.0;155.0;?;-810.0;638.0;502.0
1.0;156.0;?;-810.0;?;?
4.0;?;?;-823.0;?;503.0
18.0;?;?;?;635.0;506.0
?;144.0;?;-804.0;675.0;?
37.0;132.0;-171;-801.0;669.0;495.0
?;142.0;-171;-793.0;638.0;?
?;133.0;-171;-794.0;651.0;501.0
21.0;151.0;-171;-800.0;665.0;503.0
16.0;?;-171;-811.0;?;503.0
?;?;-171;-811.0;662.0;498.0
?;?;-171;-800.0;666.0;500.0
57.0;136.0;-171;?;?;501.0
-9.0;136.0;-171;?;650.0;500.0
10.0;143.0;-171;-820.0;641.0;508.0
25.0;146.0;-171;?;667.0;505.0
63.0;152.0;-171;?;?;501.0
-7.0;150.0;-171;-802.0;667.0;?
?;145.0;-171;-808.0;658.0;506.0
?;?;-171;-797.0;645.0;?
34.0;?;-171;-786.0;639.0;502.0
46.0;132.0;-171;?;?;506.0
28.0;151.0;?;-806.0;667.0;501.0
-7.0;151.0;-171;-798.0;650.0;509.0
38.0;150.0;-171;-799.0;666.0;503.0
22.0;142.0;-171;?;648.0;504.0
30.0;139.0;-171;-798.0;657.0;506.0
-3.0;?;-171;?;631.0;505.0
5.0;155.0;-171;?;663.0;507.0
?;145.0;-171;-791.0;654.0;506.0
59.0;142.0;-171;-790.0;660.0;507.0
28.0;146.0;-171;-799.0;651.0;506.0
44.0;155.0;?;-780.0;?;504.0
54.0;136.0;-171;-791.0;643.0;502.0
?;137.0;-171;?;643.0;500.0
?;?;-171;-775.0;?;505.0
-1.0;151.0;-171;-772.0;663.0;504.0
12.0;?;?;-758.0;670.0;500.0
21.0;151.0;-171;-758.0;?;503.0
?;160.0;-171;?;658.0;?
?;?;-171;-771.0;648.0;501.0
-12.0;154.0;?;-748.0;659.0;503.0
24.0;157.0;?;-758.0;658.0;?
70.0;152.0;?;-767.0;652.0;495.0
40.0;?;-171;-771.0;638.0;498.0
77.0;150.0;-171;-769.0;647.0;501.0
28.0;157.0;-171;-790.0;633.0;491.0
45.0;148.0;-171;-769.0;645.0;501.0
62.0;130.0;-171;-769.0;647.0;?
28.0;?;-171;-760.0;647.0;496.0
13.0;152.0;?;-771.0;653.0;494.0
40.0;168.0;?;?;?;496.0
38.0;153.0;-171;-765.0;643.0;490.0
24.0;169.0;-171;-763.0;636.0;489.0
?;?;-171;-770.0;658.0;491.0
?;133.0;-171;?;648.0;493.0
51.0;144.0;-171;-787.0;648.0;490.0
45.0;160.0;-171;?;648.0;496.0
56.0;?;-171;-767.0;647.0;493.0
-12.0;?;-171;?;?;496.0
?;?;-171;-783.0;?;492.0
31.0;149.0;-171;-779.0;638.0;488.0
29.0;152.0;?;-780.0;654.0;498.0
8.0;150.0;-171;-781.0;657.0;491.0
27.0;157.0;-171;?;663.0;494.0
30.0;152.0;-171;-772.0;?;?
-1.0;129.0;?;-777.0;647.0;492.0
33.0;156.0;?;-772.0;?;494.0
54.0;153.0;?;-779.0;?;497.0
51.0;151.0;-171;-785.0;647.0;?
12.0;?;?;-784.0;?;496.0
64.0;161.0;?;?;678.0;494.0
?;157.0;-171;-775.0;656.0;?
12.0;?;-171;-804.0;648.0;494.0
-108.0;282.0;?;-684.0;?;495.0
-195.0;226.0;-171;-680.0;695.0;?
?;201.0;-171;-672.0;?;?
-336.0;142.0;-171;-684.0;710.0;?
-328.0;174.0;-171;-719.0;729.0;599.0
-236.0;210.0;?;-711.0;717.0;483.0
?;214.0;-172;-710.0;739.0;447.0
?;180.0;-172;-701.0;?;542.0
?;190.0;-172;-699.0;?;637.0
-304.0;206.0;-172;-710.0;719.0;?
-284.0;?;-172;-711.0;753.0;499.0
?;189.0;?;-718.0;741.0;362.0
-284.0;181.0;-174;?;?;?
?;193.0;?;-684.0;724.0;?
-212.0;?;-177;-669.0;738.0;312.0
-349.0;?;?;-681.0;724.0;351.0
-242.0;86.0;-177;-654.0;?;405.0
-351.0;112.0;-175;?;757.0;476.0
23.0;?;-171;-613.0;768.0;?
23.0;75.0;-169;-646.0;?;?
-367.0;?;-169;-670.0;?;?
-186.0;?;-168;-663.0;?;509.0
-461.0;9.0;-171;?;?;460.0
-261.0;?;-166;?;?;?
-234.0;?;-172;-571.0;720.0;479.0
-412.0;?;-168;?;714.0;544.0
-389.0;-46.0;-166;-502.0;627.0;560.0
-313.0;42.0;-181;-530.0;669.0;522.0
-269.0;67.0;-146;-503.0;623.0;487.0
?;83.0;?;-467.0;666.0;446.0
-238.0;?;?;-453.0;736.0;?
-249.0;24.0;165;-430.0;793.0;384.0
-132.0;69.0;169;-409.0;782.0;506.0
-110.0;68.0;124;?;718.0;643.0
-34.0;33.0;148;?;707.0;777.0
-105.0;-56.0;120;-321.0;603.0;835.0
?;-139.0;124;-315.0;547.0;?
-323.0;-256.0;117;-418.0;529.0;1032.0
?;-265.0;113;-599.0;549.0;?
-216.0;?;114;-765.0;471.0;?
-101.0;-99.0;114;-939.0;473.0;870.0
?;-200.0;?;-904.0;?;818.0
65.0;-67.0;116;-1028.0;420.0;773.0
?;38.0;116;-1058.0;?;714.0
?;-86.0;121;-1093.0;440.0;681.0
34.0;-201.0;127;-1037.0;434.0;614.0
-89.0;-304.0;130;-1078.0;336.0;570.0
27.0;?;129;-924.0;238.0;501.0
?;?;131;-988.0;188.0;520.0
?;-281.0;?;-1019.0;127.0;510.0
-108.0;?;?;?;-63.0;582.0
?;-330.0;139;-925.0;41.0;1015.0
76.0;-240.0;148;-989.0;?;995.0
-71.0;-254.0;151;-972.0;?;?
-6.0;-461.0;155;-1000.0;-39.0;671.0
?;-262.0;?;-923.0;21.0;?
41.0;?;159;?;-76.0;666.0
60.0;-68.0;161;-986.0;22.0;540.0
127.0;1.0;164;-1035.0;-67.0;?
-28.0;49.0;164;-869.0;270.0;574.0
109.0;52.0;165;-1004.0;?;610.0
28.0;179.0;166;-1003.0;?;528.0
-120.0;115.0;166;-972.0;-192.0;?
?;-9.0;166;-947.0;-54.0;582.0
-75.0;-102.0;?;?;?;?
?;18.0;167;-851.0;90.0;525.0
?;?;?;-737.0;142.0;442.0
?;-27.0;167;-689.0;100.0;492.0
?;20.0;167;-637.0;96.0;434.0
?;104.0;?;-676.0;31.0;516.0
45.0;?;167;-645.0;?;?
-23.0;265.0;167;-630.0;?;?
88.0;218.0;?;-609.0;92.0;455.0
-40.0;?;167;-567.0;?;431.0
-21.0;204.0;167;-563.0;140.0;477.0
-77.0;171.0;167;-578.0;134.0;?
-72.0;?;167;-576.0;98.0;641.0
?;?;167;-617.0;120.0;592.0
-56.0;?;167;-564.0;135.0;?
-2.0;197.0;167;-587.0;204.0;546.0
-60.0;200.0;167;-600.0;204.0;474.0
-197.0;169.0;167;-592.0;210.0;346.0
-230.0;111.0;167;-564.0;221.0;415.0
-236.0;24.0;167;-594.0;?;519.0
-288.0;29.0;167;?;230.0;531.0
?;-9.0;167;-606.0;263.0;508.0
-209.0;23.0;167;-628.0;242.0;?
-219.0;129.0;?;-698.0;?;?
-196.0;162.0;168;?;244.0;579.0
-194.0;?;169;?;222.0;575.0
-137.0;-118.0;171;-784.0;191.0;600.0
-116.0;16.0;173;-794.0;204.0;?
-10.0;-11.0;?;-858.0;206.0;569.0
41.0;-78.0;174;?;?;?
-119.0;?;176;-916.0;236.0;517.0
-162.0;78.0;176;?;189.0;541.0
-52.0;-62.0;175;?;142.0;596.0
-137.0;46.0;174;?;171.0;583.0
-37.0;98.0;173;-913.0;107.0;572.0
41.0;119.0;172;-939.0;151.0;511.0
78.0;151.0;172;-922.0;156.0;557.0
74.0;173.0;170;-937.0;103.0;562.0
157.0;170.0;169;-922.0;52.0;509.0
236.0;?;167;?;?;525.0
?;209.0;166;-908.0;53.0;469.0
?;188.0;166;-914.0;45.0;478.0
256.0;?;166;?;65.0;?
256.0;259.0;165;-911.0;75.0;385.0
268.0;199.0;165;-938.0;102.0;447.0
246.0;166.0;165;-949.0;79.0;473.0
123.0;160.0;164;-928.0;38.0;410.0
236.0;162.0;164;-922.0;?;437.0
?;192.0;165;?;146.0;466.0
101.0;?;165;-947.0;135.0;?
74.0;104.0;163;?;73.0;?
152.0;?;163;-953.0;94.0;331.0
201.0;20.0;165;-923.0;138.0;293.0
197.0;19.0;165;-945.0;?;193.0
201.0;22.0;170;-941.0;81.0;262.0
135.0;43.0;168;-940.0;122.0;213.0
?;-23.0;167;-936.0;?;200.0
97.0;4.0;179;-902.0;131.0;?
99.0;?;155;-931.0;?;181.0
84.0;?;192;?;146.0;213.0
50.0;17.0;159;-896.0;122.0;214.0
71.0;33.0;?;-882.0;156.0;?
136.0;?;?;-820.0;185.0;279.0
125.0;57.0;-109;-858.0;185.0;?
64.0;35.0;-53;-840.0;?;292.0
23.0;82.0;242;-780.0;230.0;260.0
73.0;63.0;158;-737.0;225.0;201.0
106.0;55.0;176;?;244.0;239.0
129.0;93.0;?;-656.0;?;291.0
?;?;165;-613.0;283.0;344.0
131.0;95.0;187;?;294.0;370.0
-18.0;?;173;-609.0;293.0;?
-11.0;54.0;179;-581.0;?;428.0
-95.0;52.0;178;-584.0;289.0;390.0
-165.0;?;177;-517.0;265.0;494.0
-146.0;-6.0;?;-517.0;?;426.0
-184.0;-21.0;178;-510.0;295.0;351.0
?;-5.0;178;?;?;?
-237.0;-38.0;178;-498.0;304.0;396.0
-284.0;-17.0;178;-503.0;?;416.0
-261.0;-8.0;178;-524.0;314.0;432.0
-264.0;?;178;?;307.0;407.0
-313.0;?;178;-493.0;306.0;424.0
-285.0;-10.0;178;-498.0;355.0;417.0
-342.0;-27.0;178;?;334.0;?
-352.0;-38.0;178;-488.0;362.0;?
-371.0;-58.0;178;?;345.0;?
-381.0;-65.0;178;-491.0;354.0;?
-392.0;-54.0;178;?;344.0;512.0
?;-48.0;178;?;369.0;486.0
?;-40.0;178;-473.0;369.0;?
-372.0;-32.0;178;-464.0;357.0;565.0
-464.0;-52.0;178;?;380.0;?
-409.0;-43.0;178;-478.0;361.0;560.0
?;?;178;?;320.0;536.0
-473.0;-41.0;?;-452.0;346.0;561.0
-535.0;-66.0;178;-459.0;367.0;573.0
-487.0;-43.0;?;-469.0;363.0;?
-521.0;?;178;-449.0;363.0;617.0
-489.0;-29.0;178;-429.0;373.0;619.0
-532.0;-55.0;178;-430.0;374.0;?
-527.0;-47.0;?;-439.0;?;630.0
-561.0;-58.0;178;-450.0;?;?
?;-55.0;178;-428.0;364.0;?
?;-35.0;178;?;?;?
-548.0;?;178;-466.0;?;606.0
?;-47.0;178;-422.0;376.0;620.0
-579.0;?;178;-441.0;369.0;?
-532.0;-43.0;?;-445.0;?;607.0
-556.0;?;?;-440.0;380.0;?
?;-59.0;178;?;387.0;?
-559.0;-49.0;178;-430.0;?;660.0
-559.0;?;178;-428.0;376.0;657.0
-570.0;-55.0;178;-438.0;378.0;639.0
-601.0;?;178;?;404.0;650.0
-545.0;-82.0;?;-430.0;375.0;651.0
-569.0;-94.0;178;-421.0;360.0;656.0
-572.0;?;178;-439.0;374.0;653.0
-593.0;-66.0;?;-440.0;384.0;634.0
-548.0;-66.0;178;-432.0;?;?
-647.0;-68.0;178;-448.0;415.0;?
-568.0;-73.0;?;-427.0;392.0;669.0
?;-53.0;178;-431.0;401.0;664.0
?;-66.0;178;-429.0;423.0;671.0
-561.0;-88.0;178;-447.0;382.0;665.0
-574.0;-59.0;178;-444.0;?;?
?;-72.0;178;-444.0;382.0;660.0
-606.0;?;178;-450.0;398.0;700.0
-584.0;-65.0;178;?;386.0;668.0
?;-71.0;178;-442.0;?;?
-641.0;-71.0;178;-447.0;382.0;691.0
-617.0;-76.0;178;-443.0;390.0;706.0
-595.0;-75.0;178;-430.0;?;?
?;-57.0;178;-440.0;355.0;675.0
-653.0;-58.0;178;-440.0;391.0;?
?;-66.0;178;-441.0;376.0;696.0
-608.0;-66.0;178;-436.0;364.0;675.0
-586.0;-53.0;178;-438.0;365.0;664.0
-608.0;?;178;-454.0;389.0;?
-598.0;-55.0;178;-430.0;377.0;682.0
-547.0;-45.0;178;-456.0;370.0;684.0
-624.0;-47.0;178;-443.0;380.0;?
-590.0;-51.0;178;-438.0;363.0;?
-581.0;-60.0;178;-443.0;381.0;665.0
-600.0;-54.0;?;-424.0;387.0;?
?;-66.0;178;-427.0;376.0;678.0
-592.0;?;?;-429.0;388.0;673.0
-579.0;-57.0;178;-440.0;384.0;?
?;-48.0;178;-430.0;363.0;690.0
-619.0;-47.0;178;-450.0;373.0;673.0
?;-38.0;178;-441.0;376.0;680.0
-618.0;-60.0;178;?;364.0;659.0
-607.0;-62.0;?;-437.0;?;?
-590.0;-50.0;?;-440.0;384.0;663.0
-596.0;-54.0;178;-425.0;389.0;675.0
-588.0;-51.0;178;-436.0;401.0;669.0
-573.0;-49.0;178;-439.0;371.0;?
-612.0;?;?;-439.0;379.0;645.0
-600.0;-54.0;178;-417.0;?;665.0
-570.0;-55.0;178;-438.0;393.0;672.0
-619.0;-66.0;178;-411.0;380.0;?
-597.0;?;178;-410.0;395.0;659.0
-584.0;-37.0;178;-430.0;381.0;660.0
-548.0;-46.0;?;-438.0;375.0;676.0
-559.0;-47.0;178;?;?;651.0
-535.0;?;?;-430.0;372.0;?
-536.0;-28.0;178;-451.0;375.0;652.0
-531.0;-26.0;178;-435.0;375.0;661.0
-482.0;-13.0;?;-424.0;375.0;?
-504.0;-50.0;178;-440.0;384.0;662.0
?;-50.0;178;-444.0;366.0;671.0
-446.0;-86.0;?;-444.0;399.0;641.0
-432.0;?;?;-427.0;405.0;638.0
-341.0;-51.0;?;-429.0;?;641.0
-286.0;-60.0;178;-434.0;378.0;637.0
-290.0;?;178;-398.0;371.0;631.0
?;?;178;-378.0;384.0;610.0
-179.0;-23.0;178;-417.0;?;?
-105.0;18.0;178;?;364.0;623.0
-113.0;?;178;-424.0;369.0;?
-165.0;-14.0;?;-451.0;385.0;580.0
-134.0;-80.0;178;-411.0;369.0;?
-153.0;9.0;178;-495.0;354.0;551.0
?;21.0;?;-480.0;363.0;571.0
?;7.0;?;-486.0;364.0;?
-56.0;55.0;179;-537.0;375.0;598.0
-40.0;-61.0;178;-472.0;384.0;604.0
-184.0;11.0;178;-517.0;374.0;537.0
?;-76.0;178;-537.0;391.0;571.0
-161.0;21.0;178;-557.0;421.0;546.0
-46.0;8.0;179;-571.0;?;525.0
-165.0;?;179;-615.0;?;525.0
-205.0;3.0;178;?;?;604.0
-159.0;?;181;-679.0;338.0;555.0
-161.0;-99.0;176;-692.0;326.0;573.0
-113.0;-43.0;181;-715.0;323.0;586.0
-151.0;-13.0;179;-750.0;?;603.0
?;12.0;173;-751.0;262.0;592.0
-131.0;-131.0;192;?;263.0;523.0
-129.0;?;154;-802.0;271.0;568.0
-98.0;-56.0;212;-773.0;?;532.0
-96.0;-30.0;133;?;243.0;703.0
-17.0;-66.0;-173;-832.0;?;605.0
4.0;20.0;-201;-863.0;228.0;?
?;70.0;-159;-864.0;199.0;632.0
?;76.0;-193;?;207.0;611.0
?;?;-170;-856.0;210.0;?
?;?;-181;?;222.0;599.0
?;-236.0;-179;-867.0;?;614.0
15.0;-135.0;-176;-863.0;189.0;553.0
-64.0;190.0;-179;-890.0;?;?
-79.0;93.0;-176;-862.0;173.0;?
-24.0;46.0;-178;?;159.0;487.0
-62.0;52.0;-177;-860.0;157.0;512.0
?;75.0;-177;?;?;?
?;58.0;-177;-840.0;141.0;452.0
-82.0;76.0;-177;-849.0;?;447.0
-9.0;88.0;-177;-835.0;142.0;372.0
-52.0;118.0;-177;-823.0;120.0;428.0
-87.0;?;-177;-803.0;114.0;363.0
-78.0;82.0;-176;-802.0;155.0;?
-60.0;67.0;-176;-815.0;132.0;401.0
-2.0;?;-176;-782.0;129.0;454.0
-140.0;69.0;-177;-782.0;?;398.0
-129.0;53.0;?;-835.0;135.0;380.0
-112.0;15.0;?;?;156.0;458.0
-204.0;1.0;?;-813.0;155.0;431.0
-139.0;-67.0;-173;-809.0;154.0;?
?;-113.0;-182;?;?;?
-114.0;-49.0;-169;-847.0;165.0;457.0
?;?;-184;-830.0;?;?
?;-13.0;-174;-828.0;174.0;408.0
-98.0;-100.0;?;-818.0;143.0;441.0
-85.0;-2.0;-221;-820.0;?;427.0
-50.0;74.0;10;-794.0;202.0;?
-19.0;115.0;223;-762.0;213.0;?
-29.0;110.0;161;-750.0;214.0;415.0
-22.0;?;?;-697.0;?;?
-85.0;158.0;179;-675.0;231.0;?
-139.0;123.0;159;-677.0;272.0;424.0
-71.0;25.0;?;-644.0;273.0;450.0
?;23.0;160;-662.0;?;419.0
-51.0;?;161;-657.0;291.0;371.0
-58.0;-24.0;?;-600.0;310.0;447.0
-14.0;-50.0;159;-608.0;329.0;470.0
?;-22.0;153;-623.0;317.0;390.0
?;42.0;?;-693.0;376.0;?
157.0;84.0;155;?;418.0;406.0
?;?;178;-621.0;428.0;403.0
38.0;?;?;-525.0;?;?
67.0;273.0;162;-617.0;345.0;347.0
-244.0;180.0;224;-646.0;?;326.0
?;2.0;17;?;295.0;370.0
-465.0;?;-222;-541.0;?;293.0
-283.0;129.0;-169;-591.0;356.0;217.0
-68.0;241.0;-175;?;178.0;248.0
73.0;345.0;-187;?;?;189.0
?;331.0;-169;-643.0;170.0;151.0
-40.0;199.0;-183;-697.0;194.0;?
-185.0;110.0;-173;-700.0;?;42.0
-270.0;55.0;-177;-680.0;86.0;25.0
-316.0;21.0;-176;-679.0;149.0;57.0
?;10.0;-175;-666.0;205.0;90.0
?;?;-176;-647.0;116.0;?
-199.0;69.0;?;-652.0;?;174.0
-146.0;121.0;-175;?;190.0;268.0
-179.0;171.0;-175;-628.0;?;423.0
-221.0;159.0;-175;?;173.0;536.0
-248.0;137.0;-175;-605.0;169.0;454.0
?;122.0;-175;-567.0;165.0;366.0
-281.0;130.0;?;-580.0;?;?
-254.0;76.0;-175;-605.0;211.0;?
-249.0;93.0;-176;?;198.0;?
?;176.0;-176;-630.0;?;?
-194.0;152.0;-175;?;188.0;390.0
-166.0;144.0;?;-550.0;?;421.0
-185.0;188.0;-173;-581.0;267.0;405.0
?;181.0;-180;-576.0;233.0;?
-243.0;153.0;?;-539.0;252.0;368.0
-284.0;142.0;-172;-668.0;283.0;349.0
-294.0;132.0;?;-931.0;258.0;345.0
?;140.0;?;-899.0;234.0;354.0
-330.0;?;-214;?;242.0;367.0
-267.0;-168.0;-119;-751.0;326.0;?
?;-138.0;171;-639.0;?;391.0
-224.0;?;97;-621.0;?;?
-281.0;-106.0;27;-610.0;32.0;?
-313.0;?;73;-611.0;71.0;414.0
?;4.0;65;-623.0;293.0;418.0
-128.0;21.0;88;-611.0;289.0;421.0
-203.0;-66.0;111;-554.0;250.0;434.0
-233.0;-121.0;145;?;?;?
-321.0;-105.0;136;-448.0;162.0;445.0
-393.0;-50.0;212;-456.0;209.0;?
-373.0;-48.0;79;?;?;496.0
-372.0;?;-200;-447.0;305.0;?
-355.0;?;-179;-562.0;?;560.0
-389.0;-51.0;-161;-632.0;319.0;376.0
-447.0;-45.0;-184;-642.0;344.0;294.0
?;-16.0;-157;-649.0;355.0;?
?;-121.0;-167;-782.0;415.0;303.0
-614.0;?;?;-878.0;402.0;228.0
-485.0;-67.0;-166;-831.0;341.0;161.0
-307.0;36.0;-167;?;452.0;219.0
-112.0;-51.0;-166;-780.0;?;285.0
-103.0;111.0;-168;-736.0;415.0;284.0
-180.0;?;?;-649.0;402.0;?
-124.0;224.0;-170;-677.0;385.0;343.0
?;?;-170;-576.0;?;?
19.0;278.0;-171;-556.0;170.0;380.0
-28.0;243.0;-172;-546.0;93.0;443.0
-71.0;208.0;-170;-576.0;224.0;473.0
?;198.0;-173;-490.0;356.0;523.0
-170.0;185.0;-171;-491.0;242.0;598.0
?;?;-170;-500.0;172.0;671.0
-134.0;110.0;?;-525.0;222.0;719.0
-182.0;168.0;-162;-545.0;293.0;659.0
-147.0;183.0;-185;-650.0;263.0;517.0
-225.0;180.0;-159;-668.0;271.0;357.0
-210.0;82.0;?;-877.0;285.0;293.0
-209.0;46.0;-193;-848.0;?;323.0
-268.0;-156.0;?;-861.0;301.0;298.0
-314.0;-342.0;173;-842.0;362.0;238.0
-290.0;95.0;?;-687.0;459.0;237.0
-230.0;65.0;60;-630.0;?;232.0
-281.0;-67.0;?;-510.0;89.0;231.0
?;-33.0;33;?;109.0;263.0
-254.0;43.0;36;-485.0;257.0;?
-255.0;85.0;45;-468.0;282.0;272.0
-214.0;122.0;69;-438.0;?;265.0
-229.0;?;?;-397.0;202.0;288.0
-314.0;-30.0;169;?;?;?
-345.0;?;-127;-377.0;?;282.0
-393.0;-110.0;-210;?;227.0;332.0
-342.0;-146.0;-153;-501.0;245.0;390.0
?;-85.0;-187;-603.0;280.0;439.0
-434.0;30.0;-168;-592.0;295.0;435.0
-448.0;-30.0;-163;-626.0;317.0;?
-444.0;-182.0;-161;-690.0;?;530.0
-455.0;-152.0;-156;-618.0;307.0;436.0
-410.0;14.0;-161;-527.0;274.0;294.0
-286.0;?;?;?;463.0;258.0
?;186.0;?;-685.0;?;320.0
-171.0;290.0;?;-601.0;437.0;355.0
-202.0;236.0;?;-619.0;208.0;358.0
-162.0;202.0;-161;-492.0;?;?
-158.0;278.0;-161;-436.0;57.0;390.0
?;?;-162;-391.0;21.0;?
-243.0;179.0;-161;-401.0;?;433.0
-301.0;63.0;-161;-420.0;222.0;466.0
-413.0;41.0;-162;-391.0;211.0;510.0
-349.0;4.0;-157;-381.0;46.0;536.0
-383.0;-24.0;?;-445.0;117.0;498.0
-443.0;-61.0;-155;-525.0;197.0;471.0
-390.0;-54.0;-162;-518.0;196.0;?
?;-127.0;-163;-617.0;202.0;?
-371.0;-1.0;-143;-883.0;229.0;362.0
-393.0;100.0;?;-603.0;?;315.0
-324.0;-166.0;-45;-776.0;288.0;363.0
-378.0;-296.0;202;?;308.0;363.0
?;-153.0;150;-720.0;?;378.0
-492.0;-242.0;67;-639.0;278.0;?
-500.0;-258.0;?;-555.0;189.0;?
-426.0;-112.0;65;-460.0;102.0;?
-345.0;-60.0;?;-456.0;351.0;427.0
-311.0;-26.0;130;-465.0;283.0;?
-331.0;-70.0;157;-369.0;218.0;432.0
?;-64.0;196;?;318.0;422.0
?;-103.0;-70;-437.0;228.0;?
-400.0;-96.0;-215;-457.0;266.0;?
-449.0;-115.0;-141;-582.0;328.0;399.0
-415.0;-6.0;-169;?;?;?
-472.0;8.0;?;?;368.0;343.0
-490.0;-49.0;-148;-731.0;?;363.0
-530.0;-68.0;-155;-740.0;?;388.0
-537.0;25.0;-159;-720.0;424.0;406.0
?;?;-175;-779.0;?;386.0
-346.0;-65.0;?;-748.0;?;388.0
?;?;-174;?;?;415.0
-515.0;-120.0;-175;-562.0;381.0;434.0
-465.0;-203.0;?;?;?;447.0
?;-174.0;-174;-476.0;?;?
-237.0;17.0;?;-414.0;264.0;471.0
-145.0;116.0;-174;?;163.0;?
?;150.0;-174;-422.0;350.0;?
-136.0;121.0;-173;-400.0;462.0;567.0
-220.0;90.0;?;-300.0;280.0;620.0
-283.0;34.0;-171;?;218.0;?
-276.0;4.0;-178;-460.0;295.0;607.0
-238.0;59.0;-172;-532.0;315.0;?
-197.0;89.0;-173;?;350.0;753.0
-314.0;19.0;-184;-472.0;346.0;581.0
-396.0;-11.0;-153;-729.0;283.0;490.0
?;56.0;-212;-790.0;274.0;488.0
