InertialMeasurementUnit BACK accY;InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit BACK magneticX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
-154.0;93.0;-4;13;755;-18.0;492.0;-4;-238.0;4;-52
-154.0;36.0;-6;?;759;?;490.0;-6;-234.0;6;-52
-153.0;0.0;?;?;760;0.0;?;-35;-234.0;?;?
-152.0;81.0;-53;12;762;29.0;492.0;-53;-230.0;17;-52
-162.0;-80.0;-38;16;755;?;?;-38;-226.0;16;-52
-159.0;-65.0;-25;?;755;-61.0;495.0;-25;-225.0;13;-52
?;90.0;-16;18;756;-39.0;495.0;-16;-222.0;10;-52
?;129.0;2;?;750;44.0;496.0;2;-220.0;9;?
?;?;-3;18;752;-31.0;496.0;-3;-222.0;?;-52
-153.0;-131.0;-21;20;?;-22.0;496.0;-21;-226.0;9;-52
-161.0;36.0;-22;?;755;-19.0;495.0;-22;?;11;-52
-162.0;15.0;?;12;?;?;496.0;-24;-231.0;9;?
-183.0;-13.0;-14;16;753;-9.0;497.0;-14;?;7;-52
-167.0;?;0;21;749;42.0;498.0;0;-231.0;?;-52
-169.0;?;-2;20;750;58.0;?;-2;-233.0;9;?
-170.0;46.0;-1;14;758;96.0;495.0;-1;?;9;-52
-177.0;?;-5;?;760;67.0;497.0;-5;-241.0;5;-52
-188.0;?;11;11;757;?;495.0;11;-245.0;9;?
-177.0;-37.0;17;?;757;?;494.0;?;?;13;-52
-175.0;?;8;13;757;-19.0;494.0;8;?;5;-52
?;-137.0;?;?;758;-19.0;495.0;8;?;?;-52
-174.0;?;-10;?;756;?;495.0;-10;-242.0;?;-52
-174.0;-61.0;-6;?;752;-36.0;?;?;-243.0;7;-52
-161.0;-107.0;-6;15;753;?;491.0;-6;-243.0;?;-52
-153.0;-145.0;-29;?;759;-30.0;491.0;-29;-243.0;?;-52
-146.0;-152.0;-15;18;756;-3.0;?;?;?;9;-52
?;-185.0;29;17;754;-74.0;?;29;-240.0;?;-52
-144.0;-124.0;35;13;?;?;491.0;35;-242.0;?;-52
-141.0;?;3;15;?;-47.0;489.0;3;-240.0;9;-52
-143.0;-101.0;2;19;750;-71.0;492.0;2;-241.0;?;-52
?;-77.0;-15;16;753;?;?;-15;-241.0;10;-52
-140.0;-72.0;-56;13;756;-23.0;492.0;-56;-243.0;11;-52
-147.0;-52.0;-53;?;756;-41.0;492.0;-53;-245.0;11;-52
-154.0;-137.0;-51;13;756;-52.0;?;-51;-242.0;11;-52
-134.0;-28.0;-53;14;755;-24.0;493.0;-53;-239.0;10;-52
-142.0;-43.0;?;12;?;-3.0;491.0;-53;-239.0;13;-52
?;-74.0;?;15;754;-27.0;491.0;-48;-237.0;?;-52
?;-151.0;-29;?;756;?;492.0;-29;?;?;?
-144.0;-47.0;-12;21;?;-84.0;493.0;-12;-239.0;11;-52
-144.0;-4.0;?;23;758;-23.0;490.0;-8;?;?;-52
-153.0;32.0;-23;?;763;-32.0;?;-23;?;10;-52
-144.0;?;-6;?;755;?;491.0;-6;-234.0;?;-52
-139.0;-51.0;26;55;?;113.0;493.0;26;?;-4;-52
-129.0;?;16;45;743;87.0;493.0;16;?;1;-52
-131.0;-102.0;-27;19;?;203.0;492.0;-27;-224.0;?;?
-158.0;408.0;?;12;766;?;490.0;-77;-224.0;3;?
-144.0;?;-70;?;765;134.0;?;-70;-222.0;10;?
?;-83.0;-37;11;761;16.0;491.0;?;-219.0;15;-52
-131.0;-198.0;-16;10;762;-143.0;489.0;-16;-216.0;11;-52
?;283.0;?;10;?;?;489.0;?;-217.0;15;-52
-163.0;-176.0;-2;10;763;-119.0;?;?;-217.0;15;?
?;?;?;9;?;-183.0;488.0;1;-215.0;16;-52
-166.0;-208.0;-14;?;?;-226.0;486.0;-14;-219.0;10;-52
-150.0;532.0;-14;12;762;0.0;486.0;-14;-224.0;?;-52
-126.0;430.0;31;11;766;?;488.0;?;-229.0;11;-52
-127.0;-659.0;37;12;767;-150.0;489.0;?;-233.0;?;-52
?;-650.0;10;11;764;-292.0;?;10;-238.0;8;-52
-142.0;-167.0;?;14;760;64.0;492.0;16;?;?;-52
-139.0;?;17;?;758;65.0;495.0;?;-249.0;8;-52
-125.0;-77.0;23;14;760;95.0;498.0;23;?;10;?
-111.0;?;10;?;758;71.0;497.0;10;-260.0;?;-52
-131.0;-309.0;-22;21;756;148.0;?;-22;-257.0;7;-52
-133.0;-471.0;-13;17;762;?;499.0;-13;-254.0;13;-52
-123.0;804.0;-30;14;763;-33.0;501.0;?;-252.0;?;-52
-157.0;213.0;-49;12;?;67.0;500.0;-49;-245.0;10;-52
-127.0;-185.0;-39;?;768;-201.0;500.0;-39;-235.0;14;-52
-122.0;-88.0;-42;?;766;-81.0;?;-42;-230.0;13;-52
-186.0;-84.0;-21;10;764;?;500.0;?;?;9;-52
-149.0;-521.0;14;12;?;-269.0;501.0;14;-231.0;0;-52
-149.0;598.0;23;13;761;-47.0;499.0;23;-236.0;-2;-52
-181.0;600.0;14;12;?;-48.0;?;?;-245.0;-1;-52
-149.0;114.0;28;?;760;-122.0;?;?;-253.0;?;-52
-118.0;?;39;?;757;?;504.0;?;-253.0;1;-52
-136.0;-604.0;?;16;758;-265.0;505.0;39;?;1;?
-145.0;-123.0;44;16;?;?;508.0;44;-267.0;1;-52
-152.0;56.0;0;11;?;?;508.0;0;-275.0;-2;?
-127.0;95.0;?;?;764;77.0;508.0;-31;-286.0;-4;-52
-107.0;-413.0;-16;9;762;142.0;511.0;-16;?;-3;-52
-126.0;-659.0;-24;6;764;46.0;512.0;-24;-288.0;?;-52
-123.0;-145.0;?;7;764;27.0;511.0;-22;-282.0;-4;-52
-158.0;1230.0;-9;19;758;195.0;510.0;-9;-285.0;4;-52
-127.0;101.0;-28;10;?;-52.0;507.0;-28;-275.0;8;?
-117.0;-494.0;-20;5;?;-278.0;507.0;-20;-263.0;?;?
-178.0;-390.0;3;15;758;?;504.0;?;-261.0;7;-52
-185.0;-71.0;-2;?;760;?;504.0;-2;-257.0;7;?
-166.0;-349.0;-1;13;?;-384.0;?;-1;-252.0;7;-52
?;?;-2;?;759;49.0;503.0;-2;-257.0;7;-52
-126.0;144.0;?;14;?;-92.0;?;5;?;9;-52
-123.0;-839.0;?;16;761;?;?;8;-264.0;17;-52
-112.0;?;13;14;761;-232.0;504.0;13;-268.0;8;-52
-129.0;?;30;12;764;?;506.0;30;-272.0;-6;-52
-132.0;-5.0;?;13;764;169.0;506.0;30;?;-6;-52
-113.0;?;30;13;763;201.0;507.0;30;?;?;-52
?;73.0;?;13;763;245.0;?;19;-295.0;0;-52
?;-563.0;5;12;?;?;505.0;?;-291.0;?;-52
-112.0;145.0;11;13;?;?;504.0;11;?;4;-52
-126.0;619.0;?;12;763;160.0;504.0;8;-280.0;5;-52
-81.0;?;8;?;763;-70.0;502.0;8;-271.0;5;-52
?;-99.0;13;13;763;-119.0;?;13;?;?;-52
-162.0;79.0;-7;10;764;-28.0;499.0;-7;-263.0;11;-52
?;-251.0;-3;?;?;-155.0;?;-3;-257.0;17;?
-113.0;?;23;12;763;-163.0;?;23;-255.0;18;?
-173.0;?;18;?;763;-111.0;496.0;18;-257.0;17;-52
-118.0;?;17;11;763;?;?;17;-257.0;17;-52
-91.0;-462.0;23;11;764;-270.0;?;23;-259.0;19;-52
-114.0;-252.0;6;?;759;-253.0;497.0;6;-264.0;9;?
-141.0;?;-2;15;754;?;499.0;-2;-270.0;2;-52
-128.0;?;-3;?;?;41.0;500.0;-3;-276.0;2;?
-125.0;?;-22;13;760;?;500.0;-22;-283.0;-1;-52
-78.0;-573.0;?;14;?;93.0;500.0;-40;-285.0;6;-52
-74.0;-447.0;-43;15;756;117.0;500.0;-43;-284.0;8;-52
-105.0;-141.0;-37;13;?;114.0;501.0;-37;-281.0;6;?
-100.0;165.0;?;?;765;21.0;?;?;?;2;-52
-78.0;-83.0;-31;12;763;-59.0;500.0;-31;-267.0;7;-52
-120.0;-49.0;-12;?;763;-85.0;497.0;-12;-263.0;21;?
-148.0;-61.0;9;10;765;-192.0;497.0;9;-262.0;14;-52
-152.0;?;3;?;765;?;496.0;?;-263.0;8;-52
-89.0;?;?;?;764;-64.0;495.0;31;-265.0;14;-52
-114.0;?;?;12;761;?;495.0;47;-266.0;3;?
-93.0;-317.0;?;12;757;-133.0;498.0;14;-267.0;-5;-52
-114.0;-64.0;-1;16;758;-44.0;496.0;-1;-275.0;-1;-52
-137.0;?;?;15;760;?;?;-10;-285.0;-1;-52
?;-140.0;?;13;760;70.0;499.0;-11;-290.0;1;?
-94.0;-541.0;-22;13;754;?;498.0;-22;-293.0;-1;-52
?;-21.0;-52;?;762;?;498.0;-52;-292.0;5;-52
-100.0;-294.0;-62;14;763;205.0;498.0;-62;-296.0;16;-52
-111.0;-398.0;-53;19;?;?;496.0;-53;-293.0;10;-52
-81.0;133.0;-28;10;762;73.0;496.0;-28;-286.0;8;?
-120.0;-314.0;-16;7;770;-195.0;?;-16;-283.0;10;-52
-107.0;?;-29;9;765;-158.0;492.0;-29;?;9;-52
-133.0;-1.0;-8;8;768;-183.0;?;-8;-277.0;9;-52
-137.0;?;43;?;?;-175.0;?;?;-280.0;9;-52
-107.0;602.0;41;8;767;30.0;491.0;41;-284.0;9;-52
?;-169.0;24;12;761;?;491.0;24;-284.0;0;-52
-89.0;-347.0;44;?;753;-115.0;492.0;44;-287.0;3;-52
-102.0;-110.0;16;9;764;-89.0;?;?;?;8;-52
-126.0;185.0;-13;7;767;48.0;494.0;?;-297.0;3;?
-114.0;91.0;10;18;755;?;?;?;-303.0;3;?
-73.0;-331.0;10;18;755;177.0;493.0;10;-304.0;3;-52
-77.0;?;7;17;756;115.0;493.0;7;-303.0;3;-52
-105.0;?;10;18;754;?;?;10;-299.0;2;?
-127.0;?;8;?;755;51.0;491.0;8;?;4;-52
-99.0;-87.0;7;16;?;15.0;?;7;-283.0;2;-52
-104.0;?;-2;11;762;-66.0;489.0;?;-278.0;1;-52
-148.0;?;7;9;767;-26.0;489.0;?;-274.0;10;-52
?;-107.0;19;13;?;?;488.0;19;-272.0;11;-52
-121.0;36.0;17;15;760;-232.0;486.0;17;-271.0;8;-52
-98.0;?;25;?;?;-132.0;486.0;25;-272.0;10;-51
-120.0;-59.0;42;13;?;-129.0;485.0;42;-276.0;9;?
-113.0;?;38;12;767;-282.0;484.0;38;-278.0;9;?
?;-153.0;?;7;757;-90.0;485.0;12;-283.0;7;-51
-149.0;-326.0;4;6;754;-48.0;486.0;?;-292.0;?;?
-123.0;-721.0;15;6;756;-10.0;488.0;15;?;9;-51
-51.0;-405.0;-4;8;?;?;487.0;-4;-306.0;4;-51
-37.0;-45.0;-22;13;754;233.0;486.0;-22;?;?;-51
-89.0;-51.0;?;12;754;70.0;487.0;-22;-299.0;-1;-51
?;?;?;12;754;134.0;487.0;?;-303.0;-2;-51
-54.0;1125.0;6;14;755;334.0;487.0;6;?;6;-51
-117.0;343.0;?;15;755;-180.0;488.0;24;-294.0;10;-51
-186.0;-155.0;17;15;755;-733.0;489.0;17;-311.0;9;-51
-112.0;108.0;18;14;755;?;488.0;18;?;9;-51
-100.0;-198.0;19;14;756;-66.0;487.0;?;-306.0;?;-51
?;?;22;15;755;-174.0;?;22;-303.0;10;-51
-82.0;?;-13;10;756;-191.0;486.0;?;?;5;-51
-101.0;-157.0;?;5;759;-218.0;486.0;-41;-282.0;?;-51
-104.0;-339.0;-22;?;?;-223.0;489.0;?;?;3;-51
-103.0;-606.0;2;11;752;-501.0;490.0;2;?;3;-51
-94.0;?;9;6;758;-517.0;492.0;9;-267.0;7;-51
-102.0;?;7;6;?;-365.0;493.0;7;-258.0;7;-51
-115.0;-459.0;?;5;757;?;?;14;-256.0;6;-51
?;-81.0;-8;9;756;-99.0;494.0;-8;-260.0;7;-51
-98.0;-109.0;-20;11;756;?;?;-20;-261.0;?;-51
-102.0;-83.0;-13;11;?;12.0;495.0;-13;-266.0;2;-51
?;137.0;?;14;758;29.0;496.0;?;?;9;-51
-106.0;-19.0;3;?;?;-88.0;498.0;3;-284.0;-1;-51
-117.0;-30.0;11;?;762;-69.0;497.0;?;?;-5;?
-127.0;170.0;11;?;761;25.0;499.0;11;-310.0;-3;-51
-135.0;?;?;8;761;62.0;?;2;-319.0;-2;-51
-139.0;271.0;-22;14;757;83.0;499.0;-22;-331.0;5;-51
?;?;-4;17;752;?;501.0;-4;?;3;-51
-154.0;?;2;18;?;-58.0;499.0;2;-334.0;?;-51
-144.0;108.0;-3;17;752;-58.0;499.0;?;-337.0;4;-51
-147.0;12.0;-1;18;750;35.0;502.0;-1;-336.0;2;-51
-130.0;?;1;16;754;12.0;?;1;-336.0;3;-51
?;-132.0;20;8;764;12.0;?;20;-338.0;3;-51
-142.0;-98.0;21;8;764;-36.0;?;21;?;3;-51
-137.0;-42.0;-10;9;759;-41.0;505.0;-10;-342.0;?;-51
-150.0;-100.0;-31;5;759;-9.0;506.0;?;-344.0;5;-51
-145.0;-217.0;?;?;756;-75.0;?;?;?;8;-51
-131.0;-69.0;21;19;754;-74.0;509.0;21;-349.0;?;-51
-142.0;-29.0;19;7;762;14.0;507.0;19;-351.0;?;-51
-140.0;-58.0;20;6;763;86.0;509.0;20;-349.0;0;-51
-151.0;-210.0;5;15;?;224.0;507.0;?;-343.0;3;-51
-130.0;155.0;-7;17;?;181.0;508.0;-7;-336.0;0;?
-137.0;135.0;-16;14;763;325.0;507.0;-16;-334.0;4;?
?;-33.0;-20;16;752;?;507.0;-20;?;?;-51
-137.0;-15.0;-12;17;752;14.0;?;-12;-327.0;9;-51
-151.0;-72.0;-20;7;766;-135.0;506.0;-20;-329.0;7;-51
-151.0;?;-11;7;764;-56.0;504.0;-11;-324.0;7;-51
-164.0;-44.0;10;19;751;-62.0;?;?;-323.0;?;-51
-115.0;-140.0;-42;11;?;?;498.0;-42;-317.0;0;-51
-58.0;?;-37;?;?;174.0;496.0;-37;?;7;-51
-121.0;-149.0;-56;16;758;61.0;497.0;-56;-311.0;?;-51
-117.0;?;-30;13;759;79.0;?;-30;-303.0;9;-51
?;-135.0;15;16;753;-46.0;492.0;15;-300.0;?;?
-117.0;?;19;10;760;-154.0;493.0;?;-293.0;5;-51
-190.0;-76.0;21;9;760;?;494.0;21;?;4;-51
?;?;-13;?;759;-76.0;493.0;-13;-294.0;7;-51
?;342.0;-12;11;763;104.0;493.0;-12;-297.0;6;-51
-122.0;-199.0;16;7;766;-213.0;494.0;16;-299.0;5;-51
-116.0;-346.0;6;?;764;-268.0;493.0;6;-303.0;?;-51
-160.0;-110.0;9;10;760;-20.0;?;9;-310.0;3;-51
-128.0;-61.0;?;10;759;103.0;?;10;-316.0;3;-51
-70.0;0.0;7;11;759;?;?;7;-319.0;3;?
-63.0;82.0;7;9;761;?;493.0;7;-312.0;4;-51
-120.0;-107.0;-6;?;760;-58.0;?;-6;?;5;-51
-95.0;69.0;?;10;?;?;494.0;4;-306.0;?;-51
-106.0;107.0;29;11;762;45.0;?;29;-303.0;1;-51
-151.0;?;?;?;751;-44.0;491.0;7;-300.0;2;-51
-125.0;-80.0;-22;?;751;?;488.0;-22;-300.0;9;-51
?;?;-17;10;756;-48.0;?;?;-299.0;?;-51
?;?;-29;?;758;-201.0;487.0;-29;-297.0;7;-51
-147.0;16.0;?;10;762;-28.0;488.0;-26;-295.0;?;-51
?;?;8;?;760;?;?;8;-292.0;11;-51
-134.0;-57.0;?;?;755;-106.0;484.0;10;?;12;-51
?;?;?;15;751;-236.0;484.0;13;-290.0;6;-51
?;435.0;18;8;759;-214.0;482.0;18;-289.0;6;-51
-167.0;-499.0;6;9;761;-322.0;483.0;6;-292.0;2;-51
-148.0;-234.0;21;16;751;?;483.0;?;?;-3;-51
?;-150.0;2;18;?;-37.0;481.0;2;-286.0;?;-51
?;-349.0;-36;16;753;?;479.0;-36;-283.0;?;-51
-96.0;-219.0;-2;?;754;?;480.0;-2;?;5;-51
-99.0;-297.0;-31;15;755;-277.0;?;-31;?;6;-51
?;-399.0;-54;13;?;-350.0;480.0;-54;-266.0;6;-51
-116.0;?;?;?;755;-326.0;481.0;13;?;5;-51
?;?;-6;9;761;-405.0;480.0;-6;?;7;?
-162.0;-952.0;-24;8;762;-436.0;480.0;-24;-241.0;6;?
-161.0;-1018.0;23;?;?;-437.0;?;23;?;?;-51
?;-1050.0;17;15;752;-390.0;481.0;17;-223.0;2;-51
-149.0;-886.0;?;10;757;-284.0;483.0;-2;-211.0;1;?
-135.0;-891.0;9;9;763;-158.0;483.0;9;-199.0;11;-51
-130.0;-778.0;?;13;754;-186.0;?;-8;?;6;-51
-154.0;?;-26;11;761;-138.0;481.0;-26;-165.0;4;-51
-139.0;-280.0;-1;15;760;?;484.0;-1;-148.0;?;-51
?;-318.0;4;14;755;-67.0;483.0;4;-130.0;7;-51
-114.0;-220.0;-32;10;760;-128.0;?;-32;?;12;-51
-138.0;-157.0;-40;16;756;-135.0;484.0;-40;-111.0;9;-51
?;-141.0;2;?;?;-37.0;484.0;2;?;9;-51
-122.0;9.0;19;14;?;-41.0;?;?;?;9;-51
-136.0;52.0;-17;14;757;-91.0;?;?;?;9;?
-147.0;-14.0;?;?;755;?;485.0;-9;-38.0;9;-51
-149.0;?;22;15;752;-68.0;?;22;-12.0;?;-51
-128.0;?;?;?;754;-73.0;489.0;8;0.0;9;-51
-100.0;-52.0;-9;14;750;-30.0;487.0;-9;7.0;5;?
-96.0;11.0;-21;16;752;-9.0;491.0;?;2.0;8;-51
-128.0;34.0;-18;15;754;-28.0;?;-18;-8.0;10;-51
-132.0;31.0;-27;?;753;?;494.0;?;-15.0;9;-51
?;?;?;15;?;-82.0;495.0;-12;-23.0;9;-51
-175.0;-95.0;?;?;754;-79.0;498.0;29;?;5;?
-182.0;-80.0;14;?;754;-67.0;498.0;14;-26.0;1;-51
-158.0;-66.0;1;13;754;?;?;1;-24.0;2;-51
-315.0;499.0;-19;11;831;58.0;463.0;-19;?;57;-57
-319.0;-490.0;-12;?;836;-213.0;462.0;-12;?;47;-57
-337.0;375.0;-20;4;836;-263.0;460.0;-20;418.0;46;-57
-338.0;283.0;?;?;831;-30.0;460.0;-19;?;39;-57
-321.0;-199.0;2;?;828;-126.0;462.0;2;411.0;50;-57
-314.0;-428.0;7;?;830;-178.0;458.0;7;405.0;52;-57
-314.0;97.0;-4;10;831;-160.0;460.0;-4;403.0;?;-57
?;413.0;-2;?;832;-83.0;?;-2;405.0;53;-57
?;255.0;38;?;824;-104.0;458.0;38;?;?;-57
-119.0;-228.0;9;?;759;384.0;?;9;189.0;25;?
-63.0;-298.0;-14;9;761;418.0;525.0;?;158.0;22;-50
?;7.0;-22;19;753;?;525.0;-22;126.0;25;?
7.0;-270.0;-7;21;749;291.0;529.0;-7;94.0;24;-50
75.0;-704.0;9;8;756;-169.0;?;9;57.0;24;?
?;313.0;25;9;754;-114.0;?;25;20.0;22;-50
?;889.0;9;19;748;77.0;536.0;9;-20.0;23;-50
9.0;424.0;-34;16;751;89.0;538.0;?;-52.0;?;?
1.0;-194.0;-35;12;?;-301.0;543.0;-35;-72.0;18;-50
10.0;-324.0;?;11;756;-601.0;546.0;5;?;?;?
19.0;?;38;13;756;-435.0;548.0;?;-89.0;25;-50
3.0;?;?;?;751;-214.0;553.0;32;-92.0;?;-50
-45.0;-442.0;?;18;753;?;?;19;-93.0;21;?
-48.0;-245.0;29;11;758;31.0;560.0;?;-96.0;17;-50
-40.0;-136.0;?;11;754;-56.0;560.0;6;-99.0;?;-50
-54.0;?;?;16;750;-117.0;564.0;-32;?;?;-50
-52.0;?;?;?;?;-134.0;563.0;-18;-110.0;23;-50
-34.0;?;?;14;?;?;565.0;-18;-111.0;?;?
-20.0;-324.0;?;14;751;?;567.0;?;-113.0;20;-50
-6.0;-269.0;10;16;752;-114.0;?;10;-114.0;26;-50
8.0;-239.0;15;?;?;-99.0;568.0;15;-115.0;20;-50
?;-178.0;?;18;752;-78.0;568.0;-14;-115.0;23;-50
5.0;?;2;18;753;?;569.0;2;-119.0;28;?
-4.0;?;-16;?;755;-56.0;568.0;?;-116.0;25;-50
?;?;-24;14;751;-57.0;571.0;-24;-118.0;26;-50
-3.0;?;49;?;754;?;?;?;?;26;-50
-9.0;?;58;12;754;-26.0;568.0;58;?;25;-50
?;?;16;15;?;?;569.0;?;-109.0;27;?
-10.0;-534.0;?;13;754;-84.0;?;11;-108.0;?;?
-2.0;-545.0;23;11;758;-77.0;568.0;?;?;?;-50
-12.0;-599.0;15;11;757;-28.0;567.0;?;-104.0;18;-50
-16.0;-248.0;?;13;754;-10.0;565.0;-20;-104.0;?;?
-15.0;?;-34;18;750;19.0;?;-34;-106.0;?;-50
-21.0;108.0;?;15;750;42.0;566.0;-22;-106.0;22;-50
-28.0;681.0;?;8;752;157.0;567.0;-24;-107.0;14;?
-33.0;?;-14;?;751;152.0;?;?;?;20;-50
-28.0;1286.0;10;17;752;108.0;566.0;10;-108.0;24;-50
-38.0;-338.0;5;?;755;-41.0;566.0;5;-109.0;24;-50
-39.0;-112.0;27;15;?;-75.0;566.0;27;-108.0;24;-50
-35.0;-228.0;?;12;758;-26.0;566.0;12;-106.0;23;-50
-46.0;?;9;7;763;-35.0;565.0;9;?;?;-50
?;?;9;8;?;67.0;568.0;9;-105.0;22;-50
-42.0;115.0;9;8;760;85.0;566.0;9;?;?;-50
?;-27.0;?;10;?;28.0;?;5;-105.0;?;-50
-49.0;-125.0;-11;13;753;?;567.0;-11;-104.0;20;-50
?;?;-9;13;756;-14.0;565.0;-9;-98.0;17;?
-50.0;-528.0;-15;13;755;-100.0;565.0;?;-95.0;17;-50
-62.0;-924.0;-21;13;754;-167.0;?;-21;-89.0;17;-50
-58.0;-943.0;5;9;757;?;563.0;5;-82.0;?;-50
-43.0;-1045.0;-2;?;758;-181.0;562.0;-2;-71.0;25;?
-50.0;-1277.0;?;14;754;-313.0;562.0;-12;-58.0;25;-50
-58.0;-674.0;?;?;750;24.0;561.0;23;?;27;-50
-62.0;-397.0;25;14;750;-163.0;557.0;25;-35.0;?;-50
?;?;9;20;750;?;557.0;9;-26.0;?;-50
-29.0;-545.0;11;?;?;?;555.0;11;-15.0;?;-50
-33.0;-791.0;-8;?;?;92.0;552.0;?;-5.0;16;-50
-34.0;-895.0;?;?;755;?;?;0;11.0;18;-50
-42.0;-881.0;24;12;755;-36.0;547.0;24;26.0;28;-50
-53.0;-899.0;?;?;755;?;544.0;?;44.0;25;?
-71.0;-1526.0;19;11;756;-283.0;544.0;19;?;26;-50
-76.0;?;19;12;756;?;?;19;?;26;-50
-51.0;?;?;13;751;-14.0;540.0;?;92.0;23;?
-51.0;-1878.0;-15;20;746;217.0;536.0;-15;107.0;20;-50
-135.0;442.0;-10;13;?;-343.0;580.0;-10;140.0;20;-50
-114.0;668.0;-24;10;?;-392.0;?;-24;143.0;15;-50
-120.0;?;?;8;763;?;587.0;-39;?;11;-50
-127.0;?;-17;10;759;?;590.0;-17;141.0;?;-50
?;899.0;11;?;757;-477.0;594.0;11;142.0;31;-50
-110.0;797.0;9;11;?;?;?;9;?;30;-50
?;564.0;17;12;757;?;600.0;17;146.0;?;-50
-110.0;761.0;5;15;?;-323.0;602.0;5;147.0;22;-50
?;?;-32;?;751;-269.0;604.0;-32;?;25;-50
-100.0;?;-21;17;750;-261.0;607.0;-21;145.0;22;-50
?;?;12;?;?;-276.0;607.0;12;144.0;22;-50
-83.0;121.0;9;13;?;?;610.0;9;?;26;-50
-94.0;165.0;-32;14;754;-290.0;601.0;-32;144.0;25;-50
-144.0;611.0;-31;14;753;-380.0;602.0;?;141.0;23;?
-145.0;721.0;?;14;753;-272.0;605.0;-33;140.0;?;-50
-155.0;352.0;-30;?;753;-195.0;607.0;-30;139.0;24;?
-163.0;48.0;?;14;754;-198.0;608.0;?;134.0;23;-50
-158.0;84.0;-33;14;?;-143.0;?;-33;136.0;23;-50
?;?;-7;14;754;-52.0;611.0;-7;135.0;30;-50
-148.0;29.0;?;13;751;-5.0;?;?;134.0;?;-50
-153.0;-6.0;?;9;?;-13.0;?;-6;135.0;?;-50
-153.0;?;-14;4;?;?;?;-14;136.0;21;-50
-159.0;74.0;-9;7;759;-32.0;?;-9;137.0;22;-50
-148.0;8.0;17;18;750;?;613.0;17;135.0;29;-50
-151.0;-16.0;20;20;748;?;613.0;20;133.0;31;-50
-142.0;-47.0;19;13;755;-11.0;613.0;19;?;27;-50
-150.0;-14.0;18;9;760;-25.0;613.0;18;132.0;25;-50
?;-3.0;?;10;759;?;612.0;21;?;26;-50
?;?;?;?;759;12.0;?;17;?;25;?
-150.0;-76.0;?;12;?;-28.0;612.0;-10;?;25;-50
-143.0;-30.0;?;20;747;-27.0;?;1;133.0;33;-50
?;?;6;?;755;?;614.0;?;136.0;31;-50
-141.0;-60.0;-23;?;?;-19.0;?;-23;?;27;-50
-143.0;-47.0;1;10;760;-36.0;?;1;137.0;?;-50
-140.0;-46.0;29;10;758;-39.0;613.0;29;?;?;-50
-144.0;-36.0;27;10;757;-13.0;614.0;?;139.0;21;-50
-150.0;14.0;40;9;758;-32.0;613.0;40;137.0;21;-50
-152.0;-67.0;-17;14;754;10.0;613.0;?;136.0;26;-50
-155.0;-89.0;-29;17;754;12.0;615.0;?;136.0;31;-50
-156.0;-80.0;27;14;?;-15.0;?;27;136.0;28;?
?;-111.0;?;11;760;?;?;-3;?;28;-50
?;-136.0;-24;8;?;55.0;611.0;-24;135.0;26;-50
-160.0;?;?;?;752;55.0;?;-11;138.0;25;?
-154.0;?;-15;25;?;61.0;613.0;-15;138.0;?;-50
-138.0;-35.0;-8;17;753;65.0;?;?;141.0;26;-50
-145.0;-58.0;-14;11;759;23.0;613.0;-14;142.0;28;-50
?;-17.0;?;10;?;?;614.0;-11;143.0;30;-50
-126.0;-82.0;16;12;?;58.0;614.0;16;?;25;-50
-105.0;?;7;?;748;?;613.0;7;143.0;21;?
-102.0;-53.0;-5;?;753;62.0;612.0;-5;145.0;25;-50
-114.0;-46.0;0;9;?;?;614.0;0;145.0;28;-50
-118.0;-13.0;-1;12;?;61.0;?;-1;146.0;28;-50
-118.0;-22.0;-1;11;761;58.0;612.0;-1;147.0;28;-50
-132.0;-92.0;-3;9;758;1.0;611.0;-3;?;23;-50
-134.0;?;3;9;757;7.0;612.0;3;148.0;?;-50
-137.0;-124.0;-18;10;756;?;614.0;-18;146.0;23;-50
-130.0;-89.0;-28;12;755;10.0;?;-28;144.0;27;-50
-131.0;-120.0;2;14;755;?;612.0;2;144.0;29;-50
?;-124.0;?;16;754;-16.0;613.0;-1;146.0;?;?
-126.0;-107.0;-5;13;760;-10.0;?;-5;146.0;25;-50
-128.0;-155.0;7;8;759;?;613.0;7;?;25;-50
-137.0;16.0;-18;?;753;?;614.0;-18;146.0;27;?
-136.0;-71.0;-12;?;758;?;614.0;-12;?;27;-50
-130.0;-49.0;7;11;?;-43.0;611.0;7;147.0;23;-50
-139.0;?;-29;18;?;?;613.0;-29;145.0;25;?
-119.0;-3.0;-36;13;755;-23.0;612.0;-36;147.0;23;?
-116.0;-57.0;-28;?;759;-5.0;?;-28;?;19;-50
-109.0;57.0;-34;14;755;43.0;612.0;-34;148.0;27;-50
-105.0;-14.0;-30;16;754;57.0;611.0;-30;147.0;?;?
-100.0;-149.0;?;16;754;-7.0;609.0;-32;149.0;33;-50
