InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit RLA gyroX
-15.0;-2.0;?;-8;?;635;?;?;-15.0
25.0;9.0;8.0;-15;24.0;634;-15;27.0;2.0
-6.0;-15.0;-9.0;-22;-14.0;631;-22;27.0;-9.0
-25.0;?;6.0;?;-53.0;635;?;-7.0;22.0
-3.0;-24.0;4.0;?;?;637;?;14.0;12.0
-7.0;6.0;-11.0;14;-12.0;637;14;70.0;?
-23.0;26.0;?;0;-44.0;631;?;0.0;?
-15.0;0.0;-19.0;?;-1.0;633;?;?;?
-9.0;-33.0;-36.0;-21;-7.0;641;-21;22.0;5.0
-17.0;-6.0;-16.0;18;-45.0;637;18;?;8.0
-28.0;?;-22.0;-4;-18.0;630;-4;?;-15.0
-14.0;20.0;-32.0;-40;?;631;-40;15.0;?
-17.0;22.0;10.0;?;-20.0;631;?;8.0;0.0
-11.0;-29.0;?;-32;-46.0;631;-32;22.0;8.0
-17.0;-4.0;-19.0;-37;-40.0;631;?;?;19.0
?;2.0;-20.0;?;?;?;-6;?;6.0
14.0;-11.0;-37.0;14;-30.0;?;14;-10.0;-11.0
?;32.0;-28.0;2;-9.0;636;2;-3.0;0.0
30.0;23.0;-19.0;-14;-29.0;633;?;10.0;33.0
18.0;1.0;5.0;-22;-10.0;635;?;?;14.0
?;44.0;-17.0;-22;-28.0;635;-22;4.0;-11.0
-3.0;35.0;-13.0;-24;-11.0;635;-24;-13.0;-25.0
-3.0;?;?;-14;10.0;635;-14;1.0;-13.0
-29.0;-4.0;-5.0;?;-35.0;635;3;34.0;?
?;14.0;?;9;-26.0;633;9;?;14.0
-19.0;17.0;-9.0;9;?;633;9;14.0;-8.0
-13.0;?;?;-6;-47.0;635;-6;27.0;5.0
-13.0;11.0;-11.0;?;?;634;-18;31.0;-5.0
?;18.0;21.0;1;-4.0;?;?;?;-7.0
-17.0;-59.0;-11.0;?;4.0;642;22;?;29.0
65.0;26.0;-16.0;18;7.0;?;18;37.0;0.0
-13.0;-11.0;-9.0;17;-16.0;?;17;44.0;?
-18.0;14.0;-18.0;24;8.0;642;24;?;?
31.0;28.0;-4.0;?;-11.0;?;-9;8.0;0.0
-7.0;3.0;-6.0;-41;-26.0;636;-41;1.0;8.0
?;?;?;-25;-40.0;638;?;46.0;12.0
-12.0;-7.0;?;-1;-37.0;640;-1;59.0;-3.0
19.0;-40.0;-28.0;0;-39.0;638;0;40.0;-13.0
-32.0;1.0;22.0;-12;-26.0;637;-12;32.0;28.0
-11.0;-8.0;11.0;-2;-30.0;637;?;12.0;12.0
26.0;?;7.0;13;-45.0;637;?;-12.0;-10.0
-11.0;7.0;-2.0;4;?;637;4;30.0;-32.0
-2.0;15.0;0.0;-23;-40.0;635;-23;1.0;6.0
?;?;-4.0;-27;-35.0;635;-27;-15.0;-9.0
22.0;16.0;0.0;?;-13.0;642;12;10.0;23.0
-17.0;16.0;-15.0;7;-28.0;642;7;30.0;?
-34.0;8.0;-22.0;?;-23.0;638;?;?;-7.0
-30.0;?;-21.0;-10;-47.0;640;-10;40.0;-62.0
-17.0;-8.0;-17.0;?;-40.0;640;?;26.0;-9.0
-25.0;7.0;-22.0;?;-37.0;639;-13;?;21.0
9.0;43.0;?;-11;?;639;?;?;?
-25.0;-6.0;-10.0;-12;-22.0;639;?;31.0;1.0
-11.0;?;-40.0;?;?;638;-12;48.0;-22.0
-21.0;7.0;18.0;-11;?;634;-11;8.0;0.0
?;?;-9.0;-2;?;632;?;?;-19.0
7.0;?;2.0;-1;-11.0;631;-1;9.0;9.0
?;?;?;?;-26.0;631;-2;13.0;-19.0
-10.0;32.0;24.0;-1;-33.0;630;-1;5.0;4.0
-14.0;-2.0;?;-4;-12.0;632;-4;7.0;4.0
?;12.0;-6.0;-13;?;633;-13;5.0;16.0
-3.0;27.0;-4.0;-12;-77.0;633;?;-1.0;12.0
-19.0;1.0;-6.0;6;-5.0;?;6;8.0;14.0
?;25.0;16.0;-5;-7.0;633;-5;39.0;12.0
-3.0;1.0;-10.0;-38;-40.0;635;-38;7.0;29.0
-17.0;-5.0;?;-20;-43.0;637;-20;40.0;10.0
-14.0;-12.0;2.0;10;-24.0;633;10;?;17.0
-17.0;?;-10.0;9;?;633;9;7.0;6.0
?;6.0;-4.0;4;-16.0;?;4;-16.0;?
-27.0;12.0;5.0;-24;-6.0;630;-24;?;-1.0
1.0;-5.0;20.0;-23;-31.0;636;-23;20.0;10.0
7.0;19.0;4.0;3;-14.0;641;3;-11.0;5.0
-26.0;?;6.0;-1;-2.0;639;-1;9.0;-19.0
-3.0;27.0;-21.0;24;-29.0;634;24;?;?
-24.0;16.0;-4.0;40;10.0;633;40;?;8.0
-15.0;?;-11.0;?;?;?;-3;14.0;27.0
-6.0;13.0;-15.0;-5;4.0;646;-5;?;5.0
5.0;32.0;-6.0;-10;29.0;?;-10;30.0;-15.0
-11.0;19.0;13.0;?;-7.0;645;-42;-1.0;?
?;?;-29.0;-17;-1.0;638;-17;1.0;16.0
-5.0;?;?;0;14.0;633;?;-4.0;42.0
1.0;28.0;4.0;1;-13.0;?;?;16.0;-11.0
-10.0;24.0;?;?;36.0;640;?;?;-19.0
14.0;?;38.0;?;94.0;?;-20;2.0;?
?;-34.0;?;-20;121.0;638;-20;6.0;-28.0
64.0;-18.0;40.0;8;?;?;8;6.0;-87.0
111.0;?;17.0;-18;?;642;-18;53.0;-164.0
?;-98.0;63.0;-38;-84.0;643;-38;-27.0;-150.0
165.0;?;67.0;-8;?;?;-8;-243.0;38.0
192.0;-272.0;-4.0;?;?;?;-4;-450.0;177.0
?;-425.0;-67.0;-1;?;644;-1;-305.0;35.0
92.0;-537.0;-251.0;11;-148.0;?;?;109.0;-924.0
?;-310.0;-448.0;-17;-54.0;?;-17;225.0;-2165.0
?;13.0;?;-8;-7.0;?;?;176.0;-2033.0
?;329.0;-711.0;6;23.0;642;6;36.0;-853.0
209.0;490.0;-644.0;-28;?;641;?;-238.0;228.0
206.0;674.0;?;-22;-29.0;644;-22;-433.0;277.0
229.0;782.0;?;?;?;648;-1;-421.0;180.0
?;?;-334.0;-22;?;?;?;-625.0;508.0
204.0;?;-43.0;-31;-150.0;?;?;-957.0;842.0
?;1440.0;300.0;?;?;640;2;-1346.0;970.0
192.0;1327.0;?;4;-109.0;642;4;?;?
163.0;?;684.0;-22;-117.0;642;-22;?;582.0
135.0;1126.0;780.0;?;0.0;?;-14;?;280.0
126.0;989.0;749.0;-11;?;638;-11;-1235.0;160.0
130.0;1115.0;712.0;-10;99.0;?;-10;?;-265.0
125.0;1343.0;740.0;-17;48.0;640;?;-1431.0;?
?;1683.0;704.0;-19;-1.0;645;-19;?;-1358.0
-4.0;2056.0;577.0;7;-103.0;638;7;-2119.0;-1562.0
?;2237.0;370.0;-11;-287.0;639;?;-2319.0;-2088.0
-288.0;2113.0;242.0;-29;?;?;-29;-2318.0;-2584.0
-312.0;1767.0;183.0;?;?;642;?;-1847.0;-2276.0
-206.0;1385.0;?;-20;?;640;-20;?;-1408.0
-136.0;?;?;-36;?;?;-36;?;-845.0
-73.0;589.0;91.0;?;-308.0;637;25;-554.0;-682.0
-56.0;314.0;64.0;4;-244.0;?;4;-350.0;-637.0
-45.0;132.0;37.0;?;?;647;-27;-151.0;-243.0
-43.0;-21.0;54.0;-19;-96.0;645;-19;-1.0;?
-18.0;-14.0;?;?;?;644;-22;-11.0;?
-29.0;-55.0;-8.0;?;-31.0;643;-12;86.0;210.0
-9.0;-103.0;?;-20;-10.0;638;?;88.0;?
-1.0;-189.0;-10.0;-18;?;640;-18;?;-12.0
-1.0;-175.0;-10.0;-6;?;641;-6;213.0;119.0
1.0;29.0;11.0;-17;30.0;644;-17;?;78.0
-23.0;89.0;7.0;?;12.0;644;-7;?;-14.0
?;111.0;8.0;-14;?;?;-14;?;167.0
?;77.0;3.0;-34;-35.0;?;-34;41.0;?
?;0.0;22.0;8;-19.0;640;8;39.0;32.0
15.0;-57.0;?;9;?;640;9;159.0;78.0
15.0;-98.0;?;-19;-41.0;640;-19;?;204.0
16.0;-193.0;-24.0;-9;-91.0;638;-9;181.0;151.0
53.0;-199.0;-86.0;-12;-83.0;?;-12;235.0;225.0
-20.0;-209.0;-127.0;-5;?;639;-5;228.0;427.0
80.0;?;-130.0;9;-182.0;637;9;233.0;532.0
118.0;?;?;3;-232.0;642;3;352.0;?
?;-361.0;-218.0;-4;?;636;?;437.0;516.0
39.0;-357.0;-223.0;-14;?;640;-14;501.0;450.0
38.0;-340.0;-252.0;?;?;648;-11;534.0;487.0
65.0;-346.0;-266.0;?;62.0;641;14;?;?
?;?;-289.0;22;97.0;639;22;552.0;712.0
?;-516.0;?;?;116.0;?;13;676.0;857.0
56.0;-454.0;?;5;100.0;638;5;753.0;1146.0
58.0;-388.0;-267.0;?;139.0;644;-3;596.0;1283.0
-2.0;-545.0;-143.0;?;114.0;642;-2;?;1558.0
40.0;-476.0;-200.0;?;?;641;?;563.0;1824.0
-2.0;-388.0;-166.0;-3;128.0;641;-3;?;1690.0
16.0;-310.0;?;1;?;642;1;300.0;1644.0
?;-140.0;-96.0;-7;152.0;640;-7;?;?
35.0;?;-19.0;-23;97.0;638;-23;-4.0;973.0
4.0;-75.0;-43.0;-13;103.0;641;-13;-3.0;385.0
11.0;35.0;-30.0;6;41.0;637;6;-16.0;119.0
5.0;168.0;-8.0;?;43.0;?;9;-88.0;34.0
15.0;?;43.0;6;13.0;641;6;-210.0;-243.0
-13.0;?;77.0;?;-51.0;649;-7;?;-43.0
-13.0;124.0;52.0;?;-28.0;644;-11;-89.0;?
?;145.0;34.0;?;-9.0;638;-11;-108.0;-288.0
-1.0;192.0;-2.0;-31;-61.0;641;-31;-105.0;-491.0
-40.0;?;?;-15;-15.0;639;-15;-80.0;?
-21.0;45.0;?;3;-31.0;636;?;30.0;?
-1.0;4.0;-51.0;?;?;?;?;73.0;-646.0
?;43.0;-48.0;-2;5.0;?;-2;28.0;-574.0
-1.0;125.0;-80.0;-11;-22.0;641;-11;-12.0;-529.0
-8.0;168.0;-17.0;-6;28.0;642;-6;-176.0;-451.0
-3.0;241.0;?;3;-29.0;640;?;?;-352.0
-17.0;193.0;?;-8;-78.0;642;-8;-167.0;-239.0
16.0;138.0;17.0;-11;-65.0;643;-11;-115.0;?
?;?;25.0;?;?;639;-12;-96.0;-222.0
7.0;101.0;32.0;-12;-29.0;639;?;-36.0;-184.0
9.0;84.0;71.0;-3;1.0;641;-3;-89.0;-165.0
7.0;?;49.0;-6;-39.0;?;-6;-47.0;-369.0
-11.0;130.0;38.0;?;-46.0;?;-13;-76.0;-423.0
-8.0;163.0;86.0;-11;-3.0;646;-11;-138.0;-233.0
-18.0;106.0;74.0;?;?;646;-12;-113.0;-241.0
-15.0;78.0;26.0;?;-48.0;?;-3;-61.0;?
-15.0;27.0;50.0;?;-27.0;641;0;-36.0;23.0
-11.0;39.0;30.0;0;?;642;0;-18.0;144.0
-29.0;?;?;?;-47.0;643;14;4.0;61.0
-7.0;71.0;-10.0;-13;-38.0;640;-13;-12.0;119.0
-6.0;69.0;46.0;-42;-56.0;640;-42;?;249.0
-11.0;24.0;36.0;-15;-5.0;?;-15;-42.0;132.0
15.0;62.0;11.0;-18;?;?;-18;-39.0;125.0
?;?;28.0;-11;-7.0;641;?;-42.0;55.0
-19.0;44.0;10.0;14;5.0;649;?;-77.0;297.0
-15.0;?;19.0;-8;-49.0;643;-8;85.0;464.0
?;-143.0;-28.0;-22;-7.0;640;-22;164.0;457.0
-17.0;-129.0;-82.0;-13;-51.0;645;-13;104.0;?
11.0;-72.0;-44.0;-12;-4.0;643;?;74.0;552.0
?;-132.0;-86.0;-11;8.0;640;?;94.0;628.0
28.0;-251.0;-131.0;?;?;?;-12;?;527.0
?;?;-158.0;-11;10.0;?;-11;290.0;326.0
63.0;?;-152.0;-12;?;642;-12;?;221.0
?;-239.0;-161.0;-14;-9.0;?;?;261.0;160.0
?;-226.0;?;-3;22.0;643;-3;296.0;?
32.0;?;?;-5;52.0;646;?;252.0;?
32.0;-148.0;-133.0;6;31.0;644;6;232.0;-28.0
24.0;-205.0;-167.0;16;15.0;642;16;227.0;21.0
36.0;-147.0;?;?;?;645;-20;203.0;-78.0
?;104.0;-213.0;-28;?;?;-28;?;?
36.0;?;-144.0;?;31.0;?;2;-238.0;-194.0
5.0;181.0;?;35;35.0;638;?;?;?
34.0;60.0;-189.0;?;42.0;642;32;-14.0;-378.0
24.0;268.0;?;7;29.0;642;7;-108.0;133.0
27.0;?;?;-1;40.0;643;-1;-258.0;-384.0
40.0;33.0;-61.0;-5;?;?;?;54.0;-980.0
25.0;-69.0;-87.0;6;95.0;643;6;?;-975.0
49.0;-172.0;-67.0;?;124.0;643;-21;279.0;?
17.0;-12.0;-37.0;-25;148.0;639;-25;?;-188.0
51.0;82.0;1.0;-3;?;638;-3;-67.0;-323.0
49.0;-15.0;?;?;111.0;641;-21;82.0;-494.0
55.0;?;?;9;151.0;640;9;120.0;-182.0
63.0;-164.0;116.0;9;?;645;9;168.0;?
83.0;?;141.0;-21;188.0;646;?;?;-175.0
?;?;157.0;-6;258.0;?;?;233.0;-61.0
164.0;-120.0;?;-1;270.0;?;-1;37.0;95.0
?;-255.0;?;15;70.0;646;15;?;?
81.0;?;203.0;20;30.0;646;20;284.0;?
?;-348.0;135.0;-20;-21.0;642;-20;355.0;30.0
?;-217.0;80.0;-28;-106.0;640;-28;270.0;11.0
6.0;?;66.0;-9;-137.0;644;-9;101.0;-33.0
8.0;-62.0;35.0;-12;-166.0;644;-12;26.0;29.0
?;-129.0;?;-4;-159.0;645;-4;112.0;72.0
?;-76.0;10.0;2;-146.0;647;?;?;189.0
2.0;-41.0;-1.0;-5;-110.0;641;-5;?;153.0
-7.0;-86.0;?;?;-78.0;639;0;69.0;59.0
-13.0;-231.0;-3.0;?;?;639;-17;?;36.0
20.0;?;?;?;?;642;-11;?;78.0
?;-85.0;-84.0;21;108.0;?;21;?;11.0
32.0;-79.0;-57.0;-25;105.0;643;-25;99.0;-111.0
?;-100.0;-29.0;-37;63.0;642;-37;126.0;-124.0
?;-73.0;-91.0;0;?;647;0;100.0;-67.0
17.0;-48.0;?;12;17.0;648;?;109.0;?
8.0;-35.0;-46.0;29;24.0;646;29;26.0;-64.0
26.0;-16.0;?;6;-44.0;641;6;61.0;-40.0
?;?;-71.0;-8;?;?;-8;84.0;?
42.0;-84.0;-138.0;1;-81.0;?;1;136.0;-9.0
47.0;-114.0;-140.0;-18;-75.0;642;-18;160.0;-5.0
29.0;?;?;8;-111.0;?;8;194.0;-20.0
10.0;-151.0;-209.0;39;?;644;?;213.0;?
-45.0;-205.0;-235.0;-2;?;645;-2;298.0;-253.0
-50.0;-274.0;-312.0;-16;-3.0;643;-16;?;-280.0
-88.0;-398.0;?;-11;-128.0;640;-11;557.0;-244.0
-109.0;-513.0;?;-6;?;642;-6;668.0;-161.0
-145.0;-567.0;-469.0;21;-103.0;644;?;733.0;-304.0
?;-709.0;-335.0;20;?;644;20;820.0;-320.0
-278.0;-769.0;-109.0;17;65.0;642;?;737.0;-123.0
-328.0;-904.0;209.0;?;208.0;647;21;616.0;-29.0
-291.0;-908.0;?;14;?;643;14;807.0;?
?;?;346.0;8;15.0;?;8;667.0;202.0
-388.0;-656.0;383.0;9;48.0;638;?;535.0;428.0
-325.0;-548.0;278.0;9;175.0;638;9;?;?
-418.0;-252.0;-41.0;7;199.0;637;7;?;861.0
-446.0;26.0;?;?;?;637;12;?;905.0
?;22.0;?;-1;12.0;639;-1;-99.0;952.0
-232.0;8.0;42.0;-13;?;644;-13;-125.0;565.0
-225.0;-151.0;-63.0;-12;35.0;643;?;259.0;?
?;-134.0;-179.0;?;?;642;-21;354.0;224.0
-102.0;-28.0;-50.0;-16;82.0;?;-16;?;?
-78.0;-66.0;19.0;?;75.0;642;-8;69.0;97.0
-79.0;-19.0;?;-15;-11.0;640;-15;28.0;173.0
-52.0;-39.0;-11.0;-8;-46.0;640;-8;31.0;250.0
?;?;?;-2;-2.0;642;?;69.0;131.0
-21.0;-72.0;-13.0;-3;?;639;-3;115.0;-5.0
?;?;13.0;8;7.0;642;?;139.0;-34.0
10.0;-115.0;37.0;-1;-4.0;644;?;?;-96.0
15.0;-148.0;7.0;-17;-11.0;642;-17;165.0;-111.0
?;-141.0;4.0;-24;-11.0;639;-24;141.0;-45.0
-3.0;-140.0;?;?;-46.0;?;-21;141.0;?
7.0;-136.0;-1.0;-3;7.0;645;-3;155.0;-62.0
?;?;16.0;-4;6.0;646;-4;162.0;-47.0
?;?;11.0;?;?;?;9;167.0;2.0
-13.0;-163.0;29.0;-4;25.0;643;-4;142.0;-13.0
34.0;-126.0;?;-20;11.0;646;-20;156.0;-89.0
47.0;-107.0;93.0;-2;33.0;?;-2;205.0;-72.0
99.0;-145.0;114.0;-12;56.0;644;-12;178.0;-53.0
107.0;-176.0;?;6;48.0;646;6;193.0;?
169.0;-175.0;?;?;27.0;648;-10;172.0;-25.0
99.0;-107.0;?;-34;6.0;647;-34;132.0;?
55.0;-77.0;?;-21;-11.0;?;-21;83.0;-27.0
28.0;?;14.0;-22;-13.0;646;-22;5.0;-444.0
?;-10.0;-5.0;4;22.0;?;4;-46.0;2.0
-93.0;-11.0;?;4;?;641;4;5.0;33.0
-75.0;20.0;-60.0;?;145.0;644;-2;-49.0;-191.0
-91.0;23.0;-117.0;-6;193.0;642;-6;29.0;?
-93.0;20.0;-147.0;-9;160.0;642;-9;20.0;?
4.0;13.0;-174.0;8;61.0;642;8;27.0;-149.0
-149.0;4.0;?;?;70.0;639;-9;5.0;64.0
-103.0;6.0;-129.0;3;111.0;640;3;24.0;2.0
-66.0;-50.0;-160.0;27;41.0;638;27;42.0;?
-62.0;?;-211.0;12;7.0;642;12;51.0;?
-94.0;-22.0;-233.0;-3;-37.0;648;-3;28.0;71.0
-82.0;-27.0;-200.0;-21;-30.0;644;-21;34.0;38.0
-82.0;-57.0;-202.0;-25;-24.0;645;-25;42.0;?
-54.0;-47.0;-168.0;?;?;643;-13;?;31.0
?;-26.0;-150.0;-16;?;639;-16;65.0;6.0
?;-94.0;-130.0;-23;-111.0;639;-23;42.0;35.0
5.0;-45.0;-98.0;?;-175.0;640;-21;11.0;6.0
-13.0;21.0;-82.0;?;-76.0;643;-4;26.0;-9.0
-6.0;?;?;27;?;?;27;-2.0;2.0
15.0;-11.0;-48.0;?;-122.0;638;?;?;-5.0
?;?;-36.0;3;-60.0;641;3;-16.0;?
-29.0;10.0;-29.0;-22;-72.0;?;-22;-14.0;5.0
-18.0;-4.0;?;-40;-89.0;?;?;-24.0;13.0
16.0;46.0;-44.0;3;?;645;3;?;?
-29.0;24.0;-90.0;?;-131.0;649;8;?;-36.0
-63.0;-18.0;-78.0;-9;-91.0;655;-9;16.0;?
-9.0;7.0;-61.0;?;-100.0;?;7;-9.0;18.0
18.0;47.0;-44.0;4;-52.0;638;4;-35.0;-36.0
7.0;?;-38.0;-23;-7.0;646;-23;-14.0;-30.0
-13.0;-3.0;-8.0;-34;8.0;?;?;-14.0;-19.0
-32.0;-35.0;-63.0;-9;?;642;-9;10.0;-11.0
?;7.0;-49.0;1;-15.0;644;1;-37.0;-32.0
-42.0;-2.0;-44.0;-3;48.0;643;-3;-5.0;?
-14.0;3.0;-22.0;-1;49.0;?;-1;7.0;-19.0
?;20.0;48.0;-1;119.0;644;-1;22.0;-11.0
9.0;-24.0;113.0;-1;?;644;-1;?;19.0
?;?;106.0;-15;84.0;640;?;?;0.0
152.0;-6.0;211.0;-26;34.0;641;-26;-6.0;-13.0
136.0;-2.0;?;-19;8.0;644;-19;?;20.0
118.0;-22.0;?;-23;12.0;643;-23;24.0;-51.0
149.0;-70.0;222.0;-22;-32.0;644;-22;29.0;-37.0
168.0;-86.0;214.0;-11;-67.0;641;?;121.0;19.0
38.0;?;189.0;-15;-35.0;642;-15;96.0;-70.0
4.0;?;?;1;0.0;638;1;?;-97.0
-45.0;?;89.0;6;4.0;638;6;102.0;-21.0
?;?;20.0;?;39.0;641;?;3.0;-1.0
8.0;43.0;?;9;-23.0;638;9;9.0;-25.0
-48.0;?;-9.0;?;?;637;?;?;-58.0
-40.0;61.0;?;17;146.0;637;17;-11.0;-73.0
-30.0;36.0;34.0;?;78.0;?;?;-12.0;-44.0
?;3.0;12.0;-32;?;641;-32;22.0;-29.0
-29.0;-3.0;-27.0;24;-33.0;640;24;?;35.0
-50.0;-9.0;-10.0;20;-65.0;644;20;-1.0;9.0
-58.0;42.0;-22.0;1;-49.0;641;1;-50.0;-19.0
?;48.0;4.0;?;-40.0;637;?;-55.0;-8.0
-35.0;-18.0;-2.0;8;-43.0;641;?;5.0;-7.0
-32.0;-52.0;-8.0;2;-9.0;640;2;55.0;19.0
?;-60.0;-23.0;3;-44.0;?;3;74.0;?
6.0;-40.0;2.0;38;-14.0;639;38;79.0;-20.0
-44.0;?;-25.0;2;-33.0;?;?;74.0;-7.0
-50.0;?;10.0;-19;?;639;-19;38.0;21.0
?;-48.0;0.0;-9;31.0;639;-9;29.0;-13.0
-16.0;-27.0;-10.0;-10;-1.0;639;-10;?;-15.0
-9.0;?;11.0;-2;28.0;?;-2;24.0;12.0
-3.0;?;-24.0;-11;40.0;638;-11;44.0;-20.0
-25.0;-41.0;?;-11;11.0;637;-11;31.0;?
?;?;?;?;-15.0;637;-15;-23.0;8.0
-3.0;-14.0;-2.0;-3;-13.0;636;-3;36.0;?
?;40.0;-36.0;-7;-24.0;635;?;-4.0;?
-23.0;8.0;-13.0;2;3.0;640;2;?;-19.0
6.0;3.0;-15.0;48;8.0;642;?;4.0;-7.0
?;-11.0;-6.0;5;-5.0;639;5;20.0;15.0
-28.0;25.0;10.0;?;10.0;642;?;30.0;21.0
2.0;21.0;-15.0;?;-15.0;641;10;?;?
-9.0;?;-67.0;-17;-7.0;637;-17;17.0;4.0
?;28.0;?;0;?;644;0;4.0;-53.0
-17.0;?;6.0;11;-38.0;643;11;-5.0;?
20.0;44.0;13.0;-8;-17.0;?;?;-11.0;-9.0
-51.0;-5.0;-18.0;-13;-10.0;643;-13;1.0;-7.0
-25.0;-22.0;-6.0;-9;-11.0;644;-9;?;?
?;?;-25.0;1;22.0;641;1;64.0;-12.0
16.0;23.0;-30.0;-2;-14.0;642;-2;65.0;-5.0
22.0;9.0;-15.0;?;?;638;?;13.0;?
1.0;29.0;-15.0;1;-26.0;641;?;-25.0;-8.0
-22.0;41.0;?;33;-29.0;?;33;-14.0;-12.0
5.0;34.0;-1.0;0;1.0;643;0;-10.0;10.0
-13.0;5.0;?;-20;-11.0;?;-20;?;6.0
-11.0;-10.0;-1.0;?;36.0;642;-1;-10.0;-20.0
-7.0;8.0;27.0;-9;-20.0;642;-9;20.0;-22.0
-39.0;-33.0;15.0;-8;8.0;638;-8;44.0;-22.0
16.0;?;-19.0;?;?;639;7;10.0;12.0
?;?;?;7;-26.0;645;?;4.0;2.0
-13.0;46.0;-36.0;-3;?;645;-3;4.0;-7.0
?;41.0;-38.0;-2;-24.0;642;-2;0.0;-36.0
-17.0;?;-31.0;?;?;643;10;?;?
-19.0;-19.0;-6.0;?;-16.0;645;-7;38.0;-8.0
-28.0;-23.0;-2.0;-1;-31.0;645;?;-6.0;?
-26.0;?;0.0;22;-15.0;642;22;47.0;-36.0
?;18.0;?;-7;-18.0;642;-7;20.0;-23.0
-11.0;35.0;-14.0;-22;-20.0;644;-22;?;9.0
?;-2.0;-15.0;-3;?;?;-3;-13.0;?
-25.0;-1.0;12.0;?;1.0;641;-4;13.0;21.0
5.0;-1.0;?;6;?;640;?;27.0;-3.0
-11.0;?;?;-14;-58.0;640;-14;33.0;?
?;23.0;-15.0;-28;-3.0;?;-28;17.0;-11.0
-24.0;16.0;0.0;16;2.0;642;?;10.0;?
15.0;-1.0;-18.0;13;-30.0;?;?;?;29.0
-9.0;20.0;16.0;9;23.0;645;9;8.0;-6.0
-30.0;24.0;2.0;-2;?;640;-2;-8.0;-4.0
-13.0;?;-11.0;-6;10.0;?;-6;16.0;-7.0
-19.0;-1.0;-5.0;?;?;641;18;13.0;2.0
-15.0;-27.0;?;?;?;639;-17;3.0;31.0
-73.0;44.0;-33.0;-16;?;644;-16;?;7.0
-42.0;24.0;?;?;-12.0;642;20;12.0;?
-24.0;33.0;-36.0;7;43.0;639;7;-24.0;-21.0
-32.0;33.0;-13.0;?;?;645;-15;-10.0;?
-39.0;?;-8.0;-10;8.0;643;-10;?;37.0
-2.0;?;-29.0;7;20.0;641;7;21.0;7.0
-50.0;?;-22.0;10;-37.0;?;?;30.0;9.0
-27.0;25.0;-34.0;7;?;644;?;-9.0;1.0
-11.0;8.0;5.0;?;-33.0;?;6;53.0;?
-32.0;?;-53.0;-18;?;639;-18;-3.0;43.0
-36.0;49.0;?;-10;?;640;-10;-12.0;31.0
?;?;-46.0;35;-4.0;639;35;8.0;18.0
-11.0;61.0;-46.0;37;33.0;639;37;?;-6.0
-15.0;27.0;-15.0;49;-4.0;638;49;?;6.0
?;39.0;-42.0;10;7.0;641;10;?;13.0
?;?;-28.0;-43;1.0;?;-43;-7.0;-6.0
-5.0;44.0;-17.0;?;20.0;?;?;-4.0;27.0
-16.0;?;?;4;-20.0;?;?;-6.0;-15.0
-31.0;1.0;-34.0;-8;-24.0;641;-8;?;9.0
-23.0;11.0;-11.0;9;?;641;9;27.0;8.0
-21.0;19.0;-10.0;3;?;?;3;?;0.0
-22.0;43.0;6.0;-13;4.0;648;-13;30.0;-12.0
-1.0;32.0;-15.0;?;-33.0;648;-12;7.0;-2.0
1.0;-5.0;-11.0;-9;-7.0;642;-9;16.0;?
?;-2.0;-8.0;-24;14.0;634;-24;?;6.0
-3.0;15.0;-17.0;-1;11.0;640;?;9.0;2.0
24.0;38.0;-28.0;38;12.0;650;38;33.0;-5.0
-3.0;-28.0;?;24;16.0;647;?;34.0;-26.0
?;-8.0;-17.0;?;?;640;?;35.0;23.0
-21.0;-15.0;-6.0;11;-28.0;?;11;-8.0;-7.0
-39.0;24.0;-18.0;-2;-16.0;643;-2;?;?
-7.0;39.0;?;5;?;644;5;?;-11.0
-21.0;-1.0;-19.0;-14;2.0;637;?;27.0;-19.0
14.0;-59.0;?;-41;?;641;-41;?;-45.0
41.0;-29.0;-30.0;?;-6.0;646;-23;?;122.0
0.0;?;45.0;-30;?;640;-30;-116.0;37.0
0.0;5.0;?;?;-33.0;641;-17;?;-25.0
-22.0;19.0;-55.0;2;-9.0;643;2;19.0;69.0
3.0;-6.0;?;-18;22.0;638;-18;47.0;182.0
-25.0;60.0;16.0;-9;-16.0;642;-9;9.0;8.0
?;15.0;-2.0;-1;?;648;-1;10.0;12.0
-21.0;-16.0;-1.0;-4;11.0;648;-4;76.0;61.0
22.0;23.0;-31.0;?;-11.0;646;5;34.0;-28.0
?;79.0;-26.0;-15;?;642;-15;?;?
24.0;-19.0;4.0;?;-15.0;645;?;12.0;45.0
9.0;-52.0;5.0;8;-26.0;645;8;101.0;-102.0
-18.0;-141.0;?;-17;2.0;639;-17;134.0;-68.0
-3.0;-250.0;26.0;-21;?;?;-21;173.0;?
-21.0;-540.0;13.0;2;-48.0;643;2;?;-292.0
14.0;?;-44.0;?;-16.0;634;-11;549.0;-494.0
?;-976.0;23.0;?;23.0;637;-21;746.0;-353.0
?;-917.0;20.0;?;38.0;640;?;800.0;86.0
