InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
?;-100;-8;?;541.0;102;?;?;?;-100
?;-105;?;-175.0;707.0;?;-206;?;?;-105
?;-99;?;-289.0;799.0;?;-84;629;?;?
?;-55;-16;-437.0;820.0;97;?;631;79;-55
-10;-54;-10;?;704.0;107;-164;623;164;-54
-6;-77;-17;-779.0;469.0;?;-141;629;141;-77
5;-88;-26;?;449.0;107;-161;632;161;-88
6;-107;-31;?;373.0;102;-194;642;194;-107
-5;?;-32;-421.0;277.0;?;?;652;130;-111
?;-78;-28;-452.0;?;106;-80;?;?;-78
6;-44;-29;?;93.0;94;-25;650;25;?
?;-47;-26;-289.0;95.0;93;-32;?;32;-47
9;?;-21;?;?;105;-86;?;86;-30
?;-26;-20;-170.0;-50.0;100;-80;641;80;-26
2;-41;-20;-158.0;?;98;-64;641;64;-41
5;10;-24;-214.0;-152.0;100;-48;?;48;?
8;36;?;?;?;100;-36;638;36;36
?;?;-18;?;-236.0;104;-36;632;36;20
6;43;?;?;-168.0;98;-36;640;36;43
10;63;-31;244.0;64.0;104;-49;638;?;?
19;103;-36;?;?;115;-33;?;33;?
8;143;?;-116.0;16.0;101;27;638;-27;143
13;72;?;-120.0;-187.0;101;35;634;-35;?
11;24;?;?;-120.0;106;?;631;?;24
0;66;-26;60.0;?;?;32;636;-32;66
3;32;-24;34.0;124.0;103;17;?;-17;32
-2;-32;-13;46.0;26.0;95;-6;638;6;-32
-1;6;-9;-50.0;-69.0;99;11;632;?;6
7;44;-15;-200.0;-133.0;101;?;?;-9;44
6;-14;-14;-176.0;-74.0;103;7;?;-7;?
1;-44;?;-164.0;?;103;?;?;-38;?
2;-33;-5;-237.0;92.0;97;69;634;-69;?
1;-33;?;-289.0;146.0;97;65;?;?;?
-3;?;1;?;?;96;-15;631;15;-13
?;-31;-4;-152.0;17.0;?;-66;634;?;-31
-5;-32;-16;49.0;-192.0;93;13;?;-13;-32
5;?;-16;304.0;-175.0;92;91;644;-91;32
5;?;-1;278.0;-94.0;102;79;?;-79;45
-8;?;8;169.0;-65.0;105;?;625;-74;?
3;-10;0;?;-67.0;104;58;625;?;-10
?;-6;6;116.0;36.0;98;-4;627;4;?
3;?;6;134.0;?;99;-14;625;?;?
12;21;-5;147.0;?;102;-27;624;?;21
0;37;-4;124.0;207.0;96;-31;634;31;37
1;53;-3;79.0;?;100;?;632;-12;53
2;-40;-4;?;249.0;104;-3;628;3;?
1;?;-6;13.0;245.0;102;8;?;-8;-17
-2;2;-4;20.0;159.0;98;-2;634;2;2
-8;-16;3;72.0;59.0;101;-30;631;30;-16
-5;?;6;87.0;44.0;102;-17;628;?;30
7;2;-2;?;?;95;-26;632;26;2
4;?;-23;13.0;145.0;?;48;?;-48;51
-10;200;-19;-9.0;102.0;68;175;?;-175;200
-44;369;4;-36.0;82.0;104;167;630;?;369
-41;233;29;-29.0;64.0;38;146;678;-146;233
-164;-406;30;-27.0;97.0;28;59;712;-59;?
-254;-1234;?;16.0;?;125;278;669;-278;-1234
-259;-2019;127;?;113.0;-36;?;779;-630;-2019
-574;-2278;?;-17.0;130.0;-8;343;771;?;-2278
-124;-1840;93;?;61.0;?;1379;842;-1379;-1840
-607;-556;-267;-33.0;48.0;189;3564;765;-3564;?
?;-1008;-122;48.0;44.0;?;3006;827;-3006;-1008
1580;-3133;283;58.0;30.0;-19;917;745;-917;-3133
13;-2640;-147;67.0;32.0;1256;501;?;-501;?
250;-1591;552;55.0;?;-585;?;610;-499;?
1141;-1013;875;?;-31.0;?;593;1005;?;?
-402;?;20;147.0;-39.0;469;?;189;-719;130
-128;?;156;199.0;?;75;153;363;-153;245
-113;106;126;346.0;?;125;72;368;-72;106
-275;-30;17;412.0;112.0;214;110;?;-110;-30
-9;?;146;477.0;282.0;-144;18;510;-18;-69
-198;63;51;530.0;466.0;?;43;393;-43;63
-152;?;73;604.0;607.0;66;-7;419;7;-61
-159;-84;?;654.0;774.0;94;?;394;-75;-84
-165;-39;70;649.0;845.0;94;?;397;?;-39
-151;?;74;?;928.0;73;30;408;-30;-2
-163;?;?;797.0;874.0;94;56;395;-56;12
-153;?;70;?;846.0;85;?;403;-36;12
-154;13;68;996.0;709.0;?;?;401;-48;13
-169;-71;68;1075.0;554.0;?;45;?;-45;-71
-152;?;72;1037.0;450.0;86;22;395;?;?
?;-130;?;861.0;?;76;51;?;-51;-130
-156;-122;61;679.0;382.0;84;25;402;-25;-122
-135;-141;?;497.0;278.0;82;-7;401;7;-141
-141;-133;70;427.0;108.0;73;-24;393;?;-133
-156;-226;54;331.0;?;77;?;399;46;-226
-160;-383;47;221.0;32.0;64;-13;406;13;-383
-155;-430;79;106.0;13.0;71;-67;375;67;-430
-98;-765;?;-43.0;77.0;77;97;462;?;?
-81;-404;?;-123.0;227.0;?;?;316;95;-404
-165;-1060;-6;-118.0;427.0;?;180;437;-180;-1060
-516;?;-227;-82.0;690.0;93;228;587;-228;-2238
-976;?;-33;-165.0;?;231;-347;358;347;-3309
-753;-7441;-1081;-229.0;1259.0;312;2295;1239;?;-7441
-201;-6145;?;-51.0;?;334;3897;1325;-3897;-6145
-68;-1811;-215;92.0;1473.0;?;2435;483;?;-1811
-231;-2197;-171;162.0;1225.0;155;?;568;-2149;?
-451;-1071;?;207.0;800.0;147;1876;254;?;-1071
-595;?;532;232.0;451.0;287;1616;35;-1616;-373
-640;-572;52;150.0;140.0;241;1782;269;-1782;-572
-570;147;?;108.0;-56.0;147;1849;355;-1849;147
-394;138;-553;?;-142.0;?;2054;484;-2054;138
-160;?;-691;?;-236.0;?;2268;?;-2268;145
29;-65;-521;-69.0;-286.0;-307;2471;950;-2471;?
79;-175;-508;-155.0;-430.0;-407;?;?;-2567;-175
106;?;-143;-120.0;-518.0;-172;2589;854;-2589;-28
?;-97;364;?;-388.0;-11;?;709;-2171;-97
-109;63;300;110.0;-117.0;28;1479;557;-1479;63
-123;785;237;385.0;91.0;46;1316;479;-1316;785
?;1010;201;606.0;?;145;?;?;-1272;1010
-69;?;63;670.0;694.0;232;?;321;-1124;921
-86;1445;500;468.0;?;74;1400;558;-1400;1445
101;517;?;158.0;?;380;?;319;-784;517
1025;-250;817;?;779.0;?;-37;1332;37;-250
?;-1053;543;-143.0;900.0;722;?;1023;373;-1053
-1922;-2907;?;-303.0;958.0;1104;-1920;-2231;?;?
?;-1426;1426;-428.0;997.0;?;-3358;-592;3358;-1426
?;-727;15;?;1067.0;?;-3411;2418;3411;-727
1484;?;?;-538.0;1057.0;-1448;-1774;?;?;-1058
-640;323;?;-647.0;957.0;-615;-128;1042;?;?
?;75;-22;-720.0;802.0;?;-112;484;112;?
-255;23;-269;?;630.0;138;-103;?;103;23
?;254;194;?;513.0;104;-41;431;?;254
-198;?;-297;-499.0;366.0;141;-107;372;?;-5
-350;?;17;-405.0;219.0;115;43;421;-43;?
-274;-37;?;-347.0;186.0;122;?;409;-14;?
-290;?;-87;-283.0;139.0;120;23;412;-23;-25
-298;15;-72;-167.0;147.0;?;75;?;?;15
-277;?;-99;-73.0;113.0;117;42;399;?;34
?;36;?;155.0;-19.0;119;-18;397;18;36
-285;30;-76;428.0;-217.0;123;44;392;-44;30
-280;?;-79;623.0;-163.0;117;?;400;?;26
-256;19;-80;704.0;-169.0;?;-41;439;41;19
-290;95;-50;890.0;-594.0;?;?;?;31;95
-317;163;?;?;-1260.0;130;-191;377;191;?
-259;133;-87;1642.0;-1722.0;83;?;420;-178;133
-332;?;-81;1843.0;-2053.0;?;-570;360;570;195
-393;?;-110;1875.0;-2089.0;234;?;356;?;326
-357;109;?;1870.0;?;170;-3112;457;?;109
-382;-17;-250;?;-1945.0;186;-2944;438;2944;-17
-297;257;-167;1640.0;-1795.0;108;-3344;523;3344;257
?;-434;-380;1509.0;-1554.0;?;?;247;?;-434
-725;-1289;-640;1294.0;?;750;-345;-91;345;?
-548;-1252;-563;960.0;-736.0;?;-114;6;?;-1252
-574;-1277;-614;?;-216.0;661;-77;34;?;-1277
?;?;-706;282.0;273.0;478;1406;224;?;-1065
-186;-931;-569;-93.0;751.0;295;?;398;?;-931
-238;-1003;-510;-437.0;?;140;2267;?;-2267;-1003
-208;-659;-478;-758.0;1311.0;-116;2618;644;-2618;-659
-176;?;-281;-944.0;1707.0;-156;2793;?;?;?
?;-146;-134;-1054.0;2370.0;?;?;722;-2759;-146
?;287;-1;-962.0;2920.0;-347;2951;793;-2951;287
?;389;251;?;3040.0;-164;2682;?;-2682;389
332;252;214;-1016.0;2593.0;?;2594;777;-2594;252
577;-614;341;-970.0;1542.0;?;2043;?;-2043;-614
?;-1940;633;?;652.0;520;?;?;-1577;-1940
686;-1296;985;157.0;139.0;469;1324;1287;-1324;-1296
173;83;1458;432.0;?;?;-303;1457;303;83
210;-540;459;564.0;-580.0;186;?;746;135;?
-511;-537;-270;625.0;-846.0;-290;-1173;?;1173;-537
-642;?;?;651.0;-1071.0;386;-2367;?;?;790
466;544;-528;724.0;-1227.0;497;-50;-73;50;544
-39;-263;-60;856.0;-1388.0;81;63;452;?;-263
?;-202;71;876.0;?;42;-177;544;177;-202
-44;-27;?;?;-1591.0;91;318;?;-318;?
-214;-43;-36;?;-1643.0;92;?;442;94;-43
-109;-117;-130;1033.0;?;117;8;361;-8;-117
-136;?;-108;1125.0;?;90;-52;389;?;-154
-162;-130;-75;?;-1401.0;72;?;?;?;?
-136;-121;-92;?;-1290.0;?;-9;407;9;-121
-158;-104;?;?;-1108.0;73;-58;?;58;?
-144;?;-100;1161.0;?;81;-55;?;55;-29
-148;-67;-92;1091.0;?;78;-53;404;53;-67
-147;?;-80;1056.0;-313.0;77;-45;?;?;?
-147;-31;-80;985.0;-67.0;78;-40;409;?;-31
-130;-3;-85;799.0;216.0;83;?;?;-39;-3
-132;-9;-83;?;426.0;?;?;402;-55;-9
-136;10;-78;-5.0;560.0;79;19;402;-19;10
-112;?;-75;?;?;79;48;406;-48;-15
-113;-13;-75;?;?;79;?;406;-46;-13
-125;23;-66;-428.0;507.0;82;17;404;-17;?
-100;89;-58;?;?;?;12;400;-12;?
-71;113;?;?;495.0;74;14;398;-14;?
-49;78;-54;-474.0;547.0;72;11;?;?;78
?;21;-45;?;346.0;71;15;400;?;21
?;?;?;-48.0;?;70;?;400;-41;-48
-30;?;-47;211.0;?;71;?;404;-52;-48
-65;-34;-35;?;?;?;-13;406;13;?
-65;-23;-39;-11.0;?;74;7;395;-7;-23
-82;-26;?;-239.0;?;71;-46;401;46;-26
-46;?;?;?;510.0;63;-26;426;26;-32
-33;-87;-14;-564.0;181.0;?;-40;450;40;-87
?;-124;11;?;-180.0;6;-82;458;82;-124
?;6;18;-176.0;-290.0;105;318;451;-318;6
-242;-170;17;-72.0;-275.0;-41;?;458;282;-170
?;6;21;-103.0;-117.0;175;?;460;-585;6
1011;-744;226;-806.0;?;549;1622;659;-1622;-744
61;-3100;960;-1005.0;-475.0;173;-875;?;?;-3100
-276;?;1316;-676.0;?;57;-1576;1519;1576;-3631
91;-3039;325;?;-389.0;?;-1065;?;1065;-3039
129;-2750;?;138.0;-450.0;?;-1373;328;1373;-2750
?;?;-520;354.0;-361.0;121;-679;?;?;-2332
552;-2421;?;482.0;-325.0;347;238;?;-238;?
643;-2480;-301;547.0;?;394;1015;63;-1015;-2480
?;-2468;?;640.0;-211.0;402;?;81;-1026;-2468
666;-2423;-83;906.0;-86.0;?;1550;163;-1550;-2423
721;-2299;331;1253.0;-19.0;64;2335;456;-2335;-2299
?;-2099;528;1523.0;19.0;-65;2493;?;-2493;-2099
123;-1479;688;1589.0;?;?;2752;749;-2752;-1479
-100;-893;533;1536.0;307.0;-177;2717;?;-2717;?
-176;-494;360;1463.0;393.0;-168;2658;810;-2658;-494
?;505;30;1430.0;513.0;-105;2302;814;-2302;505
-311;639;-226;1531.0;?;-200;2004;?;-2004;?
-512;1789;-608;?;872.0;15;1956;914;-1956;1789
?;2530;-589;1400.0;?;771;889;?;-889;2530
-1082;2010;-298;1351.0;1202.0;917;177;1066;-177;2010
-1312;3579;?;?;1307.0;498;?;1473;-514;3579
-708;-1616;390;1483.0;?;1365;?;493;805;?
-208;-4834;?;1508.0;1304.0;496;-2671;?;2671;-4834
-149;-1050;-3412;1547.0;1369.0;-1329;-2690;1411;2690;?
298;-1886;-1287;?;1512.0;-477;-1711;605;1711;-1886
151;-649;-74;1391.0;1617.0;-94;-444;498;444;-649
40;638;-245;1257.0;1663.0;-157;-18;605;18;638
208;-252;123;1201.0;1749.0;176;-46;287;46;?
100;357;-52;1112.0;1715.0;27;?;455;?;?
137;49;56;1119.0;?;113;?;380;63;49
163;?;-10;1211.0;1888.0;94;4;371;-4;120
?;242;-12;1283.0;2008.0;54;-16;405;16;242
?;?;51;1395.0;2050.0;85;-19;?;19;113
130;117;16;1567.0;2133.0;?;11;403;-11;117
?;-19;36;1668.0;?;77;-60;402;60;-19
123;?;26;1759.0;1949.0;78;-32;407;32;-48
128;-13;36;1801.0;2009.0;87;-48;397;48;-13
123;?;33;?;?;74;-88;408;?;-11
121;41;14;1430.0;?;95;?;?;84;41
?;73;44;1187.0;2380.0;63;-189;391;189;?
162;?;?;1345.0;2188.0;56;-537;?;537;9
196;?;10;1358.0;?;116;?;355;718;-36
302;-114;52;?;1620.0;119;-1175;286;?;-114
279;-457;127;?;?;?;-2749;310;2749;-457
192;-1136;180;?;?;244;-4250;460;4250;?
180;-1851;?;781.0;808.0;132;-5126;600;5126;-1851
176;-1451;192;?;628.0;217;?;532;4650;-1451
179;-1666;184;?;549.0;168;?;567;4920;-1666
177;-1862;171;?;506.0;?;?;596;5200;?
?;840;?;232.0;487.0;704;-956;224;?;?
543;1840;?;356.0;554.0;646;?;283;-1580;1840
?;?;122;?;?;49;1033;623;-1033;1767
238;?;-476;-290.0;135.0;-1;1679;496;-1679;3458
203;3121;-429;-455.0;?;-21;?;?;-1518;3121
-490;2118;-604;?;-394.0;4;1161;837;-1161;?
?;2217;-685;-872.0;-587.0;108;1061;?;-1061;2217
-482;1840;-649;-849.0;-713.0;36;1017;783;-1017;?
-632;2427;-657;-986.0;-952.0;142;978;?;-978;2427
-516;1638;-665;-1369.0;-1037.0;24;1086;?;?;1638
-294;-727;-477;-1583.0;-871.0;-121;1360;768;-1360;-727
-271;-516;99;-1438.0;-617.0;?;1039;752;-1039;-516
-148;-447;-395;-1230.0;-245.0;-225;969;673;?;-447
87;33;-1608;?;-157.0;-271;686;161;-686;33
142;705;-1109;-778.0;-409.0;172;221;6;?;705
76;?;-53;-676.0;?;125;347;364;-347;-181
?;-85;-122;-561.0;-549.0;?;323;332;?;-85
?;-12;-168;-435.0;-303.0;168;285;299;-285;-12
27;?;-112;-342.0;-82.0;?;?;?;?;-38
7;155;-140;?;?;75;147;382;-147;155
34;?;-37;-165.0;102.0;63;-79;?;79;61
?;90;-71;-59.0;137.0;67;-23;392;?;90
30;-13;-60;63.0;147.0;66;15;?;-15;?
25;-67;-52;146.0;94.0;69;?;398;8;?
16;?;-66;261.0;27.0;72;9;399;-9;-12
16;0;-56;322.0;?;71;11;403;?;0
17;-3;-58;452.0;227.0;72;18;401;-18;?
29;-1;-43;520.0;452.0;?;35;?;-35;-1
?;-1;-44;540.0;505.0;?;35;396;-35;-1
19;-12;-53;540.0;462.0;79;15;397;-15;-12
20;-7;-46;?;411.0;74;-23;400;23;-7
23;0;-41;540.0;425.0;67;-40;?;40;0
22;-2;-43;500.0;489.0;69;?;402;?;-2
22;-1;-42;?;511.0;?;-36;403;36;?
22;?;-42;371.0;?;?;-36;403;?;-1
23;-3;-42;238.0;?;?;?;402;?;-3
17;4;-41;213.0;418.0;70;-15;405;15;4
?;10;-39;175.0;381.0;72;12;?;-12;10
?;6;-41;?;397.0;72;-2;?;2;6
14;-2;-47;119.0;407.0;72;-16;404;?;-2
?;?;-47;128.0;330.0;72;-16;404;16;-2
14;-1;-47;150.0;325.0;72;-16;404;16;-1
14;-2;?;138.0;306.0;72;-16;404;16;-2
14;-1;-47;153.0;334.0;72;-16;404;?;-1
15;-2;-47;156.0;330.0;72;-16;404;16;-2
14;-2;-47;?;?;72;?;404;16;-2
?;-1;?;207.0;255.0;72;?;405;?;-1
16;-5;-49;275.0;220.0;72;-18;?;18;-5
7;17;-39;291.0;250.0;73;-10;412;?;17
-5;48;-25;?;291.0;?;-9;419;9;48
-5;35;-20;?;390.0;71;-17;413;17;35
-6;39;-21;342.0;412.0;71;-16;415;16;39
-7;47;?;?;444.0;72;-17;?;17;47
1;?;?;190.0;371.0;67;-5;412;?;-6
1;17;?;105.0;317.0;69;?;413;-17;17
-4;71;-1;80.0;?;?;25;414;-25;71
-3;56;-1;41.0;189.0;73;23;414;?;56
-3;?;-1;-5.0;?;?;24;415;-24;?
-3;62;?;17.0;-49.0;?;24;414;-24;62
-3;57;-1;25.0;-168.0;?;25;414;-25;?
?;63;-1;19.0;?;73;23;415;-23;63
?;60;-2;8.0;-110.0;73;24;414;?;60
-3;59;0;-151.0;-63.0;73;24;415;-24;59
-3;60;-1;-120.0;-123.0;73;24;?;-24;60
-1;36;-8;-75.0;-199.0;75;?;411;65;36
1;-1;-5;?;?;76;-136;415;136;-1
?;55;-13;?;-267.0;75;?;408;40;55
?;-28;3;-56.0;-292.0;?;-226;421;226;-28
13;-96;14;-125.0;?;?;-756;446;?;-96
19;-226;8;?;-299.0;81;?;460;?;-226
8;-422;26;-205.0;-277.0;69;?;501;?;-422
9;-321;11;-132.0;-262.0;67;-1211;520;1211;-321
86;-1324;209;-92.0;-308.0;115;?;509;561;?
157;-2675;209;?;-254.0;?;-214;541;214;-2675
142;-2333;?;-181.0;-231.0;110;-76;524;76;-2333
141;-2025;?;-168.0;-194.0;188;1591;488;-1591;-2025
?;-2005;6;-232.0;-180.0;131;2403;507;-2403;-2005
-62;?;89;-253.0;-111.0;341;1878;397;-1878;-1312
81;-1673;-525;-226.0;-146.0;332;1975;379;-1975;?
?;-1427;-643;-223.0;-166.0;267;1511;726;-1511;-1427
-716;245;?;-224.0;-211.0;364;504;859;?;245
?;?;483;-204.0;-148.0;?;443;532;-443;338
138;37;41;-186.0;-103.0;26;?;?;-494;37
35;166;?;-183.0;-61.0;?;417;390;?;166
132;31;26;-128.0;-17.0;73;431;327;-431;31
72;?;55;?;27.0;123;210;325;-210;70
9;78;43;56.0;?;63;72;408;-72;78
?;75;60;165.0;133.0;64;46;412;-46;75
-4;95;73;209.0;104.0;82;?;402;-55;95
?;72;44;214.0;?;63;63;410;?;72
-1;?;50;205.0;?;75;53;402;-53;33
?;18;57;255.0;248.0;75;82;398;?;18
?;17;49;278.0;?;70;104;?;-104;17
-4;9;?;317.0;278.0;68;?;402;-81;?
-3;-6;54;405.0;248.0;67;?;399;-58;-6
0;-17;52;462.0;221.0;66;46;394;-46;?
-1;-5;53;539.0;300.0;?;26;?;?;-5
3;9;40;583.0;399.0;68;26;390;-26;9
-2;?;?;?;?;69;34;392;?;?
-4;-5;37;723.0;544.0;67;?;393;-34;-5
?;?;29;726.0;586.0;71;32;388;-32;10
-7;-7;38;766.0;696.0;70;1;391;-1;-7
-7;-22;?;772.0;710.0;65;-11;393;11;?
?;2;22;782.0;?;70;45;?;?;2
2;-12;16;694.0;?;?;65;382;-65;-12
-5;-58;11;?;708.0;68;7;?;?;?
?;-47;5;683.0;?;71;-7;381;7;-47
3;-21;18;641.0;797.0;72;?;373;?;-21
3;-25;?;534.0;794.0;?;14;381;-14;-25
5;-46;7;409.0;742.0;?;?;377;44;-46
-10;-63;?;?;675.0;69;?;378;20;-63
-13;-49;4;379.0;621.0;65;18;391;-18;?
?;-55;15;415.0;634.0;72;-84;?;84;-55
?;-9;16;473.0;636.0;99;-1;353;1;-9
-7;-134;38;?;699.0;74;-74;?;74;-134
28;-161;21;500.0;?;?;-42;346;42;?
26;-211;-7;479.0;901.0;71;?;360;28;-211
50;-685;145;392.0;894.0;17;-1199;324;1199;-685
162;-1277;163;346.0;985.0;-37;-2623;327;2623;?
-72;?;276;294.0;956.0;?;-3353;686;3353;-2683
-162;-3136;395;?;933.0;-435;-2135;?;2135;?
494;-1695;330;?;934.0;139;249;144;-249;?
?;-1362;253;?;905.0;448;1097;-95;-1097;-1362
209;-1212;132;-298.0;929.0;188;1794;329;?;-1212
169;-113;236;-272.0;?;721;2515;-23;-2515;-113
-1364;-49;-309;?;?;-299;1697;1828;-1697;-49
-1729;781;-598;-354.0;932.0;?;1324;2758;-1324;781
?;1501;?;-518.0;1031.0;94;1275;392;-1275;?
-264;-123;562;-644.0;1136.0;400;350;188;-350;?
-326;-344;271;?;1168.0;74;450;563;?;?
?;106;123;-676.0;1150.0;161;?;292;-519;106
-7;-237;50;-586.0;?;44;-24;480;24;-237
?;-37;91;?;1083.0;?;-74;392;74;-37
-2;?;65;-222.0;923.0;69;-268;462;268;-97
-3;?;60;-476.0;915.0;?;?;472;?;-176
7;-195;68;?;846.0;80;-330;464;330;-195
-26;?;?;-432.0;733.0;80;-335;510;335;-364
6;-517;54;-412.0;486.0;76;-257;499;257;-517
?;-483;?;-429.0;349.0;75;-216;514;216;-483
-12;-332;54;-315.0;164.0;77;?;530;229;?
-2;-303;60;-222.0;39.0;?;-244;522;244;?
-9;?;53;-228.0;-44.0;?;?;533;194;-163
?;-37;?;-219.0;-110.0;80;?;549;173;-37
-13;-90;?;-182.0;-84.0;85;?;541;155;-90
3;-122;50;-288.0;-122.0;100;?;533;123;-122
-3;?;58;-370.0;-201.0;93;-116;538;116;-113
-5;-82;46;-280.0;-223.0;87;-83;?;83;?
-13;-42;58;-218.0;-194.0;94;-69;544;69;-42
-12;-57;64;-186.0;-253.0;86;?;545;53;-57
-14;-70;58;?;-162.0;?;-31;553;31;?
?;-35;60;?;-341.0;85;-36;?;36;?
4;-11;46;66.0;?;80;-27;?;27;-11
-12;?;50;247.0;-351.0;83;-32;?;32;?
?;-58;45;91.0;-251.0;89;-32;550;?;?
6;0;41;-134.0;-139.0;81;13;550;-13;0
-13;23;58;-188.0;-120.0;80;53;?;-53;23
-25;-13;54;?;-98.0;81;?;559;-53;?
-25;-11;55;-37.0;-123.0;81;54;559;-54;?
-11;-33;60;-22.0;?;84;51;542;-51;-33
-2;?;47;-23.0;26.0;76;28;543;?;5
1;34;?;41.0;-29.0;81;?;540;-28;34
3;15;?;45.0;?;90;14;531;-14;15
?;7;37;108.0;48.0;79;?;?;28;7
-10;?;?;?;60.0;80;-27;?;27;6
9;77;17;49.0;176.0;86;-62;532;62;77
?;?;10;156.0;176.0;80;?;?;?;?
-8;91;18;295.0;139.0;84;-160;539;160;91
5;?;12;?;?;?;-206;538;?;92
-45;?;6;168.0;-229.0;78;-273;577;273;-149
?;-334;29;82.0;39.0;56;-211;597;211;-334
15;-504;64;87.0;103.0;18;-196;553;196;-504
-163;-1463;?;?;?;116;-7;613;7;-1463
-323;?;102;112.0;-19.0;133;?;?;-240;-1790
-186;-1330;153;139.0;?;?;498;632;-498;-1330
-49;-1097;130;?;?;48;812;571;-812;?
87;?;162;132.0;?;105;810;464;?;-482
?;?;?;68.0;-109.0;136;689;410;?;-56
?;103;182;?;5.0;33;625;523;?;103
?;?;142;?;?;67;670;544;-670;144
3;-349;119;-204.0;60.0;116;780;541;-780;-349
7;-808;67;-142.0;152.0;60;966;612;-966;-808
?;-916;-76;-126.0;189.0;?;1195;651;-1195;?
1;-959;-203;-96.0;?;?;1032;765;-1032;-959
-166;?;?;-136.0;178.0;213;924;803;-924;-1030
-8;?;-346;-178.0;268.0;82;1101;900;?;-1138
?;-1239;-386;-158.0;?;376;890;696;?;-1239
-337;-1958;-186;-164.0;846.0;645;266;332;-266;-1958
-100;?;474;-247.0;?;-329;572;601;-572;-2427
?;?;372;-361.0;1371.0;-373;1922;?;-1922;-1049
-330;-99;102;-299.0;1601.0;190;1870;?;-1870;-99
206;-114;?;-211.0;1677.0;132;706;367;-706;-114
46;188;185;?;1696.0;231;415;?;-415;188
73;?;195;?;1475.0;208;409;306;-409;151
-82;148;125;-256.0;1237.0;98;205;393;-205;148
?;77;?;-399.0;1017.0;?;8;?;-8;?
-75;-55;?;?;?;81;-32;409;32;?
-135;?;?;-709.0;561.0;86;?;?;-33;14
-120;21;109;-812.0;?;95;45;396;?;21
-123;?;112;?;-75.0;101;63;388;?;68
-134;56;102;-554.0;-347.0;?;?;399;?;56
-128;?;101;?;-524.0;?;23;398;-23;-5
?;?;96;-157.0;-656.0;82;11;405;-11;-57
-116;-48;88;52.0;-854.0;77;?;?;?;?
-118;-25;94;?;-976.0;94;53;398;-53;-25
-124;-60;102;171.0;-1070.0;96;27;387;-27;-60
?;?;103;67.0;?;94;?;?;?;?
-124;-81;97;15.0;-1115.0;93;37;390;-37;?
-97;?;?;46.0;-1097.0;68;?;403;-32;?
?;?;?;?;-1000.0;82;50;394;-50;-169
-73;-254;97;192.0;-720.0;73;-38;390;38;-254
?;-304;78;?;?;76;?;?;?;?
-157;-469;90;469.0;?;122;1;365;-1;-469
-1;-739;106;583.0;486.0;21;72;394;-72;-739
-279;-917;18;529.0;680.0;?;134;424;-134;-917
166;?;?;306.0;879.0;-161;?;508;-213;?
-270;-1875;-86;267.0;831.0;41;?;513;-134;-1875
?;-3554;?;?;354.0;?;1431;?;-1431;?
-348;?;-1537;903.0;-171.0;-27;3558;1826;-3558;-8853
603;-6480;-272;938.0;-495.0;-265;2952;?;-2952;-6480
-478;-1273;647;1059.0;-547.0;-3;1306;?;-1306;-1273
?;-819;448;1106.0;?;-50;886;264;-886;-819
-854;197;318;1060.0;?;434;388;-37;-388;197
-892;?;?;917.0;-706.0;309;?;175;-515;576
-683;726;?;866.0;-828.0;166;1340;427;-1340;726
-721;1207;-408;802.0;-898.0;282;1761;339;-1761;1207
?;953;-444;739.0;?;188;1901;486;-1901;953
-710;1130;-444;652.0;-713.0;251;1824;363;-1824;?
-624;1050;?;?;-583.0;219;?;?;-1876;1050
-22;562;-10;378.0;-485.0;-283;2909;849;-2909;562
-11;576;612;233.0;-445.0;-639;3318;848;-3318;576
659;1245;839;249.0;?;-19;2219;1123;-2219;1245
823;2256;804;502.0;-95.0;322;2839;1004;?;2256
1093;1418;790;822.0;?;364;1797;1271;?;?
1361;-2067;366;981.0;517.0;?;?;?;1312;-2067
?;-3657;98;?;?;404;-985;-524;985;?
-1134;-2186;815;623.0;799.0;-342;-1851;-318;1851;-2186
-421;-1444;1186;366.0;952.0;?;-3464;361;3464;-1444
-733;?;?;157.0;?;-493;-2166;202;2166;-1663
?;-1355;?;?;1230.0;?;?;817;?;-1355
-385;-1401;1155;-291.0;?;-581;-1251;748;1251;?
-437;?;1175;-524.0;1470.0;-596;?;697;?;-1474
-351;?;1090;-710.0;1517.0;?;-1183;763;1183;-1289
-427;-1619;1302;-881.0;1499.0;-665;-1408;748;1408;-1619
?;-998;?;-964.0;1422.0;-395;-936;655;?;-998
-339;186;-205;-982.0;1223.0;175;11;350;-11;186
-278;134;-165;-899.0;1010.0;154;?;?;39;134
-268;?;-97;?;763.0;118;-106;?;106;59
?;?;?;-470.0;561.0;160;40;398;-40;157
?;32;?;-246.0;297.0;109;14;422;?;?
?;70;?;-19.0;86.0;147;6;396;-6;70
-294;43;-132;200.0;-141.0;130;4;407;-4;?
-295;28;-142;?;?;134;-30;405;30;28
