PT08.S3(NOx);PT08.S1(CO);PT08.S5(O3);CO(GT);NOx(GT);NO2(GT);NMHC(GT);PT08.S2(NMHC);PT08.S4(NO2);RH;C6H6(GT);T;AH
?;835.0;694.0;?;47.0;?;-200.0;?;1382.0;37.6;4.5;?;0.9355
1005.0;844.0;848.0;1.1;-200.0;-200.0;?;759.0;1409.0;42.3;4.9;19.5;0.9461
1129.0;?;689.0;-200.0;37.0;?;-200.0;622.0;?;39.4;2.5;21.2;0.9802
1171.0;769.0;610.0;0.4;41.0;58.0;-200.0;606.0;?;42.4;2.3;19.5;0.9515
960.0;891.0;816.0;?;?;70.0;-200.0;790.0;?;45.8;5.5;?;0.9723
779.0;1037.0;1158.0;1.8;168.0;104.0;?;993.0;1680.0;44.1;10.4;19.7;?
728.0;1090.0;1228.0;2.2;?;109.0;-200.0;1065.0;1773.0;39.4;12.4;21.9;1.0243
?;1117.0;1323.0;2.4;184.0;129.0;-200.0;1118.0;1791.0;34.3;?;24.5;1.0407
761.0;1109.0;1274.0;2.3;187.0;144.0;-200.0;1074.0;1734.0;25.6;12.7;30.0;1.0674
912.0;961.0;846.0;1.6;118.0;?;-200.0;939.0;1508.0;18.9;?;34.5;1.0168
918.0;985.0;737.0;1.4;89.0;?;-200.0;?;1540.0;17.5;?;?;1.0411
?;960.0;675.0;1.4;?;86.0;-200.0;909.0;1523.0;16.0;8.2;37.7;?
1013.0;927.0;559.0;1.0;51.0;69.0;?;806.0;1446.0;15.8;5.9;38.3;1.0465
?;958.0;604.0;1.0;?;?;?;795.0;1481.0;17.5;5.6;38.4;1.1609
935.0;1019.0;729.0;?;70.0;73.0;-200.0;842.0;1565.0;20.5;6.7;37.2;?
955.0;1010.0;741.0;?;80.0;?;?;816.0;1567.0;26.4;6.1;34.0;1.3781
917.0;?;747.0;?;90.0;78.0;-200.0;844.0;1599.0;30.4;?;32.3;1.445
827.0;1100.0;932.0;1.9;111.0;?;?;946.0;?;33.9;9.2;30.5;1.4564
861.0;1079.0;928.0;1.8;107.0;99.0;-200.0;909.0;1686.0;37.8;8.2;29.2;1.5098
?;?;860.0;?;73.0;?;-200.0;859.0;1645.0;39.1;7.0;28.4;1.4881
827.0;1085.0;?;1.7;75.0;88.0;-200.0;959.0;1747.0;40.6;9.5;27.7;1.4828
683.0;1214.0;1309.0;2.7;?;117.0;-200.0;1151.0;1938.0;?;15.1;27.2;1.5069
?;1127.0;?;2.1;?;97.0;-200.0;1041.0;1830.0;44.8;11.7;26.5;1.528
776.0;?;1181.0;1.4;?;75.0;-200.0;950.0;1750.0;47.6;?;25.5;1.5318
873.0;948.0;937.0;1.0;40.0;53.0;-200.0;829.0;1638.0;47.8;?;25.2;1.5076
?;953.0;995.0;1.0;-200.0;-200.0;-200.0;844.0;1685.0;53.7;6.7;23.2;1.5046
975.0;869.0;789.0;0.8;34.0;45.0;-200.0;723.0;?;52.3;?;23.2;1.4668
1127.0;809.0;?;0.5;27.0;42.0;-200.0;628.0;1490.0;50.3;2.6;?;?
?;833.0;?;0.6;30.0;?;?;641.0;1496.0;51.2;2.8;?;?
1083.0;857.0;696.0;?;40.0;50.0;-200.0;661.0;?;50.8;?;23.5;1.452
913.0;966.0;807.0;?;56.0;60.0;-200.0;?;?;47.6;6.2;24.7;?
823.0;1063.0;1025.0;1.6;104.0;100.0;-200.0;?;?;?;?;?;1.4611
?;1110.0;1090.0;1.9;121.0;111.0;-200.0;996.0;1771.0;32.4;?;31.0;1.4294
844.0;?;932.0;1.7;100.0;110.0;-200.0;941.0;1648.0;24.8;9.0;35.2;1.3854
?;939.0;?;1.1;?;74.0;-200.0;828.0;?;18.5;6.3;?;1.1977
1195.0;816.0;467.0;0.8;42.0;56.0;-200.0;?;1285.0;?;3.5;39.0;?
1175.0;841.0;476.0;0.7;38.0;50.0;?;712.0;1339.0;12.8;?;41.3;0.9933
1163.0;?;490.0;0.7;40.0;54.0;-200.0;722.0;1294.0;11.9;4.2;41.8;0.9476
967.0;?;669.0;1.2;?;90.0;-200.0;852.0;1488.0;14.2;6.9;42.2;?
916.0;?;800.0;1.6;95.0;109.0;-200.0;894.0;1537.0;15.5;7.9;41.4;1.2089
879.0;1089.0;?;?;90.0;110.0;-200.0;?;1609.0;21.4;7.9;38.9;?
?;1102.0;849.0;1.7;?;103.0;-200.0;990.0;1685.0;26.0;10.3;34.3;?
799.0;1095.0;934.0;2.0;111.0;120.0;-200.0;996.0;?;27.7;10.5;32.7;1.3439
761.0;1116.0;1081.0;2.3;?;134.0;-200.0;1075.0;1784.0;?;?;30.5;1.3031
777.0;1105.0;1102.0;2.4;146.0;137.0;-200.0;1046.0;?;33.6;11.9;?;?
830.0;1018.0;914.0;1.7;100.0;99.0;-200.0;950.0;1636.0;36.6;?;28.2;1.3781
857.0;991.0;926.0;?;?;?;-200.0;896.0;1616.0;?;7.9;27.2;1.3821
952.0;923.0;786.0;1.0;47.0;63.0;-200.0;?;?;?;5.0;26.7;1.3754
1049.0;874.0;?;0.6;26.0;41.0;-200.0;679.0;?;?;3.4;26.0;?
1068.0;846.0;633.0;0.5;?;-200.0;-200.0;662.0;1464.0;50.1;3.2;22.8;1.3677
1079.0;838.0;634.0;0.4;24.0;39.0;-200.0;?;1438.0;46.6;?;24.0;1.37
1075.0;827.0;722.0;0.5;55.0;?;-200.0;656.0;1447.0;46.4;?;24.0;1.3689
?;901.0;717.0;?;47.0;54.0;-200.0;763.0;1552.0;47.1;?;23.7;?
603.0;1291.0;1445.0;3.2;209.0;?;-200.0;?;2172.0;47.3;20.7;?;1.3634
?;?;1786.0;?;348.0;159.0;?;1606.0;2568.0;43.1;?;25.5;?
565.0;1363.0;1791.0;4.6;?;182.0;?;?;?;36.8;24.2;28.5;1.4128
?;1218.0;?;3.3;280.0;183.0;-200.0;1198.0;1907.0;28.0;16.6;32.6;1.3566
?;1132.0;1092.0;2.1;169.0;144.0;?;1091.0;1795.0;23.4;13.2;36.3;1.3902
770.0;1103.0;940.0;1.9;126.0;118.0;-200.0;1060.0;1748.0;21.5;12.3;37.5;1.3673
770.0;1081.0;883.0;1.9;108.0;106.0;-200.0;?;?;19.0;12.1;39.6;1.3447
793.0;1079.0;850.0;1.6;93.0;97.0;-200.0;?;1739.0;19.3;11.1;?;1.4013
741.0;1167.0;928.0;?;112.0;129.0;-200.0;?;1820.0;20.0;13.1;40.4;1.4854
772.0;1148.0;?;1.8;110.0;130.0;-200.0;1037.0;1720.0;20.1;11.6;?;1.4495
670.0;1221.0;?;2.9;188.0;163.0;-200.0;1230.0;1905.0;19.6;17.7;39.1;1.3542
640.0;1255.0;1232.0;3.4;?;160.0;-200.0;1283.0;?;21.9;?;37.0;1.3503
?;1245.0;1288.0;3.1;167.0;140.0;-200.0;1287.0;?;?;?;33.9;?
687.0;1162.0;?;2.5;?;?;-200.0;1151.0;?;?;15.1;31.9;?
754.0;1079.0;1014.0;1.8;89.0;92.0;-200.0;1020.0;1760.0;33.9;11.1;29.7;?
744.0;1091.0;1088.0;1.8;103.0;99.0;-200.0;?;1786.0;?;11.7;28.6;1.416
745.0;1085.0;?;?;100.0;?;-200.0;1039.0;1790.0;38.7;?;?;1.4187
780.0;1050.0;1090.0;1.5;?;80.0;-200.0;?;?;40.0;9.7;27.8;1.4691
?;941.0;?;0.8;52.0;65.0;-200.0;814.0;1592.0;41.3;6.0;27.5;1.4962
980.0;891.0;?;?;27.0;46.0;-200.0;705.0;1534.0;41.6;?;27.3;1.4906
?;842.0;?;0.3;-200.0;-200.0;-200.0;624.0;1480.0;44.2;2.6;?;1.4657
1048.0;?;?;-200.0;35.0;57.0;-200.0;639.0;?;48.0;2.8;24.8;1.4857
1055.0;863.0;816.0;?;42.0;54.0;?;?;1504.0;?;3.0;25.9;1.4889
928.0;?;934.0;0.7;57.0;62.0;-200.0;784.0;1634.0;47.6;5.4;25.3;1.5108
552.0;1384.0;?;3.4;228.0;102.0;-200.0;?;2316.0;?;23.5;24.7;?
?;1502.0;1858.0;5.7;350.0;?;-200.0;1631.0;2622.0;?;33.5;27.1;?
642.0;?;1410.0;3.2;?;121.0;-200.0;?;?;?;15.5;28.3;1.5053
663.0;?;1334.0;2.7;?;132.0;?;1157.0;1968.0;32.3;15.3;32.4;1.5484
706.0;1181.0;1140.0;2.1;159.0;122.0;?;1078.0;?;27.8;12.8;35.4;?
682.0;1251.0;1111.0;2.8;184.0;148.0;-200.0;?;1955.0;27.4;15.2;35.5;1.5635
?;1214.0;?;2.5;136.0;133.0;-200.0;?;?;24.4;15.7;37.8;?
?;?;924.0;?;124.0;130.0;?;1062.0;1825.0;25.5;12.3;37.2;1.5914
683.0;1226.0;1041.0;2.5;133.0;141.0;-200.0;1157.0;?;25.6;?;37.2;1.6014
636.0;1265.0;?;2.7;?;172.0;-200.0;?;2040.0;25.0;17.6;38.0;1.6312
?;1317.0;1362.0;3.7;200.0;198.0;-200.0;1338.0;2132.0;?;?;37.1;1.6635
568.0;1372.0;1441.0;?;202.0;181.0;-200.0;1382.0;2268.0;27.8;23.2;36.9;1.7099
543.0;?;?;4.6;286.0;?;-200.0;1443.0;2332.0;31.9;25.6;?;1.7325
664.0;1200.0;?;2.6;141.0;?;-200.0;1126.0;?;?;14.3;31.9;1.7897
655.0;1216.0;?;?;117.0;115.0;-200.0;1130.0;1994.0;?;14.4;?;?
687.0;1160.0;1192.0;2.3;?;?;-200.0;1070.0;1929.0;45.8;?;?;?
667.0;1194.0;1194.0;2.2;100.0;97.0;-200.0;?;1985.0;48.1;13.7;?;1.8144
658.0;1199.0;1252.0;2.5;112.0;100.0;-200.0;1087.0;1954.0;?;13.1;27.3;1.8287
844.0;?;777.0;0.9;35.0;?;-200.0;818.0;1681.0;?;?;26.8;1.8141
850.0;961.0;?;0.8;33.0;44.0;-200.0;801.0;1683.0;54.9;?;?;1.8141
952.0;901.0;800.0;0.7;-200.0;-200.0;-200.0;697.0;1586.0;51.9;3.7;26.8;1.8058
1052.0;864.0;728.0;0.5;28.0;?;-200.0;629.0;1558.0;51.8;2.6;26.9;?
892.0;952.0;?;0.7;?;57.0;-200.0;742.0;?;59.1;4.6;24.6;1.8013
797.0;?;1060.0;0.9;?;?;-200.0;875.0;1738.0;53.1;7.4;?;1.7987
643.0;1225.0;1338.0;2.2;178.0;106.0;-200.0;1155.0;1992.0;46.4;15.2;27.3;1.6542
628.0;?;1622.0;2.8;223.0;136.0;?;1202.0;2039.0;40.4;?;28.4;?
?;1265.0;1812.0;2.9;?;157.0;-200.0;1209.0;2015.0;37.1;17.0;30.8;1.6169
?;1276.0;?;2.9;?;171.0;-200.0;1241.0;?;30.7;18.0;?;1.6252
675.0;1232.0;1509.0;3.0;278.0;?;?;?;1920.0;26.5;16.1;37.0;1.6352
698.0;1193.0;1139.0;?;152.0;?;-200.0;1097.0;1832.0;27.8;13.4;36.6;?
700.0;1162.0;1044.0;2.3;118.0;139.0;?;?;1857.0;26.9;?;36.9;1.6477
723.0;1126.0;1015.0;2.1;141.0;152.0;-200.0;1097.0;1810.0;22.2;13.4;39.3;?
801.0;1089.0;825.0;?;131.0;143.0;-200.0;?;1675.0;22.4;10.4;38.5;1.5018
747.0;1134.0;?;2.3;?;?;?;1073.0;?;20.4;?;39.7;1.4594
568.0;1388.0;1913.0;?;287.0;226.0;-200.0;1418.0;2250.0;24.2;24.5;38.8;?
?;1506.0;2043.0;4.9;267.0;207.0;-200.0;1499.0;2485.0;38.0;27.8;?;?
563.0;?;1661.0;4.9;280.0;197.0;-200.0;?;2205.0;?;23.3;34.0;1.7251
641.0;1217.0;1404.0;?;224.0;158.0;-200.0;1227.0;2040.0;33.7;17.6;31.9;1.5663
688.0;1149.0;1233.0;2.5;137.0;124.0;-200.0;1132.0;1936.0;?;14.5;30.2;1.587
688.0;1156.0;1181.0;?;118.0;110.0;?;1129.0;1941.0;41.0;14.4;28.9;1.6096
?;1180.0;1272.0;2.6;128.0;112.0;-200.0;1122.0;1921.0;45.2;14.2;27.8;?
696.0;1109.0;1190.0;2.3;111.0;?;-200.0;1080.0;1874.0;47.4;?;27.1;?
763.0;1032.0;982.0;1.5;66.0;77.0;-200.0;?;1800.0;49.4;9.9;26.2;1.6555
918.0;893.0;?;0.9;36.0;50.0;?;?;1607.0;?;5.1;?;1.7196
1079.0;848.0;654.0;?;-200.0;-200.0;-200.0;642.0;1536.0;?;2.8;26.3;1.7058
1038.0;850.0;727.0;0.6;31.0;?;?;664.0;?;54.6;3.2;24.9;1.6908
879.0;?;1001.0;0.8;?;?;-200.0;782.0;1685.0;58.6;5.4;23.4;1.6651
858.0;?;?;?;?;60.0;-200.0;828.0;1711.0;55.2;6.4;24.4;1.6604
625.0;1225.0;1322.0;2.4;154.0;85.0;-200.0;1214.0;2090.0;?;17.1;25.1;?
538.0;1380.0;1617.0;?;239.0;?;-200.0;1359.0;2337.0;?;22.3;26.6;?
628.0;1276.0;1430.0;2.9;246.0;134.0;-200.0;1138.0;2021.0;47.1;14.6;28.2;1.7752
667.0;1246.0;1357.0;2.7;261.0;149.0;-200.0;?;1942.0;39.4;13.3;31.6;1.7969
767.0;1141.0;994.0;2.0;179.0;125.0;-200.0;996.0;1805.0;31.8;10.5;?;?
680.0;1199.0;1054.0;2.4;159.0;132.0;-200.0;1124.0;1940.0;27.1;?;36.6;1.6352
?;1156.0;945.0;2.0;111.0;?;-200.0;1056.0;1842.0;?;?;37.6;?
751.0;1158.0;808.0;?;101.0;?;-200.0;?;1803.0;26.3;?;38.1;1.7213
723.0;1163.0;888.0;1.9;118.0;121.0;-200.0;1039.0;1814.0;26.9;11.7;37.8;?
?;?;787.0;1.8;120.0;127.0;-200.0;1009.0;1730.0;22.7;10.9;37.8;?
651.0;1244.0;1077.0;?;177.0;?;-200.0;?;1949.0;?;17.3;?;1.5134
637.0;1236.0;1106.0;3.3;?;169.0;-200.0;1239.0;1986.0;28.5;?;34.5;?
580.0;1364.0;1356.0;?;235.0;179.0;-200.0;1376.0;2168.0;?;22.9;32.5;1.4875
675.0;1193.0;?;3.4;195.0;?;-200.0;1196.0;1888.0;?;16.5;30.9;?
?;?;?;1.9;?;111.0;?;985.0;1697.0;?;10.2;?;1.3457
?;1140.0;1059.0;?;107.0;112.0;-200.0;1035.0;1779.0;39.3;11.6;27.7;1.4372
648.0;1239.0;?;2.5;?;120.0;-200.0;1127.0;1930.0;?;?;26.8;1.5645
669.0;1171.0;?;?;117.0;?;-200.0;1093.0;1862.0;45.3;13.3;?;1.5115
736.0;1065.0;1103.0;1.7;83.0;90.0;-200.0;977.0;1733.0;46.1;10.0;25.9;1.5174
791.0;?;1072.0;1.5;77.0;87.0;-200.0;882.0;1662.0;47.6;7.6;25.3;1.513
1010.0;?;713.0;0.8;-200.0;-200.0;?;679.0;1501.0;43.0;3.4;26.6;1.4773
1043.0;874.0;737.0;-200.0;37.0;54.0;-200.0;668.0;1513.0;47.2;3.3;?;1.5025
1046.0;887.0;740.0;0.5;50.0;61.0;-200.0;647.0;1500.0;?;2.9;25.1;1.5115
888.0;993.0;770.0;0.8;60.0;63.0;-200.0;795.0;1629.0;50.6;5.6;24.8;1.5654
?;1299.0;1327.0;2.6;?;102.0;-200.0;1225.0;?;?;?;25.7;1.615
476.0;1529.0;1763.0;4.9;300.0;?;-200.0;?;?;?;29.0;27.4;1.6396
595.0;?;1477.0;?;263.0;147.0;-200.0;1210.0;?;?;17.0;29.3;1.6082
650.0;1226.0;1311.0;2.8;?;158.0;-200.0;1168.0;1952.0;28.7;15.6;33.6;1.4693
777.0;1105.0;980.0;1.8;164.0;112.0;?;980.0;1745.0;?;10.1;?;1.4991
?;?;961.0;1.8;122.0;108.0;-200.0;?;?;27.2;11.7;35.6;1.5557
?;?;923.0;?;125.0;120.0;-200.0;1051.0;1771.0;23.3;12.0;?;?
763.0;?;839.0;1.7;125.0;117.0;?;?;?;20.7;11.0;38.8;?
745.0;1124.0;827.0;?;115.0;119.0;?;1021.0;1735.0;22.6;11.2;38.1;1.4868
778.0;1105.0;821.0;1.9;162.0;149.0;-200.0;?;1681.0;23.0;10.5;?;1.4229
?;?;749.0;?;149.0;174.0;-200.0;?;?;19.3;11.8;34.8;1.0543
757.0;1065.0;871.0;2.4;161.0;163.0;-200.0;1110.0;1691.0;?;13.8;33.6;1.059
739.0;1051.0;1077.0;?;201.0;?;-200.0;1220.0;1729.0;18.5;17.3;?;0.8376
752.0;1073.0;1175.0;2.8;209.0;?;?;1124.0;?;?;14.2;?;0.9623
817.0;1008.0;1125.0;1.9;133.0;?;-200.0;?;?;27.1;10.7;27.4;0.9736
?;1090.0;1124.0;2.1;133.0;122.0;-200.0;1073.0;1693.0;31.1;12.7;26.1;1.0338
?;1048.0;1064.0;?;?;?;-200.0;983.0;1643.0;34.0;10.1;25.5;?
705.0;1131.0;1240.0;2.5;164.0;?;-200.0;1087.0;?;?;?;24.0;1.1125
854.0;?;899.0;1.1;72.0;84.0;?;874.0;?;37.3;7.4;24.2;1.1118
968.0;?;807.0;?;50.0;77.0;-200.0;745.0;1461.0;40.6;4.6;23.4;1.1571
932.0;900.0;817.0;?;-200.0;-200.0;-200.0;?;1494.0;46.6;4.7;21.8;1.1991
1077.0;828.0;573.0;0.4;27.0;?;-200.0;?;?;43.0;2.8;22.6;1.1629
964.0;?;768.0;0.7;74.0;68.0;-200.0;739.0;1479.0;?;?;20.2;1.1844
?;?;807.0;0.7;69.0;?;-200.0;?;?;49.3;?;20.5;1.176
722.0;1096.0;?;1.8;162.0;101.0;-200.0;1017.0;1743.0;?;11.1;21.4;1.2086
648.0;1173.0;1401.0;2.3;208.0;120.0;-200.0;1130.0;1885.0;43.9;14.4;23.2;1.2344
?;1125.0;1256.0;1.9;?;124.0;-200.0;1016.0;?;40.7;?;25.3;1.2921
781.0;1079.0;999.0;1.7;139.0;113.0;-200.0;976.0;1669.0;31.1;9.9;29.9;1.2883
872.0;974.0;712.0;?;104.0;?;-200.0;930.0;1536.0;?;8.8;33.9;1.1067
865.0;?;712.0;?;99.0;94.0;-200.0;?;1550.0;?;9.9;36.3;?
946.0;912.0;614.0;1.3;?;86.0;-200.0;?;1436.0;?;7.4;36.6;0.9177
992.0;?;554.0;0.8;?;70.0;-200.0;817.0;1426.0;15.8;6.1;37.4;0.9998
1002.0;896.0;722.0;0.8;?;70.0;-200.0;?;1391.0;15.0;?;37.9;0.9721
930.0;956.0;636.0;?;65.0;82.0;-200.0;862.0;1479.0;16.8;7.1;38.0;1.0933
909.0;970.0;664.0;1.2;79.0;93.0;?;900.0;1524.0;17.5;8.0;?;1.0789
942.0;929.0;?;1.2;80.0;?;?;869.0;1454.0;17.0;7.3;35.3;0.9561
905.0;947.0;659.0;1.4;81.0;90.0;-200.0;926.0;1484.0;20.4;8.7;31.9;0.9462
864.0;1003.0;695.0;1.1;59.0;67.0;-200.0;880.0;1537.0;29.6;7.5;29.1;?
822.0;1045.0;920.0;1.5;90.0;94.0;-200.0;940.0;1658.0;33.4;9.0;27.4;?
?;1125.0;1150.0;?;?;109.0;-200.0;1035.0;1726.0;?;11.6;26.7;1.2318
742.0;1138.0;1141.0;1.9;120.0;?;-200.0;985.0;1710.0;42.7;10.2;25.2;?
660.0;?;1227.0;2.2;?;101.0;-200.0;1060.0;1840.0;51.9;12.3;?;1.5252
847.0;983.0;887.0;1.1;68.0;?;-200.0;831.0;1585.0;44.4;6.4;24.5;1.3476
816.0;1007.0;987.0;1.1;65.0;?;-200.0;864.0;1639.0;51.0;7.2;22.6;1.3805
846.0;957.0;903.0;0.8;-200.0;-200.0;?;816.0;?;?;6.1;22.2;1.3891
949.0;?;780.0;0.6;38.0;49.0;?;725.0;1550.0;56.8;4.3;21.2;1.4094
971.0;886.0;767.0;?;31.0;?;-200.0;702.0;1528.0;59.6;3.8;20.3;1.3994
972.0;899.0;780.0;?;40.0;44.0;-200.0;?;1559.0;56.7;4.0;21.3;1.4178
968.0;942.0;698.0;0.6;?;42.0;-200.0;723.0;1573.0;54.6;4.2;?;1.5177
835.0;1022.0;821.0;1.1;64.0;69.0;-200.0;817.0;1669.0;54.3;6.1;?;1.5731
859.0;1009.0;772.0;1.0;56.0;65.0;-200.0;810.0;1634.0;49.3;6.0;?;1.5732
877.0;1025.0;690.0;1.0;56.0;68.0;-200.0;809.0;1606.0;37.7;5.9;29.6;1.544
?;?;586.0;1.0;43.0;?;-200.0;?;1543.0;26.2;5.4;33.9;?
1007.0;936.0;523.0;0.8;40.0;52.0;-200.0;757.0;1459.0;22.4;4.9;35.8;1.2933
1076.0;884.0;?;0.7;?;46.0;?;703.0;1394.0;18.8;3.9;37.9;?
1185.0;809.0;427.0;0.4;28.0;40.0;-200.0;664.0;1270.0;14.8;3.2;38.5;?
?;852.0;468.0;0.5;32.0;47.0;?;718.0;1307.0;?;?;39.3;1.0149
1106.0;872.0;489.0;0.6;39.0;56.0;-200.0;708.0;1331.0;15.6;4.0;38.9;1.0613
1102.0;839.0;515.0;0.7;52.0;64.0;-200.0;752.0;1298.0;12.7;4.8;37.9;0.8211
1064.0;854.0;562.0;?;60.0;71.0;-200.0;788.0;1310.0;13.4;5.5;35.8;0.7749
900.0;971.0;776.0;?;104.0;103.0;?;942.0;1541.0;19.7;?;32.3;0.9345
866.0;985.0;833.0;1.6;?;?;-200.0;944.0;1541.0;23.5;9.1;30.1;?
817.0;1027.0;1023.0;1.7;120.0;108.0;-200.0;981.0;1631.0;28.7;10.1;?;1.0806
853.0;1012.0;967.0;?;89.0;87.0;-200.0;876.0;1580.0;35.7;7.4;26.0;1.1842
766.0;?;1089.0;1.9;?;104.0;?;973.0;1656.0;39.2;9.9;25.3;1.2452
?;1025.0;1103.0;1.5;107.0;93.0;-200.0;939.0;1635.0;38.7;?;24.7;1.1845
1034.0;?;?;?;41.0;55.0;-200.0;692.0;1412.0;35.7;3.7;?;1.1499
1075.0;?;671.0;0.4;34.0;49.0;?;?;1405.0;43.2;3.0;22.5;1.1589
1097.0;?;696.0;?;-200.0;-200.0;-200.0;618.0;?;?;2.5;21.6;?
1073.0;?;729.0;?;41.0;56.0;-200.0;624.0;1422.0;51.4;2.6;?;?
1120.0;799.0;641.0;?;38.0;43.0;-200.0;613.0;1387.0;45.7;2.4;21.6;1.1665
906.0;879.0;?;0.7;59.0;57.0;?;?;1521.0;?;5.6;21.1;?
697.0;?;?;2.0;?;80.0;-200.0;?;1815.0;44.1;?;?;1.1269
?;?;1651.0;3.9;?;134.0;-200.0;1496.0;2311.0;37.9;27.7;23.7;1.0988
632.0;1226.0;?;3.6;317.0;157.0;-200.0;1272.0;1901.0;30.1;?;26.0;0.9953
?;1157.0;?;3.2;330.0;175.0;-200.0;1176.0;1779.0;?;15.9;30.6;1.001
798.0;1059.0;?;2.2;204.0;147.0;-200.0;?;1638.0;19.1;12.3;34.1;1.0048
?;1076.0;1076.0;?;?;140.0;-200.0;1057.0;1633.0;?;?;36.2;1.0636
783.0;1066.0;1036.0;?;?;137.0;-200.0;?;1641.0;?;11.7;37.4;1.0914
813.0;1049.0;881.0;?;139.0;123.0;-200.0;?;1580.0;15.6;10.4;39.5;?
?;1097.0;960.0;2.0;156.0;138.0;-200.0;1074.0;1671.0;14.9;12.7;?;1.1033
791.0;1087.0;883.0;1.8;?;132.0;-200.0;?;1624.0;16.1;?;40.1;1.1699
633.0;1269.0;1221.0;3.0;173.0;?;-200.0;1269.0;?;18.9;19.0;39.3;1.3251
?;1328.0;1518.0;4.3;302.0;203.0;?;?;2072.0;19.9;24.1;37.3;1.2437
654.0;1200.0;1264.0;3.5;239.0;?;-200.0;1270.0;1906.0;22.9;19.1;?;?
732.0;?;1061.0;2.5;139.0;?;-200.0;1105.0;1768.0;28.9;?;30.7;1.2501
776.0;1058.0;947.0;1.8;92.0;98.0;-200.0;1004.0;1684.0;32.8;10.7;28.8;1.2776
738.0;?;?;1.9;104.0;?;-200.0;1025.0;?;36.8;11.3;27.3;1.3207
776.0;1062.0;1030.0;1.9;108.0;104.0;-200.0;962.0;?;?;9.6;?;1.3249
?;1078.0;1065.0;?;107.0;105.0;-200.0;?;?;43.0;9.8;?;1.37
931.0;917.0;893.0;0.9;55.0;?;-200.0;761.0;1497.0;41.0;?;?;?
965.0;?;?;0.7;43.0;60.0;-200.0;718.0;1510.0;48.4;4.1;23.3;1.3677
1012.0;865.0;?;?;-200.0;?;?;671.0;1477.0;47.8;?;23.5;1.3607
?;829.0;596.0;?;23.0;36.0;-200.0;?;1410.0;46.7;2.2;?;1.3361
931.0;?;?;0.7;65.0;66.0;?;743.0;1540.0;?;4.6;?;1.3539
742.0;1077.0;?;1.6;165.0;97.0;-200.0;985.0;1780.0;?;10.2;21.8;?
?;1337.0;1596.0;3.8;274.0;115.0;?;1386.0;2196.0;49.1;23.3;?;1.3546
472.0;?;1873.0;5.1;?;145.0;-200.0;?;2460.0;43.3;31.0;24.9;?
611.0;1257.0;1608.0;3.4;308.0;162.0;-200.0;?;1954.0;39.4;17.6;26.7;1.3556
?;1227.0;1470.0;2.6;227.0;147.0;-200.0;1125.0;?;?;14.3;30.5;1.4135
693.0;1188.0;1275.0;2.2;?;132.0;-200.0;1108.0;1818.0;?;13.7;34.2;1.4404
631.0;1301.0;1407.0;3.4;267.0;179.0;?;1276.0;?;?;19.3;38.2;1.3701
657.0;1201.0;1302.0;?;?;174.0;?;1278.0;1892.0;16.9;19.3;39.6;1.2028
794.0;1058.0;931.0;1.8;165.0;132.0;-200.0;1026.0;?;15.8;11.3;39.9;1.141
789.0;1037.0;917.0;2.0;172.0;151.0;-200.0;?;1604.0;13.9;?;40.2;1.02
762.0;1055.0;985.0;?;216.0;168.0;-200.0;1157.0;1674.0;13.2;15.3;39.6;0.9332
661.0;1179.0;1265.0;?;306.0;192.0;?;1364.0;1845.0;12.6;22.5;39.5;0.8894
?;?;2475.0;4.4;317.0;194.0;-200.0;1430.0;?;13.9;25.0;37.9;0.9015
654.0;1213.0;?;3.9;251.0;155.0;-200.0;?;1864.0;?;21.1;34.2;0.9444
613.0;?;1834.0;4.0;230.0;159.0;-200.0;1398.0;1975.0;20.6;23.8;32.6;0.9939
737.0;1086.0;1426.0;2.5;?;125.0;-200.0;1145.0;?;23.2;14.9;30.4;0.9889
765.0;1056.0;1272.0;2.1;?;108.0;-200.0;1078.0;1668.0;25.1;12.8;28.8;0.9793
?;1138.0;1490.0;2.4;133.0;110.0;-200.0;?;1737.0;29.9;14.3;27.8;1.1018
675.0;1112.0;1440.0;?;117.0;99.0;-200.0;?;1771.0;32.6;14.3;?;?
773.0;?;1271.0;1.6;?;?;-200.0;948.0;1609.0;33.7;9.2;26.3;1.1377
931.0;895.0;985.0;0.8;55.0;69.0;?;767.0;1463.0;33.9;5.1;25.7;1.1065
?;?;826.0;0.5;-200.0;-200.0;-200.0;?;1377.0;?;3.0;24.8;1.1109
1073.0;828.0;754.0;0.4;27.0;45.0;-200.0;?;?;34.6;2.6;25.5;1.1096
997.0;?;?;0.5;46.0;53.0;-200.0;709.0;1432.0;37.8;4.0;24.0;?
740.0;1072.0;1340.0;1.3;144.0;88.0;-200.0;976.0;1673.0;39.3;9.9;23.9;1.1522
?;?;1869.0;4.1;392.0;136.0;-200.0;1486.0;2305.0;?;27.3;?;?
496.0;?;2021.0;?;358.0;141.0;?;?;2275.0;34.4;27.9;26.9;1.2036
?;1359.0;1902.0;?;?;?;-200.0;1415.0;2081.0;28.7;24.5;29.6;1.1706
730.0;?;1527.0;2.2;261.0;?;?;1122.0;1707.0;21.1;14.2;34.6;1.1398
?;1117.0;1260.0;?;?;?;?;1045.0;1623.0;17.0;11.9;38.3;?
741.0;1119.0;1124.0;?;155.0;149.0;-200.0;1088.0;1640.0;14.5;13.1;40.4;1.0736
