InertialMeasurementUnit BACK accZ;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit R-SHOE Compass;Accelerometer LUA_ accX
399.0;-321.0;-691.0;10.0;1;-301.0
404.0;-278.0;-667.0;-28.0;1;-317.0
?;?;-678.0;-32.0;?;-308.0
405.0;-102.0;-681.0;-81.0;1;-360.0
411.0;?;-671.0;-175.0;1;-351.0
421.0;-28.0;?;-194.0;1;-367.0
407.0;57.0;-650.0;-201.0;?;-355.0
393.0;467.0;-673.0;-204.0;1;?
381.0;99.0;-685.0;-261.0;1;-280.0
382.0;804.0;-664.0;-319.0;1;-307.0
385.0;207.0;-689.0;-374.0;1;-331.0
398.0;950.0;-648.0;-365.0;0;-321.0
408.0;?;-657.0;-358.0;0;-301.0
413.0;128.0;?;-278.0;0;-276.0
412.0;-66.0;?;-289.0;0;?
403.0;80.0;-700.0;-296.0;0;?
406.0;127.0;-793.0;?;0;-374.0
403.0;23.0;?;-310.0;-1;?
403.0;-15.0;?;-346.0;-1;-483.0
404.0;?;-805.0;-368.0;-1;-389.0
408.0;-9.0;-853.0;?;-1;?
?;-2.0;-881.0;-572.0;-1;-137.0
403.0;49.0;-840.0;-874.0;-1;-112.0
?;106.0;-853.0;?;?;-132.0
396.0;238.0;-881.0;-1137.0;-1;130.0
408.0;300.0;-875.0;-1221.0;-1;30.0
423.0;239.0;-843.0;-1197.0;-1;40.0
458.0;86.0;-865.0;-1011.0;?;151.0
477.0;53.0;?;-896.0;-1;70.0
483.0;?;-856.0;-755.0;?;112.0
495.0;30.0;-851.0;-709.0;-1;105.0
?;41.0;-878.0;-406.0;-1;?
548.0;?;-892.0;-116.0;-1;?
528.0;?;?;-131.0;-1;?
?;?;?;?;-1;29.0
581.0;47.0;-881.0;51.0;-1;53.0
589.0;50.0;-888.0;0.0;-1;114.0
588.0;28.0;-891.0;9.0;-1;121.0
578.0;37.0;-860.0;-7.0;-1;66.0
586.0;89.0;-880.0;-64.0;-1;?
599.0;75.0;-839.0;-4.0;0;159.0
607.0;69.0;-813.0;68.0;0;72.0
?;52.0;-829.0;?;0;17.0
?;?;-798.0;-123.0;0;43.0
614.0;44.0;-786.0;-74.0;0;138.0
617.0;59.0;-782.0;-11.0;0;171.0
?;41.0;-807.0;-66.0;?;?
604.0;41.0;-710.0;-90.0;0;20.0
610.0;?;-728.0;-61.0;0;-18.0
603.0;?;-729.0;-11.0;0;12.0
587.0;?;-688.0;69.0;0;?
578.0;100.0;-707.0;99.0;-1;-4.0
559.0;93.0;-712.0;?;-1;-87.0
539.0;66.0;-660.0;248.0;-2;?
524.0;102.0;?;302.0;-2;-55.0
505.0;?;-679.0;307.0;-2;?
509.0;111.0;?;?;-2;-67.0
?;?;?;?;-3;-4.0
469.0;113.0;-709.0;?;?;-71.0
?;102.0;-665.0;659.0;-5;?
434.0;94.0;?;766.0;-8;?
414.0;75.0;-673.0;698.0;-10;-101.0
399.0;49.0;?;768.0;-10;-42.0
395.0;59.0;?;?;?;?
380.0;89.0;-735.0;838.0;-10;-78.0
372.0;91.0;-800.0;822.0;-8;-119.0
367.0;?;?;802.0;-8;-130.0
379.0;67.0;-408.0;691.0;-6;-237.0
374.0;68.0;-478.0;?;-6;-361.0
366.0;76.0;-400.0;?;-6;-392.0
364.0;66.0;-487.0;246.0;?;?
360.0;49.0;-546.0;179.0;-7;-412.0
342.0;?;-607.0;143.0;-6;?
345.0;67.0;?;168.0;-6;-219.0
394.0;61.0;-551.0;?;-6;?
?;58.0;-542.0;320.0;?;-315.0
393.0;94.0;-571.0;?;-6;-345.0
308.0;110.0;?;429.0;-6;-264.0
?;?;-545.0;545.0;?;-324.0
?;?;?;656.0;-6;-181.0
177.0;50.0;-525.0;713.0;-6;48.0
142.0;94.0;?;674.0;-6;19.0
183.0;101.0;-540.0;?;?;38.0
220.0;?;-585.0;?;-6;-43.0
209.0;90.0;?;984.0;-6;-117.0
198.0;?;?;958.0;-6;-103.0
176.0;86.0;-555.0;905.0;-6;-45.0
169.0;70.0;?;827.0;-6;19.0
190.0;96.0;?;723.0;-6;30.0
?;180.0;-634.0;542.0;-6;-3.0
?;129.0;-769.0;?;-6;1.0
171.0;106.0;-601.0;?;?;?
?;119.0;-760.0;-126.0;-6;-53.0
182.0;211.0;-764.0;-270.0;-6;-78.0
180.0;?;-758.0;-243.0;-6;-41.0
?;?;-749.0;-313.0;-6;-76.0
174.0;386.0;-776.0;?;-6;?
?;501.0;-829.0;-481.0;-5;82.0
175.0;735.0;-838.0;-548.0;?;107.0
208.0;?;-814.0;-509.0;-3;124.0
?;?;-809.0;-444.0;-2;138.0
273.0;646.0;-839.0;?;-2;?
309.0;43.0;-809.0;-242.0;-2;166.0
390.0;?;-807.0;87.0;-1;197.0
442.0;277.0;-774.0;?;-1;200.0
?;162.0;-804.0;-69.0;-1;228.0
?;252.0;-815.0;-74.0;?;230.0
528.0;?;?;107.0;1;252.0
551.0;399.0;-798.0;?;?;271.0
595.0;425.0;?;214.0;2;?
610.0;455.0;?;?;2;?
615.0;438.0;-771.0;165.0;2;?
618.0;386.0;?;129.0;2;282.0
?;330.0;?;77.0;2;?
620.0;274.0;-753.0;20.0;3;322.0
?;297.0;-721.0;-20.0;?;318.0
615.0;?;-730.0;-33.0;3;?
?;449.0;-750.0;?;3;354.0
612.0;508.0;?;?;3;340.0
620.0;382.0;-711.0;-180.0;2;327.0
610.0;652.0;?;-228.0;1;325.0
?;41.0;-689.0;-197.0;1;282.0
?;431.0;?;?;-1;271.0
579.0;736.0;-643.0;-297.0;-3;257.0
571.0;114.0;?;-305.0;?;257.0
?;?;?;-332.0;-5;255.0
?;91.0;-664.0;-321.0;-5;?
?;247.0;?;-276.0;-6;232.0
535.0;189.0;-616.0;-278.0;-7;253.0
?;32.0;-669.0;?;-7;248.0
506.0;-21.0;?;-357.0;-8;209.0
504.0;96.0;-564.0;-399.0;-8;187.0
496.0;191.0;-409.0;-409.0;-8;146.0
465.0;282.0;?;-485.0;-8;152.0
441.0;287.0;-448.0;-515.0;-8;135.0
400.0;292.0;-313.0;-491.0;-8;28.0
373.0;174.0;-362.0;?;-8;49.0
346.0;?;-313.0;?;-8;139.0
324.0;?;-315.0;-543.0;-8;159.0
293.0;112.0;-290.0;-546.0;-8;73.0
270.0;126.0;-271.0;-506.0;-7;-34.0
243.0;?;-276.0;-470.0;-7;-70.0
223.0;134.0;?;-557.0;-7;-16.0
214.0;130.0;-274.0;-550.0;?;-9.0
116.0;139.0;-236.0;-517.0;-7;-39.0
147.0;98.0;-245.0;-447.0;?;-48.0
123.0;91.0;?;-351.0;-6;-34.0
95.0;99.0;-241.0;-318.0;-6;22.0
88.0;?;?;-297.0;?;31.0
62.0;113.0;-250.0;-250.0;-6;11.0
?;?;-238.0;-226.0;-6;13.0
22.0;?;-257.0;-217.0;-6;-19.0
?;140.0;-269.0;-210.0;-6;?
8.0;118.0;-293.0;?;?;33.0
-11.0;67.0;?;-43.0;-5;17.0
?;79.0;-346.0;-29.0;-5;-5.0
-1.0;93.0;?;?;-5;?
7.0;127.0;-355.0;?;-5;-1.0
11.0;95.0;-388.0;1.0;-5;9.0
7.0;89.0;-390.0;11.0;?;?
12.0;60.0;-389.0;7.0;?;19.0
14.0;110.0;-407.0;22.0;-5;?
10.0;132.0;-410.0;40.0;-5;30.0
10.0;?;?;22.0;-4;11.0
10.0;?;-410.0;-13.0;?;-11.0
12.0;256.0;-410.0;20.0;-4;-12.0
?;316.0;-412.0;?;-4;-3.0
5.0;286.0;-419.0;66.0;-4;-13.0
14.0;369.0;-405.0;85.0;-4;-29.0
17.0;362.0;-401.0;108.0;-4;-14.0
22.0;221.0;-414.0;118.0;-4;-24.0
21.0;188.0;?;100.0;-4;-4.0
?;195.0;?;63.0;-4;1.0
?;210.0;?;68.0;?;?
26.0;?;?;77.0;-4;-11.0
?;278.0;-394.0;32.0;-4;10.0
28.0;477.0;-395.0;?;-4;-19.0
30.0;?;-411.0;26.0;-4;-19.0
29.0;504.0;-391.0;20.0;-4;?
?;465.0;?;16.0;-4;5.0
?;513.0;-397.0;65.0;-4;8.0
15.0;?;-384.0;-37.0;?;16.0
?;485.0;-409.0;-7.0;?;14.0
19.0;445.0;?;17.0;-4;15.0
13.0;447.0;-395.0;?;-4;14.0
?;?;-399.0;?;-4;20.0
9.0;438.0;-404.0;10.0;?;?
6.0;?;?;14.0;-4;9.0
?;400.0;-409.0;18.0;-4;11.0
?;414.0;?;?;-4;?
?;423.0;-368.0;14.0;-4;28.0
-1.0;450.0;?;11.0;-4;20.0
0.0;457.0;?;-21.0;-4;0.0
3.0;?;-401.0;-12.0;-4;14.0
-2.0;456.0;-400.0;-50.0;?;?
2.0;454.0;-390.0;?;-4;-9.0
-4.0;456.0;-401.0;-7.0;?;11.0
1.0;454.0;-397.0;-11.0;?;?
-3.0;472.0;-393.0;-32.0;-4;1.0
-1.0;465.0;-411.0;-24.0;-4;10.0
1.0;443.0;-395.0;-3.0;?;11.0
1.0;?;-427.0;-21.0;-4;3.0
-1.0;445.0;-432.0;15.0;-4;?
1.0;449.0;-419.0;9.0;-4;13.0
2.0;428.0;?;-15.0;-4;0.0
4.0;440.0;-396.0;27.0;-4;16.0
-3.0;432.0;-402.0;31.0;-4;13.0
1.0;424.0;-392.0;68.0;-4;-18.0
?;435.0;?;?;-4;1.0
0.0;436.0;-428.0;81.0;-4;?
2.0;?;-411.0;73.0;?;?
3.0;455.0;-401.0;52.0;?;7.0
?;?;-421.0;34.0;-4;3.0
8.0;?;?;16.0;-4;23.0
3.0;452.0;-407.0;?;-4;?
?;467.0;-397.0;-4.0;-4;-17.0
?;455.0;?;?;-4;-5.0
?;432.0;-412.0;-5.0;-4;7.0
?;462.0;-410.0;?;-4;5.0
12.0;442.0;-403.0;?;-4;-8.0
13.0;426.0;-407.0;61.0;?;-5.0
10.0;441.0;-396.0;31.0;-4;26.0
11.0;435.0;-409.0;0.0;-4;?
7.0;?;?;-1.0;-4;10.0
6.0;458.0;?;8.0;?;0.0
9.0;455.0;-410.0;25.0;-4;?
?;?;-400.0;-15.0;?;1.0
10.0;?;?;33.0;-4;12.0
12.0;?;?;22.0;-4;6.0
12.0;441.0;-404.0;32.0;-4;0.0
11.0;?;?;10.0;-4;-1.0
15.0;436.0;-389.0;18.0;-4;?
14.0;?;-402.0;15.0;-4;-8.0
9.0;450.0;-398.0;?;-4;-2.0
18.0;432.0;-406.0;12.0;-4;-9.0
14.0;433.0;-396.0;-7.0;?;5.0
15.0;426.0;-333.0;14.0;-4;?
20.0;455.0;-360.0;5.0;-4;11.0
14.0;433.0;-342.0;-1.0;-4;?
?;423.0;-355.0;3.0;-4;28.0
?;435.0;-369.0;?;-4;20.0
7.0;?;-371.0;9.0;-4;47.0
7.0;436.0;?;20.0;-4;-11.0
8.0;427.0;-351.0;23.0;-4;?
13.0;455.0;-359.0;?;?;?
-7.0;432.0;-361.0;-53.0;-4;0.0
16.0;427.0;-354.0;-86.0;-4;41.0
-35.0;423.0;-340.0;?;?;23.0
-16.0;433.0;-350.0;-83.0;?;12.0
-23.0;444.0;-312.0;-65.0;-4;21.0
-7.0;429.0;-325.0;-76.0;?;?
-5.0;?;-307.0;-29.0;-4;-12.0
?;424.0;-300.0;-9.0;-4;1.0
-1.0;442.0;-341.0;?;-4;-25.0
-1.0;469.0;?;59.0;-4;?
5.0;432.0;-406.0;?;-4;11.0
?;439.0;-400.0;114.0;-4;1.0
10.0;456.0;?;130.0;?;8.0
?;427.0;-399.0;?;?;-10.0
-6.0;426.0;?;165.0;?;-15.0
-3.0;436.0;-403.0;141.0;?;-41.0
-5.0;447.0;?;121.0;-4;?
?;439.0;-405.0;134.0;-4;-11.0
-4.0;431.0;?;145.0;-4;24.0
?;?;-434.0;141.0;-4;24.0
-5.0;422.0;-455.0;164.0;-4;11.0
14.0;441.0;-501.0;172.0;-4;-18.0
19.0;426.0;-543.0;191.0;-4;?
38.0;?;-526.0;131.0;?;0.0
45.0;410.0;-521.0;?;-4;?
?;421.0;-562.0;66.0;-4;?
46.0;416.0;?;?;-4;?
?;456.0;-669.0;24.0;-4;12.0
?;467.0;-640.0;35.0;-4;70.0
68.0;465.0;-711.0;30.0;-4;?
78.0;445.0;-708.0;63.0;-4;124.0
94.0;?;-698.0;59.0;-4;91.0
?;455.0;-695.0;58.0;-3;?
?;441.0;?;88.0;-3;55.0
137.0;456.0;?;137.0;-2;86.0
?;465.0;-759.0;241.0;?;162.0
?;435.0;-757.0;353.0;?;211.0
220.0;?;?;406.0;0;203.0
262.0;492.0;-757.0;364.0;?;362.0
340.0;559.0;-772.0;500.0;1;263.0
?;551.0;-784.0;498.0;1;226.0
401.0;578.0;-762.0;486.0;1;216.0
419.0;589.0;-760.0;546.0;1;268.0
436.0;540.0;-750.0;579.0;2;290.0
?;240.0;-760.0;536.0;2;282.0
459.0;193.0;-739.0;564.0;2;?
495.0;?;-730.0;579.0;2;?
516.0;173.0;-730.0;591.0;?;266.0
523.0;229.0;-761.0;575.0;?;273.0
522.0;284.0;-774.0;567.0;1;302.0
534.0;293.0;-759.0;?;1;284.0
542.0;390.0;-752.0;468.0;1;271.0
541.0;360.0;-761.0;?;1;262.0
535.0;282.0;?;388.0;?;280.0
531.0;731.0;-775.0;348.0;1;297.0
522.0;518.0;-759.0;?;1;317.0
?;219.0;-755.0;176.0;?;304.0
524.0;?;?;160.0;1;308.0
524.0;?;?;126.0;1;320.0
523.0;219.0;-750.0;76.0;?;320.0
539.0;207.0;?;?;1;320.0
?;?;-717.0;?;?;330.0
550.0;219.0;?;19.0;1;?
549.0;137.0;-698.0;-32.0;?;293.0
555.0;158.0;-689.0;?;?;295.0
554.0;257.0;-687.0;-27.0;?;297.0
?;240.0;-661.0;-62.0;1;292.0
?;162.0;-686.0;-103.0;0;307.0
542.0;151.0;-671.0;-129.0;0;302.0
535.0;159.0;-676.0;-165.0;0;274.0
528.0;157.0;?;-169.0;-1;267.0
530.0;159.0;-660.0;-188.0;-2;231.0
519.0;149.0;-646.0;-202.0;-1;221.0
495.0;118.0;-615.0;-183.0;?;224.0
483.0;?;-591.0;-133.0;-1;231.0
?;80.0;-590.0;?;0;252.0
?;71.0;-580.0;50.0;0;254.0
427.0;76.0;-590.0;102.0;?;271.0
405.0;165.0;-665.0;?;6;291.0
423.0;176.0;-774.0;207.0;6;324.0
401.0;123.0;-635.0;240.0;?;228.0
399.0;211.0;-643.0;271.0;9;279.0
368.0;241.0;-473.0;240.0;9;408.0
348.0;181.0;-266.0;203.0;10;499.0
373.0;?;-259.0;239.0;11;?
345.0;190.0;?;145.0;11;212.0
342.0;159.0;-274.0;?;11;165.0
315.0;?;-293.0;-78.0;11;132.0
279.0;?;-289.0;-196.0;11;?
242.0;150.0;-282.0;-163.0;11;13.0
300.0;161.0;-279.0;-46.0;11;?
368.0;?;-280.0;-54.0;12;?
?;255.0;-293.0;-226.0;12;-478.0
200.0;234.0;?;-335.0;13;-383.0
?;?;-424.0;?;14;-273.0
?;188.0;-393.0;-86.0;14;-114.0
?;167.0;-346.0;78.0;14;?
?;183.0;-325.0;?;15;27.0
88.0;193.0;-301.0;344.0;15;?
100.0;182.0;-356.0;457.0;16;?
?;?;-543.0;551.0;17;141.0
73.0;207.0;-593.0;646.0;18;135.0
100.0;158.0;-513.0;829.0;20;114.0
?;153.0;-600.0;860.0;22;58.0
?;157.0;-613.0;795.0;25;-5.0
113.0;204.0;?;694.0;?;-43.0
?;?;-564.0;362.0;?;-77.0
120.0;122.0;-630.0;-64.0;?;3.0
91.0;?;?;-314.0;35;?
93.0;226.0;?;-494.0;35;168.0
90.0;?;-470.0;-525.0;34;259.0
175.0;828.0;-391.0;-561.0;23;403.0
?;951.0;-372.0;-619.0;2;108.0
215.0;1023.0;-367.0;?;-16;-38.0
?;419.0;-386.0;-504.0;-25;113.0
?;-862.0;-341.0;-201.0;-34;?
351.0;-181.0;-386.0;-53.0;-48;?
328.0;?;?;184.0;-52;?
359.0;48.0;-400.0;24.0;?;?
306.0;-45.0;-427.0;64.0;-40;147.0
316.0;0.0;?;248.0;-32;97.0
?;142.0;-384.0;462.0;-28;93.0
260.0;274.0;-671.0;?;-26;153.0
212.0;318.0;-756.0;522.0;-26;172.0
126.0;?;-547.0;590.0;-30;40.0
107.0;367.0;?;608.0;-33;43.0
?;?;-690.0;593.0;-34;128.0
86.0;?;-646.0;592.0;-35;?
88.0;?;-610.0;532.0;-37;113.0
101.0;?;-531.0;427.0;-37;119.0
71.0;690.0;?;235.0;-37;?
77.0;726.0;-347.0;85.0;-37;186.0
160.0;?;-396.0;?;?;-73.0
72.0;1007.0;-409.0;-325.0;-38;-134.0
?;?;-412.0;-480.0;-38;-147.0
267.0;660.0;-413.0;-726.0;-39;?
?;615.0;-418.0;-968.0;?;-190.0
242.0;?;-419.0;-1215.0;-39;-199.0
?;-174.0;-430.0;-1635.0;-38;-156.0
318.0;207.0;-402.0;-1981.0;-38;?
255.0;255.0;-461.0;?;-38;-97.0
152.0;289.0;-466.0;-2025.0;-37;?
116.0;?;-550.0;-1962.0;-37;?
66.0;199.0;-648.0;?;-36;-48.0
92.0;153.0;-672.0;-1561.0;-36;-108.0
49.0;?;-582.0;-1274.0;-33;-80.0
97.0;?;-665.0;?;-32;41.0
123.0;?;-612.0;-627.0;-34;126.0
90.0;-88.0;-520.0;-322.0;-27;77.0
90.0;-104.0;-470.0;-102.0;-28;250.0
85.0;-75.0;-497.0;67.0;-21;456.0
96.0;1.0;-440.0;?;-4;259.0
79.0;?;?;486.0;?;229.0
81.0;54.0;-368.0;814.0;5;?
?;159.0;-410.0;1076.0;12;?
238.0;663.0;-328.0;?;8;29.0
348.0;1317.0;?;1450.0;5;102.0
449.0;622.0;?;1282.0;-8;104.0
318.0;-80.0;-479.0;658.0;-21;88.0
250.0;-4.0;-494.0;?;-29;-5.0
311.0;-59.0;-489.0;408.0;-28;?
249.0;-126.0;-886.0;481.0;-22;117.0
187.0;-218.0;-711.0;?;-21;127.0
?;-140.0;-568.0;378.0;?;89.0
137.0;-40.0;-730.0;351.0;-24;?
99.0;46.0;-625.0;300.0;-24;?
40.0;-31.0;-595.0;245.0;?;57.0
26.0;?;?;?;-19;?
80.0;-181.0;-501.0;267.0;-20;11.0
?;-73.0;-414.0;279.0;-20;42.0
68.0;824.0;-400.0;293.0;-20;11.0
?;?;-419.0;235.0;?;32.0
?;2424.0;-411.0;157.0;?;123.0
233.0;1280.0;-405.0;-19.0;-20;95.0
356.0;-11.0;?;-148.0;-19;?
?;556.0;-480.0;-379.0;-18;-95.0
309.0;112.0;-467.0;-905.0;-18;11.0
304.0;-737.0;-541.0;-1247.0;-18;-2.0
257.0;-46.0;-544.0;-1368.0;-17;-79.0
195.0;?;-497.0;?;-17;-137.0
154.0;72.0;-642.0;-1497.0;?;-87.0
140.0;-49.0;-620.0;-1506.0;-16;-126.0
109.0;?;-786.0;?;-13;-100.0
110.0;-48.0;-765.0;-1286.0;0;56.0
?;0.0;-616.0;-1086.0;?;3.0
75.0;37.0;-563.0;?;17;?
128.0;89.0;?;-697.0;26;33.0
?;25.0;-437.0;-497.0;26;309.0
?;4.0;?;-268.0;26;139.0
109.0;89.0;-383.0;217.0;?;247.0
142.0;108.0;?;668.0;19;280.0
227.0;?;?;1110.0;?;?
307.0;?;-356.0;?;?;?
367.0;698.0;-350.0;1540.0;-24;66.0
?;?;-364.0;?;-37;43.0
381.0;341.0;?;987.0;-49;36.0
279.0;?;-374.0;771.0;-53;87.0
273.0;19.0;-539.0;893.0;?;101.0
?;-88.0;-725.0;?;-57;119.0
?;-275.0;-624.0;776.0;-61;86.0
148.0;-230.0;-666.0;708.0;-77;53.0
?;?;-650.0;643.0;-84;20.0
?;-278.0;?;592.0;-82;57.0
57.0;-155.0;-658.0;596.0;?;?
72.0;-454.0;-517.0;535.0;-84;-61.0
?;-500.0;-392.0;480.0;-83;?
57.0;-587.0;-391.0;400.0;-83;-23.0
107.0;?;-407.0;293.0;?;53.0
70.0;?;-400.0;240.0;-82;?
104.0;2717.0;?;252.0;?;250.0
248.0;417.0;?;66.0;-79;?
?;-659.0;-338.0;-110.0;-79;81.0
293.0;911.0;-299.0;-456.0;-77;-20.0
287.0;262.0;-324.0;-894.0;-76;?
269.0;-434.0;-312.0;-1096.0;-76;-106.0
209.0;-71.0;-435.0;-1169.0;-75;-119.0
148.0;-263.0;-497.0;-1205.0;-74;?
133.0;-130.0;-830.0;-1283.0;-73;?
93.0;-191.0;?;-1297.0;-72;-42.0
82.0;-106.0;-792.0;?;-69;-40.0
?;14.0;-593.0;-967.0;-64;-121.0
55.0;39.0;-707.0;-760.0;-57;-145.0
35.0;86.0;-469.0;-469.0;-51;-192.0
10.0;147.0;?;-177.0;-51;68.0
?;93.0;?;107.0;?;?
-1.0;79.0;-625.0;416.0;-76;284.0
30.0;?;-706.0;686.0;?;375.0
59.0;203.0;-694.0;837.0;-99;360.0
224.0;309.0;-695.0;1006.0;?;239.0
?;597.0;-649.0;?;-117;41.0
353.0;858.0;-647.0;1478.0;-107;-95.0
?;948.0;-632.0;1414.0;-99;?
303.0;-112.0;?;1065.0;-97;-70.0
234.0;-26.0;-670.0;787.0;-101;70.0
300.0;?;-638.0;921.0;-106;199.0
289.0;-323.0;-618.0;1088.0;?;282.0
304.0;-273.0;-606.0;1229.0;?;321.0
342.0;-263.0;-568.0;1190.0;-108;314.0
379.0;-173.0;?;970.0;-104;247.0
?;?;-527.0;539.0;-96;177.0
?;?;-520.0;178.0;-87;138.0
358.0;-168.0;-528.0;-71.0;-82;94.0
326.0;?;-516.0;-272.0;-92;69.0
339.0;115.0;?;?;-96;67.0
341.0;324.0;?;?;-90;35.0
?;412.0;-527.0;-196.0;-92;66.0
302.0;1249.0;-568.0;-100.0;-91;111.0
264.0;1676.0;-521.0;-80.0;?;82.0
?;509.0;-557.0;-158.0;-93;15.0
220.0;673.0;-620.0;-163.0;-94;-123.0
203.0;?;-590.0;-200.0;-94;22.0
180.0;-1281.0;-597.0;-136.0;-94;59.0
164.0;-659.0;?;-22.0;-92;178.0
144.0;?;-491.0;101.0;-92;230.0
141.0;-89.0;-446.0;193.0;-91;84.0
194.0;-143.0;-474.0;176.0;-90;-38.0
187.0;?;?;139.0;-89;-20.0
155.0;-49.0;-547.0;277.0;-89;34.0
163.0;5.0;?;221.0;-88;?
171.0;163.0;-556.0;210.0;-87;34.0
197.0;?;?;230.0;-85;-59.0
245.0;122.0;-532.0;148.0;-85;-72.0
200.0;70.0;?;?;?;-87.0
169.0;251.0;-505.0;-91.0;?;-75.0
124.0;?;-511.0;-43.0;-75;-29.0
116.0;340.0;-461.0;125.0;-75;41.0
?;235.0;-466.0;233.0;-74;105.0
117.0;77.0;-459.0;222.0;-65;115.0
154.0;29.0;-522.0;?;-58;?
158.0;4.0;-464.0;?;-59;85.0
165.0;4.0;-499.0;197.0;-56;65.0
?;55.0;-462.0;205.0;-49;?
142.0;148.0;-507.0;184.0;-45;16.0
135.0;188.0;?;133.0;-44;?
130.0;168.0;?;49.0;-45;1.0
145.0;175.0;-555.0;?;-46;?
126.0;?;?;-61.0;-46;134.0
109.0;395.0;-514.0;?;-42;186.0
111.0;485.0;-527.0;-112.0;-30;176.0
128.0;230.0;-511.0;?;?;156.0
166.0;?;-520.0;52.0;?;?
185.0;-12.0;-500.0;75.0;-10;127.0
217.0;10.0;-549.0;38.0;-8;108.0
?;?;-588.0;-11.0;-7;116.0
?;-150.0;?;1.0;-6;115.0
243.0;-77.0;-515.0;21.0;-7;117.0
?;?;-505.0;35.0;-7;84.0
263.0;92.0;-502.0;117.0;-7;?
237.0;?;-509.0;213.0;-7;77.0
223.0;175.0;-500.0;220.0;-7;53.0
229.0;188.0;-547.0;?;-7;102.0
?;72.0;?;?;-7;75.0
206.0;7.0;-554.0;257.0;-7;10.0
217.0;?;-528.0;225.0;-7;-10.0
?;120.0;?;?;-7;?
253.0;251.0;-502.0;142.0;-7;34.0
?;470.0;-660.0;179.0;?;47.0
201.0;418.0;-590.0;239.0;-7;?
185.0;1179.0;-662.0;?;-7;48.0
177.0;294.0;-590.0;157.0;-6;68.0
189.0;-355.0;-649.0;169.0;-6;77.0
?;907.0;-636.0;227.0;-6;52.0
?;?;-616.0;270.0;-6;32.0
187.0;26.0;-627.0;247.0;-6;48.0
?;-99.0;-598.0;218.0;-6;57.0
?;276.0;-636.0;173.0;-6;99.0
?;283.0;-620.0;178.0;-6;?
253.0;68.0;-643.0;?;-5;?
317.0;82.0;-649.0;159.0;-5;?
298.0;125.0;-629.0;82.0;-5;?
?;84.0;?;?;-5;?
295.0;-13.0;?;?;?;9.0
298.0;-37.0;-599.0;-172.0;-5;-26.0
299.0;105.0;-575.0;-185.0;?;-30.0
280.0;?;-544.0;-142.0;?;-11.0
307.0;?;-613.0;-175.0;?;0.0
296.0;214.0;?;-158.0;-4;?
327.0;70.0;-650.0;?;-4;76.0
311.0;?;-654.0;-154.0;?;9.0
334.0;-10.0;?;-197.0;?;-33.0
324.0;?;-661.0;?;?;5.0
334.0;-2.0;-684.0;-101.0;-4;-17.0
309.0;37.0;-676.0;-47.0;-4;?
296.0;99.0;-684.0;16.0;-4;47.0
295.0;86.0;?;112.0;-3;63.0
241.0;71.0;-678.0;84.0;?;81.0
241.0;91.0;-662.0;68.0;-2;?
242.0;?;?;100.0;-1;144.0
271.0;31.0;-691.0;175.0;-1;180.0
281.0;16.0;?;191.0;-1;194.0
?;58.0;-621.0;?;0;184.0
296.0;97.0;-612.0;373.0;0;184.0
?;?;-583.0;?;?;?
319.0;80.0;-525.0;267.0;?;179.0
?;127.0;-521.0;203.0;0;?
345.0;212.0;-517.0;197.0;-1;?
352.0;?;-516.0;238.0;-1;?
358.0;352.0;-480.0;232.0;-1;278.0
359.0;?;-529.0;207.0;-1;255.0
424.0;158.0;-482.0;232.0;-1;220.0
407.0;-66.0;-492.0;154.0;-1;?
379.0;-87.0;-477.0;-110.0;?;?
344.0;35.0;?;-267.0;?;63.0
310.0;61.0;-340.0;-255.0;-2;58.0
278.0;153.0;?;-202.0;-3;64.0
227.0;?;-312.0;-156.0;-3;87.0
180.0;120.0;?;-123.0;?;?
179.0;?;-271.0;2.0;-4;77.0
175.0;-20.0;-372.0;84.0;-4;73.0
144.0;?;?;169.0;-5;134.0
149.0;192.0;?;257.0;?;?
157.0;98.0;-636.0;384.0;?;47.0
149.0;164.0;-466.0;451.0;-5;-35.0
77.0;?;?;517.0;-5;-61.0
106.0;97.0;-487.0;601.0;?;-77.0
91.0;?;-594.0;?;-6;-94.0
152.0;-1.0;-619.0;784.0;-6;?
?;-22.0;-542.0;798.0;-6;?
104.0;14.0;-528.0;?;-6;106.0
97.0;82.0;?;962.0;-6;88.0
136.0;23.0;-516.0;989.0;-6;-27.0
123.0;-65.0;-563.0;?;-6;-136.0
189.0;-85.0;?;932.0;-6;-166.0
?;-70.0;?;829.0;-6;-96.0
197.0;-119.0;-541.0;645.0;-6;-15.0
163.0;-145.0;-598.0;?;-6;23.0
?;-115.0;-588.0;3.0;?;37.0
206.0;?;-581.0;-210.0;-6;-1.0
249.0;9.0;-564.0;?;-6;-1.0
197.0;?;?;-505.0;-6;24.0
?;73.0;?;-597.0;-6;36.0
?;41.0;-584.0;-656.0;-6;75.0
?;?;-578.0;-621.0;-6;203.0
181.0;18.0;-564.0;-520.0;-6;209.0
181.0;?;-511.0;?;-6;226.0
?;-48.0;-520.0;-302.0;-6;284.0
197.0;-1.0;?;?;-5;207.0
221.0;39.0;-467.0;-205.0;-5;132.0
230.0;-25.0;-508.0;-166.0;-5;221.0
?;-41.0;?;-171.0;-6;115.0
