InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN^ accX;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
7;?;21;-823;?;-22;-218.0;?
3;?;?;-824;-28;-19;-206.0;1
-1;-34;-23;-824;?;-19;?;-23
3;-10;-8;-818;-10;?;?;-8
-8;?;?;-826;?;-15;-141.0;25
-7;36;18;-836;36;-26;?;?
4;32;7;-827;32;?;?;7
1;27;6;-825;27;-16;-133.0;6
-3;26;-2;-831;?;-22;-159.0;-2
-9;8;7;-828;8;?;-169.0;7
-8;16;1;-833;16;-19;-157.0;?
0;35;4;-826;35;-13;-173.0;4
1;31;22;?;31;-15;-206.0;22
?;-3;2;-837;-3;?;-205.0;?
2;-35;-12;-833;-35;-26;-195.0;-12
-2;-19;-3;-831;-19;-23;-182.0;?
-1;-7;2;-832;-7;?;-175.0;2
-2;-2;16;-829;-2;-19;-144.0;16
?;-9;-5;?;?;?;-141.0;-5
-3;2;-19;-835;2;-25;-121.0;-19
-9;45;16;-839;45;-24;-110.0;16
?;?;12;-835;19;-25;?;12
?;-3;6;?;-3;-17;-144.0;6
10;37;1;?;37;-16;-157.0;1
3;6;-14;-826;6;-18;-244.0;?
-9;-21;-1;-835;-21;-21;-304.0;-1
?;?;-2;-831;14;-26;?;?
8;-8;-4;-815;-8;-11;-249.0;-4
6;-6;0;?;-6;-15;?;0
9;3;-5;-826;3;-26;-111.0;-5
1;-16;2;-826;-16;-18;-55.0;2
-6;21;19;-834;?;-23;-50.0;19
-4;46;19;-841;46;-30;-90.0;19
?;45;14;-838;45;?;-164.0;14
-5;49;32;-833;49;?;-145.0;?
-2;39;36;-831;?;?;-121.0;36
9;18;25;-820;18;?;?;25
4;-17;5;-821;-17;-14;-173.0;?
-8;-19;-29;-839;-19;-28;-228.0;-29
-7;29;?;-839;29;-30;-288.0;-24
?;16;7;-839;?;?;-245.0;?
3;-31;-2;-827;-31;-22;?;-2
17;-32;-28;-816;?;-19;-193.0;-28
0;-24;-43;?;-24;-24;-125.0;-43
-11;-16;-12;-832;?;-21;-74.0;-12
-21;13;43;-842;?;-23;-48.0;43
-6;80;?;?;80;?;-32.0;38
12;81;52;-820;81;-17;-90.0;?
16;?;60;-813;10;-11;-160.0;?
22;?;-24;-814;-36;-18;-247.0;?
?;-56;-57;-831;-56;?;-338.0;-57
-14;-19;?;-843;-19;-29;?;-20
-9;30;24;-838;30;-27;-166.0;24
7;?;33;-827;9;?;-108.0;?
23;-30;-11;?;-30;?;?;-11
20;-15;-33;-810;-15;-21;-186.0;?
12;16;-15;-812;16;-16;-210.0;-15
?;1;-21;-823;1;-18;-196.0;-21
-15;15;?;-834;15;?;-159.0;-36
-18;77;29;?;77;-30;?;?
-11;?;65;?;69;?;12.0;65
?;55;29;-817;?;-19;-21.0;29
?;?;31;-800;82;-9;-138.0;31
11;3;?;?;3;-12;-303.0;-14
-1;?;-50;-826;-67;-25;-405.0;-50
?;-26;?;?;-26;-31;-438.0;?
-17;?;-7;?;?;-25;?;-7
2;-14;-41;-827;-14;?;-221.0;?
7;-18;-45;-824;-18;-21;4.0;-45
-2;?;-34;-830;-1;-22;217.0;?
1;5;-5;?;5;-23;217.0;-5
-4;10;?;-832;10;-25;15.0;26
0;25;38;-826;25;-17;-216.0;?
18;-1;13;-809;-1;-10;-395.0;13
?;-32;-50;-805;-32;-13;-482.0;-50
25;-47;-74;-805;-47;-15;?;-74
?;-83;-72;?;-83;-26;-187.0;-72
-18;-57;?;-843;?;-31;-38.0;-51
-4;8;11;-825;?;?;94.0;?
10;?;5;-816;7;?;103.0;?
?;11;-58;-816;?;-23;-82.0;?
8;16;?;?;16;-20;-166.0;-41
-12;24;5;-835;24;-23;-210.0;5
-10;?;20;-837;52;-26;-161.0;?
-13;45;17;-840;45;-26;-141.0;17
?;?;-10;-848;28;-27;-141.0;-10
-4;17;-3;?;17;-20;-189.0;-3
7;27;23;-821;27;?;-308.0;23
-9;52;28;-836;52;-27;-304.0;28
-2;-6;12;-833;-6;-27;-173.0;?
18;-66;?;-815;-66;-20;?;-13
?;-55;?;-803;?;-8;?;-37
4;-71;-67;-817;-71;-16;-85.0;-67
-24;?;-24;-844;-22;-30;-109.0;-24
-23;21;56;-849;?;-33;?;56
0;19;?;-832;19;-25;?;78
11;36;?;-816;?;-15;-122.0;48
?;?;?;-813;?;-18;-159.0;-5
2;-33;?;-824;-33;-20;-152.0;-16
-24;-25;-11;-843;?;-23;-141.0;?
-14;-7;-7;-844;?;-29;-105.0;-7
-2;?;36;-831;65;-21;-65.0;36
0;?;49;-827;58;-17;?;49
10;?;6;-826;?;?;-113.0;6
1;26;-12;-829;26;?;-135.0;-12
2;-26;-13;-827;-26;-20;-150.0;-13
15;-25;-12;-819;-25;-18;-183.0;-12
10;-8;-28;?;-8;?;-195.0;-28
5;-53;-62;-822;-53;-18;-209.0;?
-6;-54;-30;-829;-54;-21;-211.0;-30
-4;-23;16;?;-23;-22;-189.0;?
?;-1;-11;-835;-1;?;-147.0;-11
-5;36;17;-833;36;?;-150.0;?
6;20;32;-821;20;-17;-124.0;32
8;-14;-21;?;?;-24;-130.0;-21
2;-11;30;-830;-11;-25;-131.0;30
6;-41;?;-823;-41;-21;-152.0;?
-1;-48;1;-826;-48;-20;-164.0;1
1;-23;?;-824;?;?;?;11
6;-71;?;-823;-71;?;-160.0;-16
-10;?;-25;?;-81;-28;-156.0;-25
-5;-2;?;-830;-2;-23;-131.0;14
?;24;3;?;?;-21;-96.0;3
6;?;-9;-822;4;-21;?;-9
11;-40;43;-817;-40;-19;?;43
7;-63;23;-822;-63;?;-185.0;23
-3;-11;-32;?;?;-22;?;?
-4;-12;14;-827;-12;-23;-181.0;14
?;-31;?;-827;-31;-25;-151.0;19
4;1;?;-823;?;?;-177.0;-8
11;0;-3;-818;0;-23;-191.0;-3
14;?;-23;-818;-36;-24;?;-23
-4;-31;-16;-827;-31;?;-189.0;?
?;18;1;-833;18;-23;-141.0;?
-5;19;30;?;19;-22;?;30
9;-1;48;-818;-1;?;-59.0;48
?;-22;6;-816;-22;?;-84.0;6
7;-55;-22;?;-55;?;-162.0;-22
?;-32;-6;-831;-32;-26;-186.0;-6
-11;-5;8;-835;?;-27;-157.0;?
-5;-6;0;-828;-6;-23;-118.0;0
8;-3;-21;-819;-3;?;-117.0;-21
?;?;-33;-823;-5;?;-118.0;-33
-1;-4;-33;?;-4;-26;-146.0;?
-2;-3;-19;?;-3;-25;-143.0;-19
3;-16;12;-827;-16;-23;-167.0;12
1;-33;?;?;?;?;?;12
-2;-33;-5;-825;-33;?;-211.0;?
4;-37;11;-821;-37;-17;-189.0;?
5;-45;9;-822;?;-20;-183.0;9
2;-44;-11;-824;-44;-20;-189.0;?
?;-48;-10;-823;-48;-19;-180.0;?
?;-31;-20;-825;-31;-22;-176.0;-20
-2;-11;-16;-828;-11;-23;-131.0;-16
0;-13;8;-826;-13;-19;-104.0;?
6;13;-20;?;13;-21;-91.0;-20
6;?;-20;-828;39;-25;-70.0;-20
4;?;41;?;?;-19;-80.0;41
?;?;6;-828;-12;?;-117.0;6
0;-15;-14;?;-15;-23;-164.0;-14
7;-14;40;-828;-14;-23;?;40
?;-14;?;-832;-14;-23;-153.0;?
0;-24;19;-827;-24;-18;-151.0;19
?;-21;37;-821;-21;-16;-150.0;37
?;-30;14;-829;-30;-22;?;14
1;-16;?;-831;-16;-20;-163.0;?
6;?;-12;-824;-6;?;-161.0;?
8;-25;?;-828;-25;-21;-175.0;-2
4;-2;-17;-830;-2;-22;-181.0;-17
2;-41;-25;-832;-41;-23;-160.0;-25
3;-56;-18;?;-56;-29;-153.0;-18
?;-4;3;-830;?;-20;-137.0;3
4;-5;-16;-822;-5;?;-147.0;-16
7;-12;-46;-823;-12;-14;-160.0;-46
1;-44;?;-833;-44;-22;?;8
3;-42;1;-831;-42;?;-156.0;?
4;?;1;-829;16;-19;-171.0;1
-1;-22;40;?;-22;-22;-153.0;40
4;-64;7;-831;-64;-19;-160.0;7
0;-11;14;-831;-11;-18;-160.0;?
-5;-12;9;?;-12;?;-141.0;?
3;?;-6;-833;-28;-22;?;-6
?;-10;14;-829;-10;-19;-138.0;?
2;-28;-10;?;-28;-22;-147.0;-10
4;?;-23;-833;-14;-22;?;-23
?;?;-2;-826;?;-14;-160.0;-2
6;-38;-18;-833;?;-24;-161.0;-18
4;-31;-14;?;-31;-25;-161.0;-14
3;?;-2;-828;-15;-16;-157.0;-2
4;?;-13;-829;-36;?;-141.0;-13
1;-25;-3;-835;-25;?;-149.0;-3
?;?;-9;-837;-28;-26;?;-9
1;-47;-16;-832;-47;-19;?;-16
0;-31;-8;-832;?;-19;-152.0;?
?;-10;0;-837;?;-27;-151.0;0
7;-29;-5;-834;-29;-24;-161.0;-5
6;-45;-22;-833;-45;-22;?;?
-1;-25;5;-834;-25;-21;-142.0;5
1;-37;41;?;?;-20;-168.0;41
7;?;?;?;?;-22;-179.0;22
6;-33;7;?;?;-20;-172.0;7
?;?;7;-829;-33;-18;-184.0;7
6;?;-2;?;?;-24;-173.0;-2
3;-13;?;-836;-13;-25;-148.0;14
?;-17;10;-829;-17;-18;-145.0;10
2;-37;-6;-831;-37;-18;-154.0;-6
1;-39;14;-834;?;-21;-148.0;14
6;-14;-6;-835;-14;-25;-154.0;?
2;-31;?;?;-31;-26;?;-16
2;-32;?;-833;-32;-20;?;?
1;?;?;-834;?;-22;-161.0;-1
?;-22;5;-835;-22;-20;-161.0;?
1;-19;36;-833;-19;-19;-172.0;36
-1;-4;-15;?;?;-22;-168.0;-15
0;-29;-7;?;-29;-15;-163.0;-7
4;-43;5;?;?;-22;-166.0;5
6;-7;-6;-834;-7;-25;-135.0;?
1;1;20;-833;1;-20;?;20
-1;-46;11;-840;-46;-25;-142.0;11
1;-53;?;-839;-53;-25;-142.0;-1
0;?;25;-835;-17;-20;-145.0;25
?;-31;?;-833;?;-20;-152.0;?
3;-56;-2;-837;-56;?;-164.0;?
-3;-48;-4;-838;-48;-22;?;-4
-4;-32;?;-840;?;-23;-173.0;-14
0;?;-2;-843;-45;-28;-161.0;-2
?;-67;2;-838;-67;-25;-171.0;2
3;?;?;-836;-30;-24;-150.0;?
5;-6;-39;-835;-6;-24;-140.0;-39
1;3;-17;-838;3;-23;-144.0;-17
1;?;-25;-837;?;-22;?;-25
10;-23;-13;?;-23;-20;?;-13
5;?;17;-837;?;-26;-164.0;17
?;-10;10;-838;-10;-23;-174.0;10
?;?;14;-835;-24;-20;-164.0;14
6;-20;10;-833;-20;-21;?;10
5;?;-27;-831;-28;?;-161.0;-27
-4;-44;-24;-837;-44;-19;?;-24
2;-18;-10;-837;-18;-22;-181.0;?
?;-25;-24;-837;-25;?;-164.0;-24
?;-31;-7;?;-31;-21;?;-7
?;-9;28;-838;-9;?;-161.0;28
5;-13;38;-836;-13;-23;?;?
8;?;20;-835;14;-24;-141.0;20
6;14;-3;?;14;?;-152.0;-3
6;-51;8;-834;-51;?;-151.0;8
0;-24;-6;-842;-24;-26;-165.0;-6
-5;20;-22;?;20;?;-170.0;-22
4;?;-1;-832;-4;-18;-171.0;-1
6;14;?;?;14;?;-149.0;?
1;?;?;-839;2;-27;?;?
1;-30;7;?;-30;-17;?;7
2;?;12;-832;13;-18;-147.0;?
?;20;0;-835;20;-21;?;0
?;-3;?;?;-3;-23;-160.0;-22
-4;24;-4;-843;24;-26;-169.0;-4
0;10;-3;-837;10;-23;?;-3
?;?;3;-833;-14;-21;-160.0;3
1;8;-13;-836;?;-22;-171.0;-13
-4;0;15;-836;?;-19;?;15
-6;-24;57;?;-24;-21;-172.0;57
1;?;-4;-840;-16;-25;-157.0;-4
4;-12;-3;?;-12;-18;-166.0;-3
?;-12;3;?;-12;-20;-169.0;3
?;?;-13;?;?;-23;?;-13
-5;-8;-3;-837;?;-18;-170.0;-3
6;-13;-12;-833;?;-21;-145.0;?
?;21;?;-834;21;-19;-161.0;14
?;33;17;-834;33;-17;-153.0;17
?;17;?;?;17;-19;-153.0;?
0;?;-5;-837;16;-21;-142.0;-5
7;?;-40;-836;-12;-26;-156.0;-40
4;-34;8;?;-34;-24;-179.0;8
1;2;-5;-835;?;?;-182.0;?
5;-8;-24;-831;-8;-19;-161.0;-24
2;-31;-24;-832;?;-20;-181.0;-24
-3;-2;-16;-838;-2;-22;-158.0;?
0;-10;-3;-838;-10;-23;-150.0;?
3;-43;-12;-837;?;-22;-137.0;-12
3;-30;5;-834;?;-20;?;5
?;-12;1;-830;-12;-17;-148.0;?
1;?;0;-837;-17;-22;?;0
1;?;?;-839;-9;?;-167.0;-9
8;?;-8;-830;-4;?;-179.0;-8
?;?;18;-830;6;-18;-164.0;?
3;28;-25;-834;28;-18;-148.0;?
-2;?;-11;-834;?;-18;-131.0;?
?;-17;32;-834;-17;-17;-145.0;?
?;?;10;-830;-16;-16;-178.0;10
16;-36;21;-824;-36;-14;-190.0;21
11;-35;12;-824;-35;-14;-211.0;12
2;-51;?;-832;?;-20;-211.0;-46
0;-91;?;-837;?;-23;?;-39
?;?;-13;-835;-81;-21;-177.0;-13
3;?;4;-835;-42;-23;?;?
4;?;?;-839;1;-26;-96.0;6
0;27;4;-841;?;-24;?;4
?;?;?;-840;10;-26;-118.0;61
11;11;41;-834;11;-25;-132.0;41
?;-12;-5;-832;-12;?;-145.0;-5
?;-49;-3;-835;-49;-22;?;-3
6;?;?;?;-43;?;-166.0;-12
1;-27;6;-837;-27;-24;-153.0;6
6;4;-12;-835;4;-23;-150.0;-12
10;-7;-21;-833;?;-24;-161.0;?
4;-1;10;-835;-1;?;-142.0;?
-1;29;4;-837;29;-20;-141.0;?
-2;6;9;-837;?;-20;?;?
?;5;?;-837;5;-23;-141.0;20
?;3;?;?;3;-23;-141.0;-12
2;-11;?;-832;-11;-19;-140.0;-19
1;-13;7;-833;-13;-20;-144.0;7
2;2;5;?;2;-24;?;5
2;17;-13;-839;17;-26;-172.0;-13
?;8;-15;-835;?;?;-174.0;-15
?;5;4;-834;5;-20;-151.0;?
0;-26;3;-835;-26;-21;-152.0;3
-2;-23;-1;-834;-23;-18;-149.0;-1
?;8;8;?;8;-19;?;8
?;?;-2;-839;-3;-26;-141.0;-2
4;20;11;-835;20;-25;-150.0;?
2;23;27;-833;23;-21;?;27
?;-15;?;-836;-15;-22;-181.0;0
2;-21;7;-836;?;?;-171.0;7
0;0;?;-837;?;?;?;14
-8;7;?;?;?;-22;-155.0;?
-6;?;?;?;-20;-21;-138.0;20
0;?;?;?;-7;-26;-130.0;14
5;41;-30;-832;?;-24;-129.0;-30
1;41;6;-831;41;-20;-117.0;6
?;28;25;-834;28;-19;-132.0;25
3;46;-11;-829;46;-18;-147.0;-11
3;37;6;-832;?;?;-153.0;6
1;8;30;-836;?;?;-148.0;30
-2;15;-2;-836;15;?;-168.0;-2
3;12;-7;-832;12;?;-163.0;-7
?;?;19;-831;?;?;-161.0;19
-8;?;?;-837;15;-20;-152.0;?
0;34;16;-832;34;-20;-151.0;?
-5;?;24;?;46;-23;?;24
?;36;27;?;?;-22;?;27
7;?;-5;?;-20;?;-164.0;-5
-2;-32;-32;-829;?;-14;-202.0;-32
?;-21;-6;?;-21;-18;-204.0;?
0;-48;-4;-832;?;-19;-193.0;-4
-7;-9;-21;-838;-9;?;?;-21
-4;-6;0;-842;-6;-28;?;0
?;-31;4;-842;-31;-24;-141.0;4
-3;?;-12;?;19;-21;-149.0;-12
1;20;4;-836;20;-24;-143.0;4
?;8;17;-835;8;?;-155.0;17
2;4;18;-834;4;-23;?;18
6;15;17;-834;15;?;-151.0;17
6;9;19;-834;9;-25;-151.0;19
1;-23;18;-833;?;-20;-151.0;?
6;10;-8;?;10;-18;?;-8
0;?;?;-834;?;-21;?;-12
-9;-15;10;-842;-15;-25;-188.0;10
-2;?;0;-837;8;-24;?;0
-2;0;2;?;?;-20;?;2
-2;-33;?;-835;-33;-23;-144.0;28
5;-12;6;-832;-12;-25;-134.0;6
0;13;-11;-834;?;?;-143.0;-11
-2;-5;14;-834;-5;-20;-135.0;14
0;27;13;?;27;-23;?;?
-3;55;9;?;?;-24;-153.0;?
-2;9;18;-835;9;-20;-133.0;?
-2;-5;9;-835;-5;-20;?;?
1;-6;9;-832;-6;-19;-142.0;9
?;?;3;?;-18;-22;?;?
-4;-9;18;-837;-9;-21;?;18
4;-4;?;-830;-4;-20;-153.0;37
-1;-22;10;-835;-22;?;-171.0;10
-7;-30;6;-833;-30;-16;?;6
-5;1;2;-835;1;-21;-163.0;2
-4;2;?;-839;2;-25;-174.0;5
-1;19;37;?;19;-23;-160.0;?
-3;46;36;?;46;-26;-136.0;36
-8;1;19;-839;1;-22;-149.0;19
-1;-5;10;-833;-5;?;-144.0;10
2;19;5;-833;19;-21;-150.0;5
-1;-9;11;-834;-9;?;-180.0;11
2;10;3;-828;10;-16;-166.0;?
?;24;-12;?;24;-17;-174.0;-12
5;-20;?;-832;-20;-23;?;5
-1;2;0;-834;2;-22;?;?
-3;26;-29;-834;26;?;?;?
-2;11;19;-835;?;?;-140.0;19
2;21;44;-834;21;?;-153.0;44
?;27;?;-833;27;?;-135.0;7
5;27;24;-831;27;-22;-135.0;24
6;20;24;-830;20;?;-141.0;24
-3;18;19;-836;?;-22;-165.0;19
7;33;26;?;?;-25;?;26
11;20;-15;-829;20;?;-171.0;?
-5;-14;-43;-837;?;?;-192.0;-43
2;-16;-11;?;-16;-28;-178.0;-11
?;?;23;-833;?;?;-162.0;23
0;15;-10;-831;15;-20;-161.0;-10
0;?;-35;?;13;-27;-169.0;-35
?;7;-5;-840;7;-25;-181.0;-5
0;17;18;-835;17;-22;?;18
-1;3;27;?;3;-26;-160.0;27
1;-28;19;-833;-28;-21;-144.0;?
4;-24;-14;-831;-24;?;-170.0;-14
-2;26;-37;?;?;-25;-151.0;-37
-2;17;-16;-831;17;-19;-179.0;-16
-1;-43;8;-833;?;-21;-176.0;8
-5;-25;-1;?;-25;-22;-169.0;-1
0;?;8;-830;?;-20;-151.0;8
2;57;23;-832;57;-23;?;23
-1;64;?;-835;64;-23;?;13
2;34;8;?;34;?;-85.0;8
2;36;8;-837;?;-27;-105.0;8
-2;49;14;-827;49;-13;-126.0;14
1;31;21;-829;31;-19;-157.0;?
?;2;-22;-831;?;-22;-188.0;-22
?;-20;-56;-828;-20;-18;-220.0;-56
?;-36;-28;?;-36;?;?;?
1;-44;?;-834;-44;-25;-220.0;-12
-5;-18;?;-839;?;-27;-194.0;-15
-8;30;8;?;30;-26;-156.0;8
-1;27;?;-834;27;?;-134.0;43
3;3;?;-831;3;-23;-118.0;27
2;19;-3;-828;19;-18;?;-3
5;28;?;-824;28;?;-121.0;7
7;1;-5;-823;1;-16;-167.0;-5
?;?;-19;-826;?;-18;-176.0;-19
?;-24;-5;-830;-24;?;-183.0;-5
-4;?;-3;-836;45;-23;-175.0;-3
-9;?;9;-836;56;-19;-148.0;9
-2;?;19;-829;29;?;-114.0;19
6;?;12;?;35;-21;-91.0;12
?;18;33;-832;18;-20;-130.0;33
?;-38;?;?;-38;-18;-193.0;3
9;-37;-48;?;-37;-19;-235.0;-48
0;-25;?;-831;-25;-19;-260.0;?
-2;-59;-35;-834;-59;?;?;-35
-2;-67;?;-835;-67;?;-200.0;?
1;-55;1;-832;-55;-22;-160.0;1
2;?;8;-830;-10;-19;-146.0;8
-7;?;-9;-836;14;-18;-112.0;-9
-6;?;28;-837;-3;-21;-103.0;28
0;31;14;-834;31;-23;-116.0;14
-5;25;1;?;?;-20;-135.0;1
1;-10;?;-830;-10;?;-147.0;?
8;6;17;?;6;-20;-175.0;?
0;2;17;-838;2;?;?;?
-5;?;8;-837;-23;-21;-180.0;8
-2;-34;6;-830;-34;-16;-201.0;?
1;?;21;-833;-25;-22;-210.0;21
-5;8;30;?;8;?;?;30
-5;34;9;?;?;-20;-157.0;9
?;37;11;?;37;?;?;11
0;28;?;-833;?;-21;-127.0;18
?;9;-11;-834;9;-25;?;?
3;13;3;-832;13;-21;-156.0;3
-1;10;-2;-830;10;-17;?;-2
0;-26;?;-833;-26;-22;-184.0;-9
1;-30;-6;?;-30;-23;-187.0;-6
5;4;?;?;4;-21;-174.0;-32
-3;26;6;?;26;?;-157.0;6
-7;23;18;-837;23;?;-142.0;18
1;?;7;-830;8;-20;?;7
?;-5;?;-827;-5;-15;?;?
-4;9;19;-837;9;-24;-151.0;19
5;18;?;-831;18;?;?;28
2;-1;0;-825;-1;-15;?;0
-2;-6;-26;-827;-6;-15;-178.0;-26
?;-28;-17;-828;-28;-19;?;-17
4;?;?;?;-24;-21;-166.0;-12
5;30;-13;-829;30;-21;?;?
3;39;-13;-832;39;-23;-164.0;-13
?;16;2;-830;16;-19;-152.0;?
1;-14;11;?;-14;?;-165.0;11
-1;-21;8;?;-21;-23;-153.0;8
0;2;21;-835;?;?;-151.0;?
-1;7;?;-831;7;-19;-151.0;?
-7;?;-6;-833;-2;-17;-150.0;?
7;-7;24;-827;-7;-19;-159.0;24
?;6;-21;-828;6;?;-170.0;-21
?;-1;-32;-837;-1;?;-181.0;-32
-3;-14;13;-835;?;-22;-191.0;13
-3;-3;?;-833;-3;-19;-177.0;-3
2;12;?;-833;12;-22;-162.0;-4
2;42;1;?;?;-23;-154.0;1
?;43;29;?;43;-25;?;29
?;?;27;-833;?;-21;?;27
0;46;-5;-828;46;?;-136.0;-5
2;27;-2;-835;27;-23;-166.0;-2
-1;2;-21;-837;2;-27;?;-21
-1;-29;-4;-831;-29;-18;?;-4
?;?;?;-831;-20;-18;-190.0;8
2;17;-5;-831;17;?;?;-5
1;0;?;?;0;-19;?;-3
-4;?;-3;-837;-24;-21;-162.0;?
-1;-22;9;?;-22;?;-160.0;9
0;-29;-13;-834;-29;-21;?;-13
3;-9;?;-834;-9;?;-160.0;?
?;-9;1;?;-9;-20;?;1
0;-9;-2;-835;-9;-21;?;-2
6;26;7;-837;26;-26;-163.0;7
5;4;?;-831;?;-22;-156.0;8
?;-2;11;-829;-2;?;-155.0;11
1;3;-3;-831;3;-20;-160.0;-3
-3;?;-13;-832;-34;-18;-170.0;-13
-3;-6;-26;-835;?;-20;-180.0;-26
1;27;-35;-835;27;?;-161.0;-35
2;-2;6;-831;-2;?;-169.0;6
-1;?;-18;-832;?;?;?;-18
?;16;?;?;?;?;-151.0;-26
4;-20;-14;-831;-20;-20;-160.0;?
?;-13;-8;?;-13;-21;-161.0;-8
0;?;28;-841;-13;-28;-161.0;28
4;?;-29;-837;-12;-26;-161.0;-29
-1;-20;-20;?;-20;?;-173.0;-20
1;4;35;-836;?;-24;?;35
6;12;23;?;12;-22;?;23
-1;?;5;-835;-2;-21;-155.0;5
1;18;?;?;18;-17;-156.0;-23
4;-19;15;-828;-19;-16;?;15
0;?;16;-834;?;-20;?;16
1;?;-25;-832;?;-18;-184.0;-25
4;-36;-4;?;-36;-19;-186.0;-4
5;-3;?;-833;-3;-22;?;7
2;-1;-9;?;-1;-19;-164.0;-9
-4;-2;-23;-837;?;-22;?;?
?;-24;?;?;-24;-20;-164.0;-13
?;?;3;-833;-40;-18;?;3
?;21;9;-832;21;?;-161.0;9
5;36;18;-831;36;?;-171.0;18
4;-16;?;-834;-16;-24;-159.0;34
5;?;45;-830;-30;-21;-150.0;45
?;-14;19;-833;?;-21;-156.0;19
-4;?;9;-835;?;-21;-172.0;9
-4;-11;18;-836;-11;-20;-175.0;18
?;?;18;-841;6;-24;-174.0;18
1;0;22;?;0;-20;-158.0;22
0;-8;-12;-834;?;-22;-157.0;-12
-5;3;-15;-838;3;-22;-148.0;-15
0;?;17;?;?;-21;-153.0;17
3;?;17;?;-8;-25;-148.0;17
4;16;18;-833;16;?;-175.0;?
5;-2;4;-835;?;-26;-191.0;?
1;16;-9;-838;16;-27;?;-9
2;20;9;-833;20;-21;-161.0;9
1;-9;0;-833;?;-20;-170.0;?
1;9;-10;-834;?;-22;-162.0;?
4;8;16;?;?;-23;-184.0;16
-4;?;6;-837;2;-20;-175.0;6
-1;19;-10;-833;19;-18;-175.0;?
?;2;8;-834;2;-23;-177.0;8
2;-13;1;-835;-13;-22;-171.0;1
3;20;?;-826;?;-11;-166.0;-24
-3;?;-15;?;?;-13;-160.0;-15
1;?;6;?;?;-25;-160.0;?
?;1;7;-836;1;?;-169.0;7
2;8;10;-832;8;-19;-163.0;10
?;6;3;-831;6;-18;-168.0;3
3;-5;-13;-833;?;-21;-180.0;-13
5;?;4;-832;2;-23;-181.0;4
?;?;27;?;40;-20;-161.0;27
-2;-4;22;-831;-4;-17;-152.0;22
?;-32;15;?;-32;-18;-162.0;15
-2;19;4;-833;19;?;-173.0;?
?;26;?;-833;26;-20;-165.0;?
-3;8;7;-832;?;?;-152.0;7
1;10;7;-830;?;-19;-181.0;7
-3;30;14;?;30;-18;-173.0;14
-6;11;15;?;?;-19;?;15
-1;-14;8;-834;-14;-21;-168.0;8
?;7;28;-835;?;-21;?;28
3;8;16;?;?;-21;-165.0;16
6;5;-25;-828;?;?;?;-25
2;?;6;-836;7;-25;-161.0;?
1;10;28;?;10;-28;-170.0;28
3;31;?;-836;31;-25;?;19
3;27;28;-837;27;?;-181.0;?
?;-8;-13;-835;?;-22;-160.0;-13
2;-18;-26;-835;?;?;-161.0;-26
3;-4;8;-836;-4;-25;-161.0;8
0;13;19;-833;?;-20;?;?
0;29;18;-833;29;-20;?;18
0;27;18;?;?;-20;-173.0;18
1;10;4;-833;10;?;?;4
-4;?;-18;-837;3;-22;-164.0;-18
-7;16;?;-833;16;-17;?;13
2;28;37;-827;28;?;-156.0;37
2;?;-10;-832;?;-21;?;-10
-4;?;-33;?;-33;?;-184.0;-33
-2;-11;?;-831;-11;-18;-162.0;-2
0;0;17;?;0;-16;-170.0;17
-1;-6;?;-831;-6;-18;-161.0;-11
-2;-2;-17;-835;?;?;-171.0;-17
-2;8;21;-834;8;-20;-161.0;21
?;-1;20;-830;-1;-18;?;20
?;-35;-3;-837;-35;?;-171.0;?
?;?;2;-835;0;-22;-167.0;2
?;32;-13;-832;?;-19;-166.0;-13
3;-7;-3;-835;?;?;-180.0;-3
?;?;?;-835;-11;-22;-168.0;28
1;?;10;-836;6;-24;-176.0;10
2;4;6;-837;?;-25;-185.0;6
?;12;8;-836;?;-23;-159.0;8
3;-6;?;-836;-6;-26;?;10
0;-7;3;-837;-7;-25;?;3
-4;27;-1;?;?;-21;-168.0;?
?;?;10;-833;3;-22;-172.0;?
?;?;-26;?;-24;-23;-171.0;-26
3;-25;-18;-837;-25;-26;-191.0;-18
3;?;-3;-834;-37;-23;-180.0;-3
1;-1;-12;-832;-1;-18;-170.0;-12
1;?;?;-837;15;?;-173.0;-3
-1;-14;-13;-837;-14;-24;-166.0;-13
3;?;6;?;19;-20;-165.0;6
6;5;-4;-833;5;-23;-166.0;-4
0;-24;?;-837;-24;?;-170.0;19
2;29;?;-834;?;-23;-178.0;56
1;37;7;-835;37;-23;-174.0;7
-3;10;12;-837;10;-23;-180.0;12
3;?;19;?;0;-21;-159.0;19
?;-6;-4;-827;-6;?;-165.0;-4
?;-1;?;-837;-1;?;-141.0;1
?;-5;-5;-839;?;-27;-169.0;?
?;-4;-23;-831;-4;-18;-171.0;-23
0;1;-11;-833;1;-21;-180.0;-11
1;?;21;?;-28;-22;-161.0;21
?;-20;-2;-830;?;-19;?;-2
0;?;-5;?;?;-20;?;-5
?;16;?;?;16;?;-171.0;17
3;17;-2;-833;17;-22;-137.0;-2
0;24;11;-835;?;-24;-137.0;11
