InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit LUA gyroZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-129;20.0;-90;877.0;72;-10;10;-129
-123;58.0;-36;853.0;10;54;-54;-123
-121;133.0;-18;826.0;-5;93;-93;-121
?;197.0;-40;856.0;20;-222;222;-132
-158;191.0;-14;896.0;-10;1280;-1280;-158
-472;142.0;-14;972.0;-8;3045;-3045;-472
-678;64.0;-16;1035.0;-7;3297;-3297;-678
-711;-14.0;-15;952.0;-8;3189;-3189;-711
-968;21.0;-15;882.0;-8;2916;-2916;-968
-950;-19.0;-15;823.0;-8;2841;-2841;-950
-652;-90.0;?;759.0;-7;2055;-2055;-652
-344;-108.0;-14;650.0;-10;1607;-1607;-344
-567;-170.0;?;511.0;-6;?;-1429;-567
-1059;-255.0;-15;382.0;-8;?;576;-1059
-486;-232.0;-11;225.0;-13;-2040;2040;-486
-151;-258.0;-40;132.0;24;-1667;1667;-151
-446;-196.0;-34;61.0;13;-1329;1329;-446
1346;-23.0;-55;-22.0;43;-1393;1393;1346
2374;164.0;-30;60.0;9;?;1032;2374
544;165.0;-40;240.0;23;-381;381;544
-95;117.0;-81;378.0;86;30;-30;-95
84;133.0;116;437.0;-139;89;-89;84
-61;146.0;99;463.0;14;4;-4;-61
?;162.0;?;?;68;-16;16;90
24;216.0;-68;481.0;182;-18;18;24
36;?;-751;505.0;780;-17;17;36
53;114.0;-149;580.0;209;-12;12;53
26;28.0;379;649.0;-587;-24;24;26
65;-84.0;60;723.0;-250;6;-6;65
118;-218.0;-86;793.0;127;-16;16;118
98;-386.0;-73;734.0;50;-65;65;98
-24;-405.0;-8;608.0;-9;?;18;-24
-93;-231.0;-42;532.0;?;-30;30;-93
-136;-104.0;-51;522.0;68;-60;60;-136
-159;?;3;632.0;21;-50;?;-159
-153;-187.0;-15;624.0;8;-58;58;-153
-153;-237.0;?;625.0;12;-54;54;-153
-153;-271.0;-35;552.0;1;-54;54;-153
-160;-280.0;-32;395.0;14;-56;56;-160
-142;-271.0;-33;273.0;34;-54;54;-142
-176;-268.0;?;239.0;58;-56;56;-176
-114;-256.0;-38;270.0;33;?;51;-114
32;-279.0;-11;227.0;-17;-11;?;32
-19;-288.0;-21;148.0;-4;49;-49;-19
-56;-255.0;2;86.0;-28;64;-64;-56
24;-84.0;49;-25.0;-81;29;-29;24
54;104.0;40;8.0;-62;11;-11;54
48;220.0;-38;104.0;25;15;-15;48
50;154.0;?;274.0;67;14;-14;50
50;30.0;-23;429.0;17;14;-14;?
47;-88.0;-26;?;?;13;-13;47
55;-142.0;-54;356.0;55;16;?;55
34;-84.0;-21;218.0;24;13;-13;34
-10;-93.0;-1;138.0;5;32;-32;-10
-12;-44.0;-16;65.0;22;55;-55;-12
-8;-9.0;-29;98.0;36;54;-54;-8
-34;-28.0;-26;?;38;56;-56;-34
-13;-19.0;-7;183.0;22;13;-13;-13
?;-51.0;-4;222.0;?;?;?;-7
-24;-108.0;-21;246.0;38;40;-40;-24
-42;-199.0;-23;226.0;42;-5;5;-42
-76;-202.0;-14;113.0;35;24;?;-76
-35;-248.0;-11;6.0;33;45;-45;-35
-33;-337.0;-8;-20.0;30;18;-18;-33
-30;-365.0;-7;-37.0;32;-8;8;-30
-4;-443.0;-18;-101.0;44;-38;38;-4
-41;-468.0;-13;-87.0;36;-27;27;-41
-3;-549.0;9;-85.0;15;?;15;-3
-2;-691.0;6;-4.0;19;-18;18;?
?;-704.0;0;16.0;24;-10;10;-55
-8;-678.0;4;-12.0;21;?;4;-8
15;-718.0;6;-8.0;21;7;-7;15
-21;-699.0;7;1.0;19;33;-33;-21
-8;-701.0;1;30.0;27;39;-39;-8
2;-773.0;?;80.0;25;14;-14;2
-5;-744.0;-6;77.0;33;5;-5;-5
-21;-777.0;-14;120.0;41;20;-20;-21
-55;-849.0;-2;?;29;24;-24;-55
-54;-851.0;-1;132.0;29;24;-24;-54
-31;-792.0;-6;140.0;33;20;-20;-31
-1;-736.0;-18;54.0;44;-5;5;-1
10;-673.0;-15;-25.0;41;-20;20;10
10;-544.0;-2;-90.0;30;-12;12;10
?;-461.0;-1;-73.0;29;?;-6;19
19;-412.0;3;2.0;26;6;-6;19
26;-372.0;4;39.0;27;-21;?;26
32;-326.0;10;15.0;20;?;26;32
21;-284.0;-1;33.0;30;-29;29;21
-10;-247.0;-9;43.0;38;-20;20;-10
2;-268.0;7;120.0;25;-17;17;2
65;-290.0;0;114.0;36;-45;45;65
51;-353.0;-3;163.0;34;-17;17;51
-2;-341.0;8;1.0;27;-8;8;-2
16;-368.0;-1;6.0;35;-35;35;16
55;-260.0;-4;76.0;33;-35;35;55
27;-188.0;-4;-5.0;38;-25;25;27
-12;-165.0;-8;-63.0;42;1;-1;-12
23;-144.0;11;-9.0;24;6;-6;23
48;-118.0;13;54.0;22;6;-6;48
30;-10.0;-2;159.0;33;-4;4;30
17;119.0;0;100.0;31;-29;29;17
9;193.0;-3;57.0;34;-26;26;9
9;257.0;-4;-89.0;35;-24;24;9
7;339.0;5;?;27;-29;29;7
17;260.0;8;-121.0;26;-17;17;17
13;212.0;3;-3.0;28;3;-3;13
-2;135.0;2;?;31;28;-28;-2
18;163.0;2;121.0;36;?;?;18
24;192.0;1;80.0;34;-10;10;24
-15;220.0;-1;73.0;34;28;-28;-15
-36;230.0;-4;18.0;37;12;-12;-36
6;216.0;0;18.0;35;-37;37;6
1;185.0;4;12.0;34;-21;21;1
-32;174.0;-2;29.0;36;13;-13;-32
?;152.0;1;29.0;34;?;?;?
?;135.0;2;53.0;34;-39;39;?
-16;127.0;-6;77.0;39;-17;?;-16
3;141.0;-5;63.0;42;29;-29;3
-3;120.0;-6;119.0;40;-12;12;-3
-2;52.0;-10;155.0;36;-17;17;-2
6;46.0;1;114.0;26;-17;?;6
14;11.0;3;96.0;24;-39;39;14
-4;-7.0;-4;39.0;36;-4;4;-4
-4;-13.0;-6;0.0;36;-20;?;-4
43;12.0;1;-20.0;24;-32;32;43
24;8.0;7;-35.0;21;-5;5;24
-16;14.0;-3;-16.0;26;-62;62;-16
13;11.0;-5;-20.0;29;-20;?;13
6;-31.0;3;12.0;?;7;-7;6
-11;?;5;37.0;28;-41;41;?
-4;37.0;2;82.0;35;20;-20;-4
-39;53.0;-7;123.0;40;21;-21;-39
-34;77.0;-2;130.0;30;-1;1;-34
-10;93.0;5;155.0;30;49;-49;-10
-15;111.0;-5;187.0;43;15;-15;-15
-9;121.0;-4;?;33;-11;11;-9
-2;140.0;3;194.0;28;24;-24;-2
16;114.0;3;148.0;33;-26;26;16
20;72.0;9;115.0;20;-25;25;20
-25;-4.0;-2;89.0;36;?;-49;-25
?;-151.0;-1;82.0;40;15;-15;-62
-48;-223.0;3;-38.0;34;?;40;-48
-53;-389.0;-19;-69.0;55;-14;14;-53
-66;-500.0;-11;-117.0;44;6;-6;-66
-31;-661.0;?;-96.0;32;-9;9;-31
-29;-767.0;7;-53.0;36;-20;20;-29
-43;-965.0;7;-51.0;39;-5;?;?
-31;-1032.0;-2;?;50;31;?;-31
-42;-1080.0;-1;30.0;46;24;-24;-42
-44;-1050.0;4;24.0;39;?;20;-44
-41;-997.0;-4;-168.0;47;-28;28;-41
-41;-775.0;?;-254.0;46;-22;22;-41
-23;-656.0;?;-329.0;49;-7;7;-23
2;-649.0;-1;-299.0;46;4;-4;2
?;-567.0;6;-112.0;40;4;-4;?
-15;-533.0;-2;53.0;41;31;-31;-15
20;-467.0;19;?;59;14;-14;20
50;-474.0;?;252.0;122;-20;20;?
33;-331.0;?;293.0;25;8;-8;33
43;-167.0;18;223.0;-98;9;-9;43
32;-150.0;-128;136.0;143;?;35;32
-22;-118.0;-102;39.0;225;-27;27;-22
8;-102.0;108;-7.0;-143;9;-9;8
?;-110.0;33;23.0;-132;-7;7;-20
-88;-133.0;-112;114.0;118;43;-43;-88
-277;-56.0;-25;222.0;63;42;-42;-277
-347;43.0;6;104.0;?;-85;85;-347
-258;206.0;-6;7.0;71;-105;105;-258
-706;290.0;18;100.0;43;56;-56;-706
-856;148.0;-6;224.0;77;434;-434;-856
-937;142.0;21;189.0;42;95;-95;-937
-777;278.0;-19;185.0;67;393;-393;-777
176;281.0;-70;225.0;125;1248;-1248;176
-286;330.0;75;202.0;13;-130;130;?
-1616;483.0;65;?;23;-1273;1273;-1616
-2292;599.0;-62;484.0;139;-1572;1572;-2292
-2885;767.0;-20;633.0;109;-1351;1351;-2885
-4331;942.0;-63;725.0;?;-1335;1335;-4331
-4453;1053.0;-79;837.0;?;-1448;1448;-4453
-1214;1111.0;-14;848.0;61;1330;-1330;-1214
609;1231.0;-113;835.0;-57;1999;-1999;609
100;1144.0;5;812.0;-458;254;-254;100
239;960.0;-199;896.0;-909;101;-101;239
219;742.0;-840;?;-804;-69;69;219
-45;676.0;-809;705.0;-295;-79;79;-45
-46;436.0;-747;605.0;127;-2;2;-46
-13;230.0;-960;701.0;210;-78;78;-13
5;320.0;-645;926.0;169;13;-13;5
-7;177.0;-355;988.0;-45;?;-9;-7
-43;-168.0;-384;756.0;-323;4;-4;-43
-45;?;-171;306.0;-195;-18;18;-45
-20;-563.0;-2;-63.0;-54;-34;34;-20
-18;-662.0;5;-360.0;-33;1;-1;-18
-17;-884.0;-67;-461.0;-93;-15;15;-17
-24;-1247.0;-50;-507.0;-35;-33;33;-24
-32;-1544.0;-57;-687.0;-28;-56;56;-32
?;-1726.0;-63;-887.0;?;-84;84;-33
-68;-1743.0;?;-1047.0;324;?;26;-68
-60;-1618.0;265;-1207.0;246;-317;317;-60
-219;-1424.0;1122;-1325.0;1130;-663;663;-219
-275;-1213.0;1304;-1459.0;1431;-1198;1198;-275
-866;-1189.0;-407;-1345.0;-313;-1745;1745;-866
-2080;-1315.0;-464;-1074.0;-401;-2244;2244;-2080
-3559;-1403.0;-13;-726.0;68;?;3857;-3559
-7565;-1371.0;-174;-469.0;-98;-3337;3337;-7565
-9654;-1245.0;-43;-432.0;44;1165;?;-9654
-6644;-1086.0;-118;-534.0;-21;3028;-3028;-6644
-3513;-676.0;-83;-878.0;25;1606;-1606;-3513
-1587;?;-67;-970.0;?;1880;-1880;-1587
-901;-541.0;-94;-1071.0;22;2199;-2199;-901
-341;-345.0;-78;-1138.0;?;2555;-2555;-341
381;-320.0;-105;-972.0;?;3245;?;381
345;-325.0;-73;-706.0;36;3161;-3161;345
750;-361.0;-55;-303.0;48;?;-3728;750
1238;-411.0;-80;?;?;4002;-4002;1238
?;-348.0;-61;-8.0;?;4255;-4255;1265
922;-369.0;-64;161.0;13;?;-4484;?
1248;-216.0;-78;446.0;-4;4867;-4867;1248
1430;-188.0;?;716.0;4;4547;?;1430
1396;-286.0;-75;664.0;-2;4497;-4497;1396
1932;-386.0;-66;401.0;16;5391;-5391;1932
-1338;-261.0;-92;215.0;12;819;-819;-1338
-5533;4.0;-79;187.0;72;-3584;3584;-5533
-4182;175.0;25;250.0;212;-3463;3463;?
-1080;206.0;37;355.0;230;-3953;3953;-1080
-1022;144.0;36;435.0;227;-3987;3987;-1022
-1711;122.0;-48;595.0;280;-3136;3136;-1711
-596;167.0;-319;739.0;286;?;1041;-596
309;235.0;-123;880.0;346;296;-296;309
118;315.0;234;1046.0;505;-135;135;118
72;430.0;-76;1429.0;215;42;-42;72
71;509.0;-451;1763.0;-339;-9;9;71
38;549.0;-469;1710.0;-415;-132;132;38
27;506.0;-248;1534.0;-330;-49;49;27
-13;528.0;312;1254.0;111;-81;81;-13
-21;567.0;191;992.0;?;-21;21;-21
-21;574.0;-445;760.0;?;?;36;-21
24;528.0;-416;574.0;-514;-70;70;24
26;?;-383;499.0;-450;-91;91;?
71;158.0;-103;368.0;-126;-36;36;?
130;?;338;?;272;84;-84;130
?;-605.0;-18;-760.0;-74;80;-80;48
8;-1005.0;-398;-1392.0;-458;15;-15;8
48;-1192.0;-345;-1951.0;-474;7;?;48
-45;-1231.0;241;-2400.0;518;-173;173;-45
?;-1278.0;1015;-2785.0;1311;-754;754;-64
101;-1338.0;-361;-2972.0;-299;-1852;1852;101
439;-1394.0;-1549;-3098.0;-1354;-2724;2724;439
387;-1276.0;-443;-2929.0;-349;-3537;3537;387
33;-1199.0;-289;-2655.0;-226;-4061;4061;33
480;-1097.0;-326;-2320.0;-224;-2183;2183;480
476;-930.0;36;-1966.0;97;419;-419;476
-226;-642.0;-124;-1515.0;-33;1639;-1639;-226
-350;-243.0;-51;-902.0;31;1641;-1641;-350
-381;181.0;-82;-164.0;-1;934;-934;-381
-396;524.0;-91;455.0;-9;752;-752;-396
-338;?;-49;1088.0;22;?;-450;-338
-422;1091.0;-74;1705.0;-12;-39;39;-422
-585;1329.0;-41;2214.0;11;42;-42;-585
-511;1508.0;-57;2528.0;-12;-53;53;-511
?;1413.0;-76;2849.0;?;-440;440;-263
-183;1359.0;-58;3408.0;-32;-495;495;-183
64;1451.0;-51;3809.0;-29;-147;147;64
250;1332.0;-63;3848.0;-44;133;-133;250
259;996.0;-67;?;-53;330;-330;259
305;671.0;-66;2063.0;?;264;-264;305
250;301.0;-65;1159.0;-50;-16;16;250
361;250.0;-74;574.0;?;?;151;361
541;286.0;?;?;-54;-478;478;541
517;178.0;-65;121.0;-59;-549;549;517
575;100.0;-74;-127.0;-74;?;684;575
772;?;-55;-279.0;-56;-1195;1195;772
1070;71.0;-44;-220.0;-49;-1105;1105;1070
1177;111.0;?;-129.0;-49;-1025;1025;1177
967;112.0;-45;13.0;-50;-1106;1106;967
1229;198.0;-38;82.0;-44;-1099;1099;1229
1892;262.0;-17;122.0;-25;-1120;1120;1892
1745;432.0;-12;101.0;-20;-1542;1542;1745
1985;590.0;-12;158.0;-17;-1522;1522;?
2589;589.0;?;295.0;-14;-621;621;2589
1902;481.0;-10;477.0;-15;-1098;1098;1902
3828;310.0;11;494.0;6;-398;398;3828
5935;231.0;-20;359.0;-31;1736;-1736;5935
3251;158.0;-59;153.0;?;1519;-1519;3251
2423;120.0;-39;-31.0;-53;1428;-1428;2423
3968;?;-175;-272.0;-203;1885;-1885;3968
1843;74.0;-339;-466.0;?;502;?;1843
-249;?;-142;-571.0;-178;-375;375;-249
138;22.0;207;-600.0;165;68;-68;138
67;52.0;170;-608.0;127;10;?;67
?;77.0;-250;-626.0;-295;?;14;239
423;133.0;-419;-587.0;-444;?;-85;423
351;228.0;-149;-573.0;-253;-52;52;351
480;258.0;89;-508.0;?;-99;99;480
326;316.0;184;-509.0;10;?;132;326
325;314.0;299;-530.0;124;-93;93;325
265;290.0;317;-636.0;147;-47;47;265
150;179.0;329;-786.0;200;-2;?;150
137;60.0;402;-918.0;205;1;-1;137
114;90.0;295;-959.0;249;-70;70;114
112;148.0;80;-1030.0;330;-72;72;112
111;200.0;87;-1016.0;327;-73;73;111
60;222.0;125;-830.0;370;-120;120;60
-50;388.0;-286;-736.0;151;-30;?;-50
23;401.0;-1168;-723.0;-8;-176;176;23
-136;433.0;-967;-561.0;-371;-159;159;-136
-14;643.0;-1623;-367.0;-139;?;257;-14
275;822.0;-1409;-92.0;-462;-749;749;275
279;862.0;1621;121.0;-1820;-1087;1087;279
745;840.0;-539;215.0;471;-1588;1588;745
-101;808.0;-3018;219.0;2277;-835;?;-101
?;809.0;-2365;168.0;1867;-2048;2048;1543
6987;806.0;-2393;188.0;1841;-4303;4303;6987
7095;839.0;-319;176.0;142;?;2456;7095
2830;821.0;273;210.0;-269;-591;591;2830
1430;758.0;-319;232.0;?;927;-927;1430
1902;678.0;77;237.0;-78;1966;-1966;1902
?;646.0;-127;166.0;51;1818;-1818;1548
?;597.0;-55;131.0;0;3037;-3037;964
1248;571.0;-50;81.0;-1;?;-3510;1248
1876;609.0;-91;109.0;28;3395;-3395;1876
1788;596.0;-57;148.0;23;4117;-4117;1788
3116;608.0;-26;220.0;-1;?;-2985;3116
5239;640.0;-73;315.0;44;?;-1839;5239
3636;653.0;3;515.0;19;1477;-1477;3636
-558;736.0;?;772.0;-137;644;-644;-558
-2709;908.0;92;1015.0;48;1111;-1111;?
-1999;695.0;?;853.0;168;-1303;1303;-1999
-991;586.0;-15;324.0;624;-3176;3176;-991
-446;709.0;?;71.0;604;-804;804;-446
167;942.0;386;92.0;?;-33;33;167
210;1034.0;?;89.0;75;-32;32;210
71;1027.0;289;166.0;150;160;-160;71
161;987.0;58;332.0;240;-43;43;161
133;1002.0;-200;627.0;447;32;?;133
77;1085.0;-110;781.0;257;-33;33;77
81;1194.0;-124;968.0;274;-20;20;81
45;1175.0;-227;1076.0;65;60;-60;45
43;1170.0;-495;1097.0;210;35;-35;43
76;?;-818;1155.0;615;?;15;76
40;1128.0;-985;1144.0;641;31;-31;40
-5;1042.0;-597;1009.0;334;79;?;-5
-3;1075.0;-50;822.0;172;76;-76;?
1;803.0;44;691.0;213;45;-45;1
75;458.0;534;312.0;-584;-11;11;75
89;64.0;723;-267.0;-882;-111;111;89
-281;-246.0;235;-765.0;?;-169;169;-281
-189;-229.0;20;-1154.0;-36;-295;295;-189
840;-10.0;-122;-1475.0;101;-620;620;840
1288;31.0;-138;?;129;-827;827;1288
662;-16.0;-38;-1904.0;20;-956;956;662
115;50.0;-48;-1925.0;36;-1551;1551;115
-133;39.0;-47;-1683.0;35;-2326;2326;-133
-314;222.0;-42;-1342.0;31;-2320;?;-314
-243;472.0;-58;-876.0;48;-1726;1726;-243
-123;679.0;-53;-327.0;45;-1493;1493;-123
-199;799.0;-25;179.0;16;-1591;1591;-199
-21;1021.0;-20;671.0;21;-1463;1463;-21
262;1266.0;-27;1163.0;36;-1322;1322;262
210;1485.0;-25;1561.0;33;-1333;1333;?
196;1733.0;-13;1936.0;32;-1170;1170;?
388;2102.0;-17;2306.0;39;-968;968;?
485;2039.0;-30;2651.0;51;-971;971;485
371;1722.0;-12;2874.0;30;-895;895;371
189;1525.0;1;2845.0;8;-791;791;189
227;1365.0;-10;2392.0;17;-802;802;227
367;1135.0;-8;?;11;?;840;367
361;1087.0;-7;1284.0;4;-878;878;361
500;980.0;-4;1002.0;-3;-582;582;500
590;839.0;-2;708.0;-8;-282;282;590
405;675.0;-2;417.0;-7;-129;129;405
265;478.0;10;177.0;-20;31;-31;265
230;400.0;10;26.0;-27;41;-41;230
250;338.0;4;-75.0;-20;272;-272;250
191;322.0;-3;-174.0;-13;386;-386;191
308;294.0;7;-189.0;-22;375;-375;308
?;253.0;14;?;-30;378;-378;411
414;261.0;-1;-143.0;-18;389;-389;414
575;242.0;3;-97.0;-18;779;-779;575
545;241.0;6;-21.0;-26;899;-899;545
747;217.0;-2;24.0;-17;801;-801;747
799;210.0;-7;85.0;-5;?;-694;799
848;264.0;-5;132.0;-10;850;-850;848
1639;234.0;9;131.0;-20;998;-998;1639
1668;222.0;4;160.0;-12;307;-307;1668
1053;222.0;-9;209.0;0;126;-126;1053
1058;179.0;2;173.0;-13;454;-454;1058
817;123.0;6;96.0;-16;152;-152;817
242;65.0;-7;41.0;-5;-224;224;242
340;21.0;2;-33.0;-17;-280;280;340
440;-60.0;13;-138.0;-23;-264;264;440
247;-43.0;-6;-215.0;?;-303;303;247
520;-135.0;1;-292.0;-19;-241;241;520
183;-183.0;-17;-326.0;27;-325;325;183
512;-232.0;8;-337.0;-4;-234;234;512
1736;-290.0;?;-352.0;-6;204;-204;1736
853;-278.0;-161;-352.0;181;157;-157;853
?;-356.0;-217;-345.0;199;-39;39;102
380;-430.0;-270;-317.0;434;-7;7;380
131;-505.0;-169;-336.0;599;-29;29;131
164;?;52;-379.0;140;-26;26;164
?;-589.0;40;-379.0;?;-26;26;167
128;-629.0;74;-470.0;-90;-28;28;128
184;-601.0;-185;-593.0;-120;-34;34;184
157;-614.0;-448;-660.0;69;-27;27;157
?;-584.0;-350;-686.0;403;10;-10;135
111;?;-254;-690.0;519;-32;32;111
88;-510.0;-79;-709.0;511;-79;79;88
59;-434.0;94;?;532;-28;28;59
87;?;285;-570.0;359;-40;40;?
33;-345.0;286;-572.0;333;5;-5;33
1;-334.0;383;-775.0;276;-51;51;1
8;-209.0;696;-1315.0;221;-125;125;8
-75;?;706;-1837.0;270;-164;164;-75
-61;277.0;546;-2201.0;-384;-417;417;-61
89;307.0;365;-2388.0;-540;-290;290;?
6;157.0;976;?;172;-756;756;6
478;-5.0;346;-3459.0;-481;-1118;1118;?
?;-137.0;-1544;-3902.0;-1582;-1150;1150;351
605;-202.0;-1114;-4127.0;-1067;-3047;3047;605
3322;-425.0;-345;-4259.0;-326;-4639;4639;3322
3917;-660.0;-288;-4397.0;-159;?;4907;3917
5521;-822.0;-34;-4443.0;-58;-4204;4204;5521
6067;-990.0;-134;-4351.0;-101;-1572;?;6067
1503;-1143.0;?;-4146.0;?;945;-945;1503
1115;-1444.0;-8;-3886.0;18;1270;-1270;1115
2069;-1625.0;-19;-3719.0;?;1018;-1018;2069
866;-1757.0;-17;-3341.0;?;1402;-1402;866
596;-1906.0;-14;-2791.0;35;1173;-1173;596
640;-1829.0;-12;-2007.0;32;1542;-1542;640
1255;-1509.0;-12;-1062.0;33;3340;-3340;1255
1391;-1056.0;-9;-273.0;36;4010;-4010;1391
899;-756.0;-15;188.0;25;3068;-3068;?
1037;-397.0;-16;311.0;?;2083;-2083;1037
1356;65.0;-6;315.0;31;2983;-2983;1356
2954;236.0;-6;307.0;38;3519;-3519;2954
2801;103.0;9;347.0;45;914;-914;2801
-1268;31.0;-17;286.0;51;-1207;?;-1268
?;156.0;-100;187.0;65;-2113;2113;-1673
-650;215.0;42;148.0;165;-3519;3519;?
-997;178.0;-6;122.0;232;?;2480;-997
173;199.0;87;7.0;?;-32;32;173
149;210.0;481;-45.0;375;143;-143;149
-49;220.0;354;-130.0;641;-68;68;-49
?;295.0;556;-190.0;777;53;-53;187
46;345.0;760;-234.0;644;-95;95;46
120;276.0;759;-203.0;785;-6;6;120
33;321.0;?;-149.0;665;-9;9;33
47;356.0;?;-185.0;-76;15;-15;?
99;404.0;4;-131.0;-144;25;-25;99
65;631.0;111;81.0;-19;18;-18;65
44;919.0;-73;673.0;-115;37;-37;44
38;1301.0;46;1426.0;47;?;-10;38
40;1723.0;-45;2079.0;-22;15;?;40
42;2201.0;-180;2843.0;-126;41;-41;42
-4;2498.0;-71;3861.0;27;49;-49;-4
-25;2540.0;-26;4709.0;89;43;-43;?
37;2420.0;-142;5111.0;-33;47;-47;37
55;2057.0;-144;5399.0;14;42;-42;55
39;1722.0;-220;5268.0;-20;24;-24;39
41;1328.0;-182;5379.0;?;23;-23;?
?;925.0;-8;5608.0;156;-34;34;14
9;847.0;-314;5332.0;-208;-145;145;9
-40;879.0;451;4332.0;477;-1;1;-40
-95;778.0;692;2960.0;703;-322;322;-95
-108;511.0;-729;1626.0;-745;-571;571;-108
-126;378.0;-501;930.0;-529;-441;441;-126
113;286.0;93;369.0;79;-1612;1612;113
376;156.0;?;4.0;-44;?;2232;376
186;98.0;72;-290.0;62;-2100;2100;186
504;35.0;15;-519.0;?;-2083;2083;504
1230;21.0;34;-660.0;33;-1018;1018;1230
1043;66.0;42;-746.0;46;-111;111;1043
?;170.0;9;-740.0;18;308;-308;536
116;287.0;15;-492.0;25;160;-160;116
-27;253.0;16;-273.0;27;-78;78;-27
-199;310.0;24;-102.0;42;-404;404;-199
-643;401.0;22;45.0;44;-998;998;-643
-253;439.0;27;164.0;51;-449;449;-253
207;478.0;?;296.0;36;-85;85;207
145;617.0;14;471.0;42;-317;317;145
256;877.0;18;572.0;46;-435;435;256
174;512.0;-8;677.0;14;-353;353;?
-73;304.0;-8;700.0;10;171;-171;-73
-78;173.0;0;513.0;15;268;-268;-78
-125;234.0;-1;238.0;10;175;-175;-125
53;195.0;0;55.0;12;226;-226;53
230;220.0;-3;-33.0;10;133;-133;230
145;237.0;0;-42.0;9;121;?;145
294;218.0;4;15.0;11;29;-29;294
519;188.0;-1;10.0;5;-139;139;519
793;200.0;-5;7.0;-4;-167;167;793
717;244.0;4;57.0;7;-264;264;717
990;234.0;1;111.0;5;-511;511;990
1315;241.0;-9;128.0;-5;-433;433;1315
563;198.0;0;121.0;7;-316;316;563
?;164.0;0;81.0;11;-512;512;374
526;46.0;?;43.0;16;-218;218;526
267;-40.0;4;17.0;17;234;-234;267
275;-56.0;-3;-174.0;8;275;-275;275
100;-43.0;-2;-386.0;13;?;-346;100
-159;-29.0;6;-503.0;21;?;-304;-159
-16;-45.0;?;-700.0;20;151;-151;-16
120;-143.0;-5;-852.0;14;106;-106;120
-16;-294.0;6;-1002.0;26;77;-77;-16
-40;?;4;-1156.0;26;40;-40;-40
-44;-566.0;-11;-1173.0;9;56;-56;-44
-168;-817.0;-1;-1125.0;27;1;-1;-168
-211;-1117.0;?;-949.0;?;-81;81;-211
?;-1430.0;-9;?;22;10;-10;-279
-241;-1731.0;-3;-649.0;30;-96;96;-241
-857;-1967.0;-1;-581.0;39;350;?;-857
-1951;-2120.0;-6;-586.0;38;1359;-1359;-1951
-2028;-2033.0;-9;-640.0;36;1441;-1441;-2028
-1921;-1852.0;2;-648.0;49;?;-1309;-1921
-1988;-1595.0;4;-644.0;45;1432;-1432;-1988
?;-1297.0;5;-497.0;50;1350;?;-1995
-2175;-902.0;8;-431.0;67;1511;-1511;-2175
-2296;-427.0;-2;?;53;1279;-1279;-2296
-2365;-19.0;5;-626.0;58;383;-383;-2365
-2258;242.0;?;-619.0;56;123;-123;-2258
-2367;354.0;8;-508.0;36;130;-130;-2367
-2184;305.0;-2;-375.0;47;188;-188;-2184
-2367;279.0;41;-346.0;91;?;-104;-2367
-2355;277.0;7;-436.0;69;?;-109;-2355
-408;384.0;-120;-619.0;17;1065;-1065;-408
323;296.0;-146;-617.0;33;1313;?;323
-73;320.0;-786;-705.0;-26;1326;-1326;-73
121;298.0;-1088;-710.0;89;1021;-1021;?
-64;220.0;-438;-651.0;495;-35;35;-64
-59;102.0;-250;-633.0;515;?;15;-59
-28;-34.0;-190;-599.0;230;121;-121;-28
-91;-178.0;-80;-554.0;211;13;-13;-91
-44;-321.0;-167;-453.0;125;100;?;-44
-70;-392.0;-15;-417.0;78;48;-48;-70
-62;-453.0;204;-433.0;296;?;-68;-62
-62;-496.0;262;-446.0;331;69;-69;-62
-60;-542.0;244;-397.0;284;60;-60;-60
-70;-454.0;201;-266.0;201;68;-68;-70
-52;-447.0;138;21.0;202;63;-63;?
-75;-459.0;231;265.0;152;65;-65;-75
-59;-513.0;176;399.0;58;65;-65;-59
-44;-508.0;130;428.0;-53;64;-64;?
-134;-342.0;243;473.0;-207;70;-70;-134
84;-36.0;117;503.0;93;57;-57;84
-329;170.0;1063;?;-521;58;-58;-329
-352;144.0;623;691.0;-49;-62;62;-352
-545;29.0;-877;851.0;1306;49;-49;-545
-1620;-150.0;343;880.0;?;346;-346;-1620
-1437;-323.0;492;922.0;-484;315;-315;-1437
-2203;-414.0;-224;?;78;465;-465;-2203
-850;-462.0;120;949.0;-108;193;-193;-850
-2767;-497.0;-15;?;81;610;-610;?
?;-531.0;30;1038.0;69;1931;-1931;-7143
-2375;-575.0;46;1238.0;45;1149;-1149;-2375
-236;-555.0;-22;1412.0;37;-10;10;?
-1086;-547.0;18;1500.0;22;393;-393;-1086
389;-527.0;-4;1485.0;85;575;-575;389
-166;-604.0;15;1398.0;54;748;-748;?
-51;-662.0;11;1380.0;68;703;-703;-51
19;-699.0;1;1278.0;69;501;-501;19
81;-730.0;19;1158.0;65;1896;-1896;81
176;-659.0;-3;?;?;2422;-2422;176
