InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
-256.0;?;269.0;-503.0;20;?;1010.0;549
?;-444.0;?;-502.0;18;-3;1014.0;?
-251.0;-445.0;?;-500.0;19;?;1021.0;579
?;-448.0;?;-498.0;18;-4;1024.0;615
?;?;269.0;-497.0;19;-5;?;607
-263.0;-451.0;267.0;-496.0;19;-5;1024.0;608
-270.0;-452.0;264.0;-498.0;?;?;?;609
-276.0;?;261.0;-500.0;19;-11;1010.0;609
-279.0;-448.0;255.0;-500.0;17;?;?;604
-279.0;-444.0;249.0;-500.0;?;-18;1018.0;?
-279.0;-439.0;?;-497.0;18;?;?;605
-284.0;?;235.0;-495.0;?;4;975.0;605
-290.0;-426.0;229.0;-496.0;22;-50;960.0;621
-293.0;-419.0;222.0;?;12;81;970.0;574
-291.0;-409.0;214.0;-498.0;28;-142;1060.0;716
-285.0;-397.0;204.0;-495.0;4;171;854.0;?
-278.0;?;192.0;-488.0;35;-157;696.0;877
-268.0;-373.0;182.0;-480.0;317;?;961.0;826
-256.0;-361.0;?;-469.0;434;-2734;1091.0;826
-238.0;-348.0;168.0;-449.0;96;-1711;1132.0;?
-206.0;-335.0;164.0;-422.0;?;?;858.0;?
-159.0;-322.0;?;-391.0;-49;-1423;724.0;?
-106.0;-310.0;157.0;-363.0;-54;-971;?;809
-57.0;?;152.0;-344.0;43;2065;914.0;809
-15.0;?;143.0;?;?;2454;983.0;806
25.0;-273.0;125.0;-294.0;116;2096;880.0;?
62.0;-249.0;?;-266.0;146;?;808.0;806
?;-223.0;69.0;-241.0;125;2460;890.0;809
123.0;-203.0;44.0;-219.0;8;2754;905.0;808
147.0;-186.0;28.0;-198.0;?;2493;961.0;803
171.0;-172.0;?;?;?;2238;941.0;815
200.0;?;7.0;-151.0;-25;2411;891.0;817
?;-131.0;?;-128.0;-86;2071;866.0;819
268.0;?;-26.0;-109.0;?;1558;873.0;797
294.0;-94.0;-40.0;-93.0;-420;1123;830.0;778
315.0;-87.0;-48.0;?;-476;?;810.0;796
329.0;-86.0;-50.0;?;76;1161;845.0;776
?;-89.0;-51.0;-61.0;311;771;926.0;834
348.0;?;-54.0;-53.0;1405;807;938.0;843
356.0;-96.0;?;-45.0;716;785;989.0;?
365.0;?;?;?;-1653;-125;?;777
374.0;-98.0;-83.0;-30.0;-594;-424;?;724
385.0;-100.0;?;-25.0;-26;-588;1274.0;833
394.0;-101.0;-105.0;-19.0;-714;?;1340.0;761
404.0;?;-115.0;-15.0;?;-397;978.0;979
409.0;?;-123.0;-11.0;?;-240;780.0;?
410.0;-85.0;-127.0;?;-1;?;866.0;1087
406.0;-78.0;-128.0;-4.0;44;61;946.0;1066
398.0;-71.0;-125.0;0.0;-24;30;954.0;?
?;-62.0;-118.0;9.0;27;?;?;814
379.0;?;-118.0;23.0;?;36;833.0;784
388.0;-36.0;-121.0;37.0;24;13;840.0;796
405.0;-32.0;-120.0;52.0;23;14;922.0;891
428.0;?;-129.0;71.0;?;53;?;942
?;?;-151.0;90.0;12;44;889.0;1501
478.0;24.0;-189.0;107.0;-16;6;870.0;1514
502.0;48.0;-228.0;118.0;25;-57;887.0;1502
525.0;72.0;-263.0;126.0;25;?;?;?
543.0;91.0;-284.0;132.0;23;-69;?;-1988
555.0;107.0;-290.0;137.0;65;-49;1067.0;818
562.0;126.0;?;141.0;1;-279;?;?
564.0;148.0;-285.0;?;251;-1259;1404.0;777
563.0;171.0;-281.0;?;-320;-2255;1372.0;767
557.0;190.0;-279.0;143.0;-1116;-1727;917.0;650
547.0;206.0;-277.0;?;-769;-957;594.0;729
531.0;217.0;?;136.0;-520;-1504;735.0;849
510.0;222.0;-272.0;?;520;?;1061.0;763
?;220.0;-267.0;104.0;?;-191;1089.0;811
448.0;211.0;-258.0;85.0;481;560;?;800
424.0;?;-246.0;66.0;498;1126;756.0;815
409.0;150.0;-230.0;43.0;97;?;734.0;?
405.0;97.0;-209.0;27.0;-273;1295;765.0;788
405.0;38.0;-186.0;9.0;-590;1257;753.0;789
394.0;-19.0;?;-17.0;-961;?;684.0;796
374.0;-76.0;-163.0;-42.0;-1947;?;?;819
?;-135.0;?;-59.0;-383;2809;?;811
338.0;-192.0;-167.0;-71.0;?;-198;1044.0;837
329.0;?;-180.0;-78.0;1427;-1360;?;857
320.0;-279.0;-198.0;-82.0;?;-2879;1191.0;?
307.0;?;?;-83.0;368;-2515;923.0;720
296.0;-342.0;-220.0;?;-216;227;1340.0;?
287.0;?;-223.0;-94.0;-413;-583;1138.0;1033
278.0;-382.0;-220.0;-101.0;-129;-538;?;?
256.0;?;-211.0;-106.0;-64;112;1018.0;2213
225.0;-383.0;?;-112.0;31;-123;1070.0;1369
200.0;?;-173.0;-120.0;-17;106;1044.0;?
190.0;-351.0;-144.0;-125.0;9;12;?;?
186.0;-324.0;-109.0;-124.0;?;43;733.0;761
197.0;-297.0;-75.0;?;15;65;768.0;748
218.0;-268.0;-45.0;-110.0;?;15;798.0;707
?;-245.0;-16.0;-94.0;30;?;907.0;863
?;-226.0;9.0;-85.0;12;-33;926.0;?
252.0;-195.0;20.0;-84.0;?;-84;843.0;1717
?;-156.0;17.0;-85.0;?;-190;839.0;742
266.0;-115.0;2.0;?;?;-189;923.0;-2263
281.0;-80.0;?;-73.0;64;65;1093.0;-3419
298.0;-50.0;-25.0;-63.0;32;?;1114.0;?
313.0;-25.0;?;-53.0;125;-352;1270.0;-15
?;-6.0;?;-45.0;130;?;?;1076
323.0;7.0;-56.0;-42.0;-43;?;1349.0;852
?;15.0;?;-42.0;14;-2875;769.0;762
318.0;19.0;-75.0;?;-228;-2247;636.0;?
314.0;19.0;?;-53.0;429;?;945.0;769
307.0;13.0;-85.0;?;1243;-642;?;803
297.0;3.0;-85.0;?;799;?;1012.0;?
284.0;-10.0;-83.0;?;606;803;885.0;801
?;-40.0;-77.0;?;306;1984;?;803
262.0;-87.0;?;?;-48;?;751.0;800
253.0;?;?;-107.0;77;?;817.0;796
243.0;-210.0;-17.0;-119.0;-477;2033;813.0;790
222.0;-270.0;0.0;?;-1295;?;766.0;783
204.0;-321.0;7.0;-148.0;-1079;2569;753.0;747
193.0;-361.0;6.0;-159.0;-1;2571;778.0;772
188.0;-391.0;-2.0;-166.0;1838;2101;832.0;772
?;-415.0;-11.0;-173.0;?;-895;?;773
179.0;?;?;-179.0;1170;?;?;791
172.0;-443.0;-26.0;?;-1156;?;1128.0;785
167.0;-447.0;?;-196.0;-544;299;1654.0;818
162.0;-444.0;-28.0;-204.0;209;-324;1399.0;817
156.0;-439.0;?;-210.0;-29;?;850.0;?
155.0;-426.0;-9.0;?;-12;-307;702.0;976
159.0;-407.0;7.0;?;-5;22;964.0;1027
163.0;-382.0;25.0;-207.0;?;?;1112.0;795
167.0;?;41.0;-203.0;50;32;?;470
?;-304.0;56.0;-192.0;21;60;831.0;630
184.0;-266.0;72.0;?;10;-19;866.0;731
321.0;-231.0;-63.0;-4.0;-198;3408;865.0;814
301.0;-258.0;?;-29.0;?;4019;847.0;?
281.0;-283.0;-46.0;-54.0;60;3372;?;?
261.0;-304.0;?;-88.0;1276;-90;?;?
?;-318.0;-51.0;?;951;-1748;893.0;754
249.0;-328.0;-57.0;-158.0;6;-142;988.0;755
251.0;?;-59.0;-176.0;-18;386;1205.0;748
?;-340.0;-55.0;-190.0;68;-73;1205.0;775
268.0;-343.0;-42.0;-206.0;-32;24;807.0;793
283.0;-344.0;?;-220.0;39;-33;?;790
298.0;-344.0;11.0;-232.0;?;2;794.0;790
315.0;-344.0;?;?;11;58;1038.0;789
332.0;?;88.0;-247.0;33;?;1029.0;?
?;-355.0;130.0;-254.0;22;?;900.0;?
364.0;-366.0;168.0;-261.0;26;22;859.0;?
382.0;-376.0;?;-264.0;?;8;904.0;?
401.0;-380.0;202.0;-266.0;23;?;951.0;799
417.0;-382.0;203.0;?;16;4;963.0;984
434.0;?;197.0;-275.0;17;-3;980.0;1028
?;?;?;-277.0;19;-41;1004.0;990
?;-408.0;187.0;-274.0;?;-76;969.0;944
495.0;-426.0;185.0;?;17;-57;956.0;?
513.0;-440.0;183.0;-260.0;?;-35;964.0;785
526.0;-449.0;?;-252.0;9;?;922.0;775
?;-455.0;175.0;-242.0;12;-34;912.0;?
558.0;-457.0;171.0;-227.0;16;-5;943.0;669
577.0;-453.0;?;-216.0;16;?;976.0;?
594.0;-444.0;157.0;-205.0;16;?;977.0;662
611.0;-431.0;151.0;-192.0;16;-5;964.0;630
628.0;?;146.0;?;20;-2;935.0;520
644.0;-401.0;?;-167.0;25;-14;951.0;143
?;-384.0;?;?;20;-4;975.0;343
670.0;-367.0;142.0;-143.0;20;4;967.0;-435
683.0;-349.0;143.0;-124.0;?;-16;973.0;226
698.0;-328.0;139.0;-107.0;23;13;953.0;2346
708.0;-311.0;132.0;-94.0;24;?;996.0;840
?;-299.0;?;?;-2;-146;?;238
?;-287.0;118.0;?;50;-164;1043.0;1088
724.0;-275.0;110.0;-72.0;57;-282;1023.0;657
727.0;-264.0;?;?;?;?;?;814
?;-254.0;87.0;?;75;-199;981.0;?
727.0;-245.0;74.0;-60.0;-134;?;934.0;732
?;?;62.0;-64.0;?;-975;906.0;827
718.0;-229.0;52.0;?;-323;-1267;?;777
706.0;-225.0;43.0;?;-101;-589;?;810
691.0;-224.0;33.0;-107.0;485;1012;998.0;801
?;-222.0;21.0;-120.0;476;1034;1038.0;795
681.0;-220.0;8.0;?;?;1094;?;798
686.0;-223.0;-1.0;?;389;1371;831.0;812
?;-231.0;-5.0;?;?;1511;841.0;806
696.0;-243.0;-2.0;-94.0;-110;2167;823.0;791
697.0;?;?;-83.0;-314;2853;?;795
?;?;9.0;-70.0;-262;3525;858.0;803
703.0;?;10.0;-51.0;?;2565;?;797
709.0;-259.0;6.0;?;358;?;928.0;798
714.0;?;-3.0;?;202;-590;992.0;807
717.0;-249.0;-12.0;?;-67;307;1039.0;802
720.0;-247.0;-20.0;28.0;-9;-33;?;801
722.0;-242.0;-26.0;45.0;10;-62;?;805
724.0;?;?;62.0;7;92;876.0;792
?;-229.0;-35.0;?;?;23;948.0;794
725.0;-218.0;-39.0;97.0;?;?;995.0;801
?;-204.0;-43.0;113.0;23;-28;946.0;799
720.0;-188.0;-49.0;129.0;16;38;860.0;?
?;-172.0;-54.0;145.0;10;65;885.0;796
?;-159.0;-57.0;?;?;?;911.0;797
709.0;-149.0;-61.0;172.0;22;35;932.0;807
706.0;-140.0;?;183.0;4;27;973.0;796
?;-129.0;-76.0;194.0;?;-9;?;792
?;-119.0;-85.0;204.0;17;?;966.0;799
699.0;?;-94.0;209.0;?;23;976.0;799
696.0;-106.0;-100.0;?;?;-35;948.0;810
692.0;-102.0;-106.0;219.0;16;-61;1002.0;809
689.0;-97.0;-112.0;?;15;?;1034.0;807
?;-94.0;-116.0;?;10;-76;?;805
680.0;-93.0;-118.0;?;16;-47;939.0;799
?;-94.0;?;?;14;-14;967.0;809
670.0;-98.0;-113.0;238.0;14;-34;?;791
679.0;-105.0;-111.0;217.0;20;-29;871.0;785
682.0;-110.0;?;207.0;22;?;?;810
679.0;-114.0;-114.0;207.0;17;11;?;814
671.0;-121.0;-112.0;211.0;?;12;953.0;?
666.0;-135.0;-104.0;?;21;-73;?;?
666.0;-147.0;-95.0;198.0;?;?;903.0;?
662.0;-155.0;-93.0;206.0;?;?;?;809
657.0;-160.0;-94.0;208.0;25;219;910.0;806
?;-165.0;?;205.0;?;?;898.0;802
649.0;-168.0;-93.0;207.0;27;-12;907.0;802
646.0;-171.0;-91.0;208.0;?;2309;?;?
644.0;-172.0;-87.0;208.0;-67;3120;814.0;804
644.0;?;?;207.0;?;?;?;796
646.0;?;-79.0;?;152;2113;931.0;?
645.0;-166.0;?;205.0;263;508;888.0;803
648.0;-158.0;-74.0;201.0;260;?;935.0;809
653.0;-149.0;?;199.0;284;757;?;805
655.0;?;-69.0;195.0;133;197;983.0;?
661.0;?;-66.0;187.0;-14;-2;972.0;805
667.0;-113.0;-65.0;?;?;?;941.0;803
?;-98.0;-64.0;153.0;9;?;?;?
667.0;-81.0;-68.0;?;16;45;?;801
?;-64.0;-74.0;128.0;?;28;992.0;800
649.0;-48.0;-81.0;102.0;15;42;999.0;?
638.0;-34.0;-87.0;86.0;23;?;985.0;801
629.0;?;-94.0;67.0;24;14;976.0;769
622.0;-22.0;-96.0;47.0;25;5;?;773
620.0;-25.0;-96.0;?;25;-30;975.0;753
?;-29.0;-102.0;39.0;25;-40;1041.0;743
?;-32.0;-116.0;38.0;?;-30;1031.0;736
639.0;-36.0;-133.0;35.0;26;-41;930.0;729
?;-43.0;-151.0;?;24;-26;958.0;?
653.0;-50.0;-169.0;?;18;26;?;692
656.0;-57.0;-186.0;?;20;40;984.0;708
652.0;-62.0;?;22.0;21;14;968.0;702
?;-65.0;-216.0;22.0;24;2;959.0;690
607.0;?;-224.0;17.0;?;11;963.0;722
?;?;-221.0;-11.0;16;30;984.0;689
597.0;-85.0;-211.0;-7.0;21;46;952.0;565
?;-97.0;-202.0;-3.0;16;24;971.0;416
613.0;-97.0;-204.0;6.0;19;-4;958.0;312
619.0;?;-213.0;13.0;?;?;937.0;372
626.0;-78.0;-223.0;21.0;21;-46;919.0;491
632.0;-69.0;-228.0;27.0;20;-73;960.0;573
?;-59.0;-231.0;36.0;20;-46;?;617
649.0;-50.0;-234.0;?;21;?;?;619
661.0;?;-238.0;56.0;25;-99;?;690
678.0;-40.0;-243.0;71.0;17;-96;959.0;682
700.0;?;-260.0;?;9;-111;980.0;751
?;-14.0;-283.0;?;11;-104;?;874
726.0;5.0;-307.0;81.0;17;-96;991.0;826
?;29.0;-331.0;71.0;?;-85;959.0;877
733.0;?;-354.0;62.0;22;-64;942.0;?
729.0;92.0;-374.0;?;9;-76;966.0;?
?;127.0;-391.0;?;12;-74;1002.0;?
688.0;?;-404.0;32.0;8;-56;982.0;495
657.0;197.0;-412.0;46.0;10;-117;?;361
636.0;227.0;-415.0;?;14;-156;985.0;261
633.0;255.0;-418.0;?;-24;-141;975.0;732
643.0;281.0;-425.0;159.0;37;?;978.0;1045
665.0;306.0;?;213.0;-35;?;995.0;700
702.0;330.0;-452.0;269.0;20;-320;1009.0;623
736.0;357.0;-467.0;?;39;-381;994.0;834
756.0;387.0;?;368.0;-375;1535;1013.0;?
770.0;418.0;-501.0;402.0;27;?;953.0;795
785.0;445.0;-512.0;430.0;?;?;816.0;823
800.0;465.0;?;454.0;232;7796;972.0;818
814.0;?;-521.0;476.0;235;?;939.0;820
825.0;493.0;-525.0;495.0;?;5805;?;?
834.0;?;-529.0;510.0;-132;6476;768.0;759
841.0;510.0;-530.0;524.0;25;3067;932.0;822
?;516.0;-533.0;?;?;674;1127.0;849
856.0;523.0;?;?;-39;2092;?;822
865.0;531.0;-552.0;575.0;-51;1995;874.0;819
873.0;535.0;?;590.0;-112;2515;801.0;838
880.0;?;?;602.0;?;2335;768.0;?
883.0;533.0;-590.0;?;-44;1906;871.0;?
882.0;530.0;-600.0;?;-19;1855;909.0;803
880.0;526.0;-611.0;621.0;-64;973;914.0;830
877.0;518.0;-626.0;628.0;84;1124;859.0;822
875.0;507.0;?;635.0;?;981;869.0;795
873.0;?;-666.0;?;422;93;946.0;842
870.0;474.0;-684.0;643.0;1158;-491;962.0;827
866.0;458.0;-692.0;644.0;447;-1327;925.0;?
?;445.0;?;645.0;?;?;927.0;783
855.0;437.0;-720.0;645.0;?;?;?;666
851.0;438.0;?;645.0;-144;-344;1535.0;739
?;444.0;?;?;?;-89;1289.0;1055
843.0;?;-718.0;647.0;99;-385;?;920
840.0;?;-706.0;648.0;-122;-143;600.0;891
838.0;485.0;-692.0;?;-17;?;810.0;1556
836.0;507.0;-677.0;650.0;65;-36;1046.0;1497
834.0;532.0;?;?;?;-154;?;658
834.0;559.0;-649.0;?;2;?;1032.0;?
836.0;?;?;656.0;-7;-141;?;?
?;594.0;?;662.0;-7;-206;792.0;701
847.0;?;-636.0;?;-2;-156;880.0;815
851.0;?;-634.0;?;?;-29;925.0;920
855.0;620.0;-636.0;692.0;28;-37;926.0;856
860.0;635.0;-645.0;702.0;24;53;915.0;1059
864.0;646.0;-653.0;710.0;?;?;?;822
?;654.0;-657.0;?;14;38;879.0;491
868.0;660.0;?;723.0;30;102;?;-1294
867.0;666.0;-651.0;725.0;28;12;1012.0;-1905
865.0;674.0;-647.0;725.0;-54;39;?;?
862.0;684.0;-643.0;?;51;3;?;968
?;696.0;-639.0;725.0;-28;-150;1110.0;28
857.0;707.0;-632.0;?;?;-776;1357.0;1333
?;718.0;?;723.0;?;?;1525.0;?
853.0;727.0;-612.0;722.0;?;?;923.0;944
?;737.0;-600.0;?;-646;?;484.0;953
?;746.0;-589.0;717.0;71;-1688;668.0;620
844.0;751.0;-581.0;715.0;92;-2081;1088.0;?
?;?;-577.0;709.0;699;-1633;1165.0;729
?;749.0;-579.0;701.0;680;-720;914.0;790
833.0;736.0;-583.0;?;398;1207;785.0;779
835.0;714.0;-592.0;684.0;119;?;772.0;761
838.0;685.0;-600.0;683.0;160;1936;?;799
841.0;654.0;?;682.0;-172;?;867.0;769
?;623.0;-602.0;677.0;-710;1490;?;765
850.0;596.0;-599.0;?;-862;1611;?;765
853.0;570.0;-600.0;?;-692;?;740.0;749
856.0;543.0;-607.0;654.0;?;564;781.0;773
?;?;-619.0;652.0;?;1043;?;?
860.0;?;-633.0;650.0;1418;-455;?;792
?;452.0;-649.0;648.0;?;-3525;1007.0;?
861.0;422.0;?;?;707;-3157;1297.0;652
860.0;395.0;?;?;-658;-1394;1539.0;739
858.0;373.0;-701.0;636.0;?;-573;1254.0;596
856.0;357.0;-714.0;?;202;-126;826.0;1239
?;350.0;-724.0;630.0;-83;69;759.0;2066
?;354.0;?;629.0;59;104;943.0;1820
846.0;?;-731.0;627.0;35;-21;895.0;1873
842.0;397.0;-727.0;623.0;5;-35;904.0;2017
835.0;436.0;-718.0;?;53;-6;?;?
834.0;472.0;-701.0;620.0;?;?;867.0;?
836.0;494.0;-677.0;?;33;?;863.0;?
839.0;505.0;-648.0;?;?;28;?;526
844.0;519.0;-628.0;645.0;23;14;?;?
?;545.0;?;656.0;?;33;?;1342
855.0;574.0;?;667.0;?;-32;936.0;1595
859.0;599.0;-651.0;?;9;40;929.0;1219
?;622.0;-660.0;?;36;?;947.0;-84
866.0;643.0;?;?;18;126;951.0;-1261
?;663.0;?;?;18;129;1006.0;?
869.0;?;-658.0;?;?;30;1106.0;-867
869.0;695.0;-653.0;719.0;2;-82;1176.0;?
?;?;-648.0;722.0;?;-337;1359.0;1135
868.0;712.0;-645.0;724.0;-203;-1300;?;793
866.0;718.0;?;725.0;-1293;-1822;?;?
864.0;?;-645.0;725.0;-1002;?;637.0;805
861.0;?;?;725.0;688;?;?;803
857.0;726.0;-647.0;723.0;1127;-1155;1105.0;819
853.0;723.0;-650.0;720.0;766;-335;1079.0;801
849.0;?;-651.0;715.0;752;?;?;819
847.0;707.0;-651.0;709.0;547;1121;773.0;810
847.0;691.0;?;708.0;436;1484;795.0;803
847.0;670.0;-656.0;?;176;?;904.0;815
848.0;645.0;-657.0;?;-555;2723;914.0;811
851.0;620.0;-657.0;714.0;-890;1831;888.0;?
854.0;?;-660.0;712.0;-964;2193;808.0;791
856.0;?;-668.0;711.0;-846;1608;765.0;776
857.0;?;-682.0;712.0;390;374;776.0;?
?;523.0;?;713.0;?;1338;908.0;749
?;502.0;-720.0;714.0;?;-1677;?;782
853.0;?;-737.0;715.0;677;?;1014.0;797
851.0;?;-749.0;714.0;-380;658;936.0;?
849.0;?;?;714.0;-755;-361;1395.0;723
848.0;464.0;-760.0;713.0;39;-785;?;?
847.0;471.0;?;714.0;-279;-656;1027.0;1209
842.0;488.0;-762.0;718.0;-407;-674;?;1585
839.0;515.0;-757.0;?;139;105;810.0;1811
835.0;550.0;-746.0;724.0;-13;-88;1076.0;1275
831.0;593.0;-728.0;722.0;45;1;1185.0;724
?;?;?;720.0;62;46;924.0;963
825.0;677.0;?;?;?;-5;?;738
825.0;701.0;-662.0;722.0;63;?;?;665
822.0;?;?;729.0;45;21;839.0;743
817.0;725.0;-640.0;736.0;57;24;924.0;943
812.0;?;?;742.0;?;-22;?;1413
807.0;?;-642.0;746.0;?;-53;850.0;1446
?;?;-645.0;749.0;41;?;897.0;1880
?;762.0;-644.0;753.0;?;-41;926.0;-277
784.0;767.0;-639.0;757.0;35;-44;1052.0;-4784
773.0;770.0;-635.0;761.0;73;?;1172.0;-2868
762.0;?;-633.0;763.0;168;-429;?;?
?;768.0;-633.0;764.0;49;-1578;1211.0;1203
741.0;765.0;-635.0;765.0;?;?;1286.0;202
732.0;759.0;-640.0;765.0;-550;?;1112.0;1026
?;751.0;-647.0;764.0;-392;-3077;789.0;703
717.0;?;-655.0;763.0;?;-781;855.0;?
?;737.0;-663.0;?;1125;?;1252.0;844
706.0;731.0;-671.0;765.0;1271;-220;1017.0;767
702.0;724.0;?;764.0;919;828;785.0;?
699.0;718.0;?;762.0;520;2019;?;792
700.0;713.0;-693.0;?;219;?;685.0;827
701.0;707.0;?;761.0;-36;1553;798.0;814
?;702.0;-702.0;759.0;-165;1253;880.0;814
704.0;697.0;?;758.0;-138;570;871.0;813
?;692.0;-690.0;761.0;-784;1323;812.0;807
?;682.0;?;763.0;-1436;2258;787.0;812
722.0;669.0;-692.0;766.0;-761;3561;789.0;812
728.0;654.0;-699.0;768.0;?;3555;906.0;796
732.0;640.0;-704.0;769.0;?;1005;1051.0;802
735.0;629.0;-705.0;769.0;3427;743;?;829
738.0;622.0;?;769.0;2194;-494;976.0;?
738.0;622.0;?;770.0;2008;-2779;?;714
739.0;626.0;-698.0;770.0;1530;?;1559.0;?
741.0;632.0;-698.0;?;-486;?;1016.0;1126
?;642.0;?;?;-605;-655;811.0;1499
742.0;656.0;-696.0;771.0;-12;-363;?;2244
?;672.0;-694.0;770.0;-49;-255;940.0;1323
737.0;?;?;767.0;?;-302;1010.0;448
735.0;707.0;-685.0;764.0;0;-114;932.0;1000
733.0;721.0;-680.0;?;25;-55;887.0;903
727.0;?;-677.0;762.0;33;-113;878.0;722
717.0;737.0;-671.0;762.0;?;-49;881.0;613
703.0;745.0;-663.0;763.0;23;-100;1003.0;?
687.0;751.0;-654.0;760.0;12;-198;?;340
672.0;752.0;-645.0;756.0;-1;?;956.0;480
656.0;?;?;750.0;3;?;966.0;490
635.0;750.0;-615.0;745.0;43;?;1006.0;?
613.0;746.0;-600.0;739.0;37;30;1038.0;520
589.0;740.0;-585.0;732.0;-49;-254;?;1546
566.0;731.0;-570.0;723.0;-287;?;1169.0;1166
541.0;?;-557.0;713.0;-127;-576;1139.0;791
515.0;704.0;-548.0;702.0;458;?;951.0;786
489.0;692.0;-541.0;690.0;?;?;977.0;800
465.0;?;-535.0;680.0;416;-10;1232.0;?
443.0;666.0;-531.0;672.0;259;?;1111.0;?
?;652.0;-527.0;663.0;294;?;?;793
?;638.0;-523.0;650.0;324;591;950.0;797
374.0;628.0;?;636.0;0;1665;?;797
?;622.0;-515.0;624.0;-67;2153;877.0;804
307.0;615.0;-511.0;?;45;?;?;807
?;608.0;?;?;-28;1919;955.0;795
?;599.0;-496.0;?;?;?;928.0;792
?;590.0;?;581.0;88;1849;947.0;800
235.0;582.0;-470.0;572.0;230;3370;?;808
?;576.0;-454.0;?;242;5767;978.0;?
213.0;570.0;-438.0;552.0;141;?;893.0;802
201.0;?;-421.0;542.0;?;2635;?;801
194.0;?;-404.0;534.0;653;-1977;802.0;804
?;553.0;-388.0;527.0;120;-2516;836.0;802
?;546.0;-374.0;521.0;-132;?;?;809
174.0;538.0;-364.0;517.0;-30;56;?;821
162.0;530.0;-354.0;511.0;3;70;1094.0;786
149.0;524.0;-348.0;506.0;56;77;979.0;842
136.0;520.0;-344.0;500.0;66;-15;883.0;?
123.0;515.0;-339.0;495.0;17;9;919.0;771
107.0;509.0;-334.0;489.0;12;9;939.0;847
91.0;502.0;-328.0;?;?;-74;1019.0;435
72.0;493.0;?;476.0;?;-52;1089.0;184
54.0;485.0;-315.0;470.0;27;?;1082.0;645
35.0;?;-307.0;?;16;-101;?;886
?;478.0;-297.0;455.0;?;-55;?;787
-2.0;487.0;-285.0;445.0;24;-97;?;844
-20.0;500.0;-263.0;432.0;?;-161;1025.0;892
-38.0;?;-230.0;?;32;-155;?;841
-57.0;528.0;-191.0;400.0;19;?;?;770
-74.0;554.0;-152.0;384.0;19;-60;988.0;636
-89.0;586.0;?;369.0;?;-85;961.0;627
-103.0;621.0;-73.0;355.0;-7;?;?;502
-117.0;659.0;-38.0;341.0;-5;-85;991.0;133
-133.0;?;-9.0;327.0;?;-257;1037.0;346
-148.0;?;11.0;316.0;-82;-26;1167.0;959
?;706.0;22.0;308.0;-147;-1368;1174.0;1289
?;?;?;302.0;-105;?;?;?
-175.0;702.0;17.0;295.0;?;-4280;1187.0;879
-182.0;683.0;?;287.0;-1045;-5824;?;755
-188.0;654.0;?;277.0;?;?;940.0;827
-192.0;?;?;267.0;417;4843;1074.0;793
?;597.0;-33.0;260.0;293;2781;880.0;?
?;566.0;-64.0;255.0;?;2466;719.0;815
-195.0;520.0;-104.0;255.0;?;1685;678.0;778
-188.0;?;-138.0;254.0;370;871;?;805
-186.0;?;-150.0;243.0;211;1177;819.0;823
-198.0;299.0;-144.0;228.0;116;1518;862.0;812
-217.0;?;-131.0;218.0;-187;1962;?;?
-231.0;186.0;-112.0;?;-291;1354;?;822
-241.0;?;?;203.0;-127;1329;808.0;?
-251.0;121.0;-57.0;196.0;-837;316;756.0;810
-263.0;105.0;-33.0;186.0;-696;863;?;808
-273.0;93.0;-9.0;172.0;?;2634;931.0;823
-282.0;84.0;16.0;159.0;1258;1691;1079.0;958
-291.0;77.0;37.0;146.0;994;126;1197.0;738
-301.0;77.0;?;133.0;-873;-884;1091.0;?
-314.0;84.0;?;119.0;-1867;-161;1081.0;859
-330.0;99.0;100.0;105.0;-888;446;1458.0;769
?;120.0;119.0;?;?;-111;1427.0;1158
-361.0;146.0;131.0;83.0;-237;-69;631.0;1369
-376.0;170.0;139.0;73.0;-67;-202;?;?
-387.0;190.0;145.0;61.0;-16;-269;?;1255
?;205.0;151.0;52.0;-67;-241;1134.0;1339
-404.0;216.0;?;47.0;-8;-146;?;438
-410.0;216.0;?;39.0;32;127;768.0;977
?;206.0;181.0;26.0;28;84;793.0;841
?;198.0;187.0;?;?;68;847.0;?
?;196.0;?;-14.0;12;78;886.0;?
-494.0;198.0;164.0;-28.0;43;39;836.0;1378
?;188.0;155.0;-28.0;-19;?;847.0;1282
-518.0;?;162.0;-25.0;50;35;849.0;856
-521.0;137.0;?;-23.0;20;36;925.0;?
-526.0;112.0;178.0;-18.0;-19;-17;997.0;-2109
-531.0;?;?;-9.0;151;?;1037.0;-551
?;66.0;184.0;-2.0;-195;-398;1077.0;-638
-529.0;43.0;184.0;5.0;?;-1061;1055.0;?
-520.0;22.0;183.0;14.0;-361;-2135;1241.0;?
?;2.0;183.0;26.0;-2056;-2087;1326.0;1177
-490.0;-15.0;182.0;37.0;470;?;914.0;?
-470.0;-29.0;178.0;51.0;?;-1369;1154.0;965
-449.0;-36.0;171.0;?;1141;-674;1386.0;?
-426.0;-34.0;165.0;95.0;1133;?;1073.0;814
-395.0;-29.0;159.0;124.0;?;1579;784.0;?
-357.0;-19.0;151.0;154.0;?;?;751.0;?
?;6.0;135.0;?;-10;276;?;770
