InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
-27;-27;34;126.0;0
-27;-27;37;141.0;-1
-35;-35;35;101.0;2
-24;-24;34;138.0;5
19;19;36;112.0;-2
25;25;34;146.0;-1
7;7;34;119.0;1
0;0;39;117.0;-1
40;40;42;94.0;4
81;81;40;62.0;2
45;45;36;75.0;-7
19;19;26;70.0;-8
22;22;24;105.0;-7
-12;-12;36;105.0;3
-29;-29;36;81.0;1
-8;-8;24;101.0;-8
-17;-17;21;89.0;-6
-33;-33;26;72.0;-10
-11;-11;29;69.0;-6
2;2;29;40.0;0
-16;-16;28;26.0;-1
-19;-19;35;29.0;7
-1;-1;40;40.0;5
0;0;30;23.0;-4
5;5;30;-41.0;2
11;11;43;-54.0;9
-3;-3;33;-65.0;-3
1;1;28;-62.0;-4
-5;-5;33;-116.0;3
-40;-40;20;-105.0;?
-19;-19;36;-186.0;?
-18;-18;40;-173.0;?
-26;-26;34;-224.0;?
0;0;55;-255.0;?
-18;-18;?;-257.0;?
1;1;?;-274.0;?
-1;-1;?;-305.0;?
-38;-38;39;-305.0;?
1;1;50;-331.0;?
0;0;46;-344.0;?
?;-32;39;-324.0;0
?;9;47;-388.0;4
11;11;46;-433.0;3
-12;-12;49;-459.0;5
1;1;46;-488.0;5
-9;-9;40;-506.0;2
14;14;41;-506.0;-3
22;22;59;-461.0;34
28;28;122;-433.0;111
-36;-36;25;-422.0;5
-600;-600;-98;-399.0;-144
-1735;-1735;143;-374.0;65
-2105;-2105;225;-356.0;184
-1019;-1019;-143;-318.0;-124
-379;-379;-132;-325.0;-132
-414;-414;118;-336.0;80
-165;-165;63;-306.0;29
-153;-153;54;-280.0;21
-184;-184;71;-290.0;36
-129;-129;43;-249.0;9
-153;?;77;-258.0;36
-125;?;42;-265.0;7
-78;?;67;-297.0;17
-136;?;125;-281.0;59
-268;?;13;-248.0;-25
-166;?;23;-217.0;-30
-15;?;139;-181.0;54
-1;?;109;-114.0;26
94;?;124;-30.0;35
264;?;144;44.0;59
377;?;61;48.0;-14
74;?;-57;-19.0;-139
-1347;-1347;-458;-112.0;-596
-2270;-2270;-909;-126.0;-1075
-2944;-2944;-804;-177.0;-889
-3853;-3853;-295;-199.0;-231
-3871;-3871;127;-285.0;370
-4834;-4834;210;-378.0;534
-2466;-2466;169;-474.0;425
1032;1032;-45;-553.0;154
-10;-10;-323;-534.0;-138
-226;-226;-195;-488.0;-86
-39;-39;-54;-585.0;17
-881;-881;-33;-685.0;67
-1197;-1197;-93;-713.0;106
-1466;-1466;-35;-596.0;208
-1436;-1436;-28;-473.0;331
-1466;-1466;-42;-452.0;425
-1801;-1801;324;-396.0;850
-3029;-3029;246;-370.0;794
-4047;-4047;1130;-421.0;-293
-2185;-2185;1431;-515.0;-681
401;401;-313;-683.0;227
366;366;-401;-739.0;716
-92;-92;68;-859.0;287
30;30;-98;-898.0;33
-170;?;44;-936.0;76
-197;-197;-21;-920.0;35
-132;-132;25;-920.0;43
-110;-110;48;-928.0;71
-110;-110;22;-867.0;49
-32;-32;41;-822.0;65
19;19;11;-760.0;65
-41;-41;36;-709.0;42
4;4;48;-607.0;52
18;18;10;-572.0;45
-32;-32;18;-461.0;22
-16;-16;13;-397.0;25
-46;-46;-4;-338.0;29
-43;-43;4;-295.0;19
-78;-78;-2;-215.0;3
-386;-386;16;-173.0;-20
-530;-530;12;-167.0;-66
-522;-522;72;-209.0;-212
-384;-384;212;-260.0;-337
-384;-384;230;-317.0;-385
-404;-404;227;-297.0;-382
-387;-387;280;-203.0;-697
-1642;-1642;286;-92.0;-1525
-1857;-1857;346;-75.0;-1283
-510;-510;505;-34.0;-715
-494;?;215;49.0;-672
-1211;?;-339;78.0;-145
-1862;?;-415;110.0;-11
-2335;?;-330;93.0;283
-2300;?;111;2.0;359
-811;?;102;-110.0;444
1017;?;-559;-64.0;1322
1252;?;-514;88.0;1349
1326;?;-450;59.0;1263
1121;?;-126;-25.0;1081
1342;?;272;32.0;1040
1743;?;-74;18.0;1244
714;?;-458;-81.0;1275
190;?;-474;-79.0;960
86;?;518;-11.0;-572
-300;-300;1311;15.0;-33
460;460;-299;53.0;1842
948;948;-1354;39.0;1310
289;289;-349;55.0;513
214;214;-226;77.0;504
179;179;-224;38.0;416
-88;-88;97;-67.0;353
24;24;-33;-116.0;341
58;58;31;-208.0;307
69;69;-1;-272.0;320
66;66;-9;-399.0;342
91;91;22;-500.0;308
164;164;-12;-558.0;286
153;153;11;-641.0;253
156;156;-12;-751.0;228
175;175;-42;-833.0;217
100;100;-32;-869.0;208
42;42;-29;-936.0;211
67;67;-44;-868.0;217
70;70;-53;-761.0;208
74;74;-51;-676.0;211
75;75;-50;-579.0;212
39;39;-64;-484.0;198
33;33;-54;-418.0;203
16;16;-59;-292.0;192
-27;-27;-74;-180.0;167
-39;-39;-56;-166.0;152
-56;-56;-49;-115.0;129
-62;-62;-49;-106.0;125
-57;-57;-50;-55.0;126
-66;-66;-44;-33.0;129
-99;-99;-25;9.0;116
-109;-109;-20;-36.0;80
-113;-113;-17;-31.0;79
-152;-152;-14;14.0;83
-8;-8;-15;87.0;75
93;93;6;143.0;64
62;62;-31;242.0;99
-62;-62;-72;368.0;87
-91;-91;-53;446.0;83
123;123;-203;586.0;303
-66;-66;-367;689.0;415
311;311;-178;784.0;344
365;365;165;883.0;155
435;435;127;953.0;188
3205;3205;-295;1002.0;902
4545;4545;-444;1036.0;1229
2534;2534;-253;1072.0;732
1056;1056;-113;1075.0;340
766;766;10;1049.0;248
710;710;124;1040.0;125
1013;1013;147;1004.0;64
1179;1179;200;921.0;117
1145;1145;205;978.0;81
1152;1152;249;955.0;171
1135;1135;330;983.0;362
1136;1136;327;912.0;354
1097;1097;370;887.0;356
1169;1169;151;820.0;208
995;995;-8;707.0;-240
1875;1875;-371;717.0;-555
2498;2498;-139;641.0;-652
2212;2212;-462;639.0;-1101
3177;3177;-1820;691.0;-1227
2039;2039;471;713.0;-49
440;440;2277;720.0;574
1100;1100;1867;708.0;452
804;804;1841;685.0;441
?;52;142;630.0;-50
?;-79;-269;569.0;-124
?;-137;235;515.0;65
-76;-76;-78;498.0;-38
11;11;51;440.0;-28
-1;-1;0;416.0;-39
-51;-51;-1;397.0;-37
-93;-93;28;325.0;-31
-45;-45;23;222.0;-18
-136;-136;-1;135.0;-28
-170;-170;44;58.0;-19
-163;-163;19;-27.0;2
-403;-403;-137;-121.0;-48
-250;-250;48;22.0;75
218;?;168;170.0;360
1661;1661;624;372.0;756
3032;3032;604;453.0;934
3152;3152;-127;485.0;1099
2585;2585;75;596.0;1225
1140;1140;150;684.0;628
1143;1143;240;704.0;547
1911;1911;447;715.0;816
1869;1869;257;715.0;593
1871;1871;274;708.0;620
829;829;65;720.0;312
174;174;210;669.0;?
453;453;615;628.0;?
1093;1093;641;626.0;?
2301;2301;334;677.0;?
2739;2739;172;639.0;?
2314;2314;213;530.0;?
1299;1299;-584;482.0;?
-509;-509;-882;480.0;?
-1059;-1059;-254;307.0;?
-215;-215;-36;176.0;?
-150;-150;101;176.0;?
-180;-180;129;171.0;?
-15;-15;20;126.0;?
-51;-51;36;94.0;57
-22;-22;35;58.0;63
-41;-41;31;30.0;59
10;10;48;-69.0;58
43;43;45;-65.0;52
-9;-9;16;-96.0;61
-45;-45;21;-116.0;43
-79;-79;36;-236.0;25
-66;-66;33;-199.0;26
20;20;32;?;16
36;36;39;?;10
2;2;51;-207.0;7
55;55;30;-198.0;14
123;123;8;-146.0;18
142;142;17;-115.0;6
128;128;11;-60.0;13
83;83;4;-48.0;14
68;68;-3;-41.0;10
71;71;-8;2.0;12
58;58;-7;-25.0;3
31;31;-20;33.0;3
-14;-14;-27;40.0;14
-10;-10;-20;48.0;12
8;8;-13;67.0;10
-3;-3;-22;87.0;10
2;2;-30;93.0;11
-9;-9;-18;115.0;11
-29;-29;-18;57.0;4
-26;-26;-26;128.0;12
-41;-41;-17;179.0;7
-24;-24;-5;187.0;-6
24;24;-10;203.0;0
-6;-6;-20;212.0;-1
-50;-50;-12;238.0;-4
-34;-34;0;225.0;-2
-9;-9;-13;252.0;7
4;4;-16;289.0;8
23;23;-5;281.0;4
4;4;-17;309.0;10
-24;-24;-23;312.0;8
23;23;-8;284.0;3
-6;-6;-19;311.0;14
135;135;27;279.0;?
115;115;-4;267.0;?
103;103;-6;273.0;?
1087;1087;181;250.0;?
2323;2323;199;277.0;-360
3151;3151;434;270.0;-891
2757;2757;599;426.0;-1247
1556;1556;140;549.0;-678
1917;1917;-103;634.0;-297
2352;2352;-90;781.0;-329
980;980;-120;820.0;-137
185;185;69;876.0;-141
815;815;403;911.0;-524
1198;1198;519;999.0;-629
1390;1390;511;988.0;-621
1600;1600;532;1048.0;-670
1514;1514;359;1133.0;-252
1624;1624;333;1111.0;-329
1444;1444;276;1089.0;-47
930;930;221;1102.0;413
942;942;270;991.0;313
194;194;-384;888.0;?
-458;-458;-540;921.0;?
2296;2296;172;915.0;?
3048;3048;-481;929.0;?
426;426;-1582;903.0;582
715;715;-1067;904.0;503
756;756;-326;875.0;225
-139;-139;-159;838.0;-155
112;112;-58;774.0;199
-39;-39;-101;736.0;66
-3;-3;?;689.0;93
20;20;?;627.0;60
-43;-43;?;568.0;-3
-14;-14;?;497.0;36
-64;-64;?;475.0;7
-48;-48;?;403.0;20
-49;-49;?;249.0;19
-62;-62;?;111.0;18
11;11;25;55.0;22
10;10;21;38.0;32
-18;-18;31;-81.0;6
-23;-23;38;-19.0;-4
4;4;45;110.0;14
-121;-121;51;210.0;-79
-311;?;65;246.0;-192
514;?;165;263.0;-282
169;?;232;339.0;-368
696;?;233;337.0;-350
2914;?;375;383.0;-469
1401;?;641;388.0;-964
192;?;777;388.0;-1329
437;?;644;438.0;-1214
?;480;785;457.0;-1372
?;273;665;451.0;-1232
?;-1820;-76;437.0;-296
?;-2056;-144;402.0;-66
?;-1363;-19;391.0;-211
-370;-370;-115;372.0;9
1564;1564;47;353.0;129
1772;1772;-22;349.0;277
1282;1282;-126;202.0;441
860;860;27;75.0;536
345;345;89;118.0;594
109;109;-33;157.0;566
287;287;14;111.0;601
668;668;-20;72.0;635
884;884;-12;122.0;553
1116;1116;156;139.0;542
982;982;-208;126.0;427
365;365;477;82.0;299
201;201;703;44.0;208
381;381;-745;-18.0;-68
162;162;-529;12.0;-132
-49;-49;79;-31.0;13
-50;-50;-44;-72.0;-2
-87;-87;62;-113.0;-60
-99;-99;8;-60.0;-44
-100;-100;33;-53.0;-50
-98;-98;46;-31.0;-52
-63;-63;18;-121.0;-39
-47;-47;25;-155.0;-45
-50;-50;27;-185.0;-36
-25;-25;42;-250.0;-30
-1;-1;44;-333.0;-25
-7;-7;51;-394.0;-18
-11;-11;36;-504.0;-27
21;21;42;-605.0;-11
62;62;46;-658.0;-11
83;83;14;-637.0;-39
83;83;10;-593.0;-24
59;59;15;-601.0;-23
42;42;10;-595.0;?
40;40;12;-558.0;?
27;27;10;-477.0;?
32;32;9;-445.0;-9
25;25;11;-387.0;-11
-17;-17;5;-316.0;-16
-4;-4;-4;-265.0;-23
-14;-14;7;-229.0;-12
-39;-39;5;-226.0;-7
-8;-8;-5;-178.0;-15
-16;-16;7;-169.0;-6
-28;-28;11;-125.0;-2
-37;-37;16;-77.0;3
-36;-36;17;-75.0;-5
-31;-31;8;-85.0;-15
-18;-18;13;-39.0;-4
20;20;21;23.0;-7
-14;-14;20;72.0;-7
-29;-29;14;118.0;-6
-4;-4;26;242.0;-2
-26;-26;26;244.0;-4
-40;-40;9;229.0;-13
-62;-62;27;262.0;4
-92;-92;33;?;5
-70;-70;22;?;-7
-44;-44;30;?;-5
-39;-39;39;?;-2
-40;-40;38;?;0
-51;-51;36;?;-2
-30;-30;49;?;0
-23;-23;45;?;-9
-43;-43;50;349.0;-4
-53;-53;67;305.0;14
-14;-14;53;256.0;3
41;41;58;245.0;2
-43;-43;56;215.0;8
60;60;36;156.0;-32
-88;-88;47;103.0;-12
68;68;91;99.0;9
80;80;69;79.0;14
-392;-392;17;90.0;50
128;128;33;64.0;82
-1878;-1878;-26;58.0;603
-3866;-3866;89;69.0;1126
-1045;-1045;495;77.0;1174
227;227;515;39.0;1009
-1344;-1344;230;25.0;531
-1613;-1613;211;12.0;424
-1879;-1879;125;-5.0;322
-2422;-2422;78;-11.0;-11
-2001;-2001;296;-24.0;22
-1730;-1730;331;-76.0;-45
-1483;-1483;284;-96.0;-208
-1383;-1383;201;-159.0;-243
-1743;-1743;202;-161.0;-315
-1663;-1663;152;-191.0;-224
-1990;-1990;58;-163.0;-146
-2676;-2676;-53;-223.0;-30
-2629;-2629;-207;?;122
-3246;-3246;93;?;-135
-4117;-4117;-521;?;551
-4638;-4638;-49;?;93
-3508;-3508;1306;?;-1297
-344;-344;-12;?;?
193;193;-484;?;?
-569;-569;78;?;?
-334;-334;-108;?;111
-464;-464;81;?;-60
-362;-362;69;?;-47
-267;-267;45;?;-15
-225;-225;37;?;13
-146;-146;22;?;41
-117;-117;85;?;-15
-43;-43;54;?;19
-51;-51;68;-593.0;5
5;5;69;-585.0;5
58;58;65;-570.0;7
63;63;79;-561.0;-11
-139;-139;40;-603.0;31
-392;-392;50;-546.0;22
-521;-521;127;-412.0;-55
-633;-633;96;-488.0;-2
-611;-611;65;-560.0;58
-656;-656;176;-464.0;-30
?;-359;102;-464.0;29
?;?;188;-547.0;-42
?;?;488;-544.0;-295
?;?;479;?;-293
?;?;623;?;-379
?;?;394;?;-156
?;?;80;?;154
?;?;73;?;160
?;?;-188;?;352
-1989;-1989;-174;-172.0;354
-2129;-2129;-212;-102.0;210
-2212;-2212;-41;-97.0;340
-2155;-2155;-82;-18.0;22
-1955;-1955;-1150;-4.0;452
-1540;-1540;-1153;29.0;-87
-233;-233;-845;-85.0;-1352
1530;1530;-1839;-103.0;1971
2810;2810;-375;-114.0;1296
2013;2013;1834;-294.0;-2517
212;212;863;-292.0;?
75;75;6;-279.0;?
122;122;46;-341.0;?
-64;-64;-42;-423.0;?
50;50;55;-412.0;?
-14;-14;15;-389.0;27
1;1;-3;-352.0;-4
-37;-37;21;-346.0;-36
-46;-46;14;-325.0;0
-30;-30;14;-313.0;-20
-53;-53;29;-348.0;-22
-28;-28;23;-367.0;-19
-30;-30;15;-469.0;-5
-29;-29;6;-524.0;5
-48;-48;20;-532.0;-3
-67;-67;24;-419.0;-4
-72;-72;31;-219.0;-10
-64;-64;43;-18.0;-18
-11;-11;30;105.0;-10
-35;-35;32;191.0;-8
-128;-128;16;240.0;7
-124;-124;2;265.0;15
-138;-138;21;300.0;-4
-221;-221;34;300.0;-3
-315;-315;30;237.0;10
-495;-495;21;203.0;2
-662;-662;36;161.0;-9
-855;-855;52;75.0;-11
-1094;-1094;49;25.0;-32
-1204;-1204;37;-9.0;-37
-1220;-1220;9;-1.0;-19
-1151;-1151;-5;19.0;-29
-918;-918;20;41.0;-24
-569;-569;23;-8.0;-19
-177;-177;-17;-78.0;-14
12;12;-21;-153.0;8
-41;-41;19;-96.0;-3
-59;-59;18;-109.0;-6
-152;-152;-7;-117.0;-3
-323;-323;14;-125.0;-13
-383;-383;32;-94.0;-21
-430;-430;23;-101.0;-24
-451;?;26;-79.0;-8
-388;?;26;-62.0;0
-350;-350;17;-29.0;-10
-377;-377;29;-10.0;-9
-350;-350;20;-21.0;-15
-295;-295;39;-22.0;-28
-375;-375;13;5.0;-19
-646;-646;-102;-23.0;-6
-861;-861;30;-61.0;26
-592;-592;119;-55.0;58
-179;-179;35;-19.0;142
-101;-101;95;-7.0;237
7;7;72;52.0;223
155;155;-15;93.0;215
-81;-81;-45;77.0;180
-138;-138;36;0.0;86
204;204;?;-22.0;-3
572;572;?;-51.0;-44
504;504;-20;-79.0;-56
-21;-21;106;-90.0;-161
506;506;130;-41.0;-89
675;675;108;-21.0;65
818;818;198;-61.0;-22
664;664;119;-41.0;-343
-651;-651;-76;11.0;-484
1270;1270;367;-27.0;-10
1669;1669;648;-54.0;199
-794;-794;-154;-44.0;66
-607;-607;-488;-116.0;-333
-174;-174;119;-200.0;-745
-89;-89;216;-282.0;-149
95;95;0;-400.0;170
-27;-27;25;-446.0;-65
28;28;37;-480.0;0
40;40;48;-587.0;0
49;49;25;-641.0;-8
55;55;5;-756.0;-9
40;40;0;-768.0;-23
26;26;1;-739.0;10
33;33;11;-718.0;10
?;32;-4;-732.0;-7
?;40;-4;-820.0;-9
?;37;-5;-765.0;-10
?;19;-19;-713.0;-12
?;5;-4;-653.0;0
?;0;27;-559.0;12
?;1;20;-426.0;9
?;32;-10;-416.0;-5
?;71;-20;-422.0;-6
?;11;-20;-308.0;-3
?;-37;-15;-194.0;-4
?;-16;-6;-88.0;3
?;-19;-8;-23.0;1
-4;-4;-8;22.0;-10
?;7;-5;73.0;-2
?;-10;-9;89.0;6
-6;-6;-12;74.0;3
-12;-12;-12;87.0;5
-9;-9;-12;46.0;4
26;26;-5;61.0;-1
32;32;-2;50.0;-2
35;35;-4;101.0;-1
19;19;-3;88.0;-2
-12;-12;?;61.0;1
-10;-10;?;52.0;0
-26;-26;?;29.0;-7
-20;-20;?;27.0;-2
-4;-4;?;39.0;-2
-12;-12;4;18.0;-9
-9;-9;2;21.0;-7
-9;-9;3;-16.0;-7
-9;-9;3;-23.0;-8
-11;-11;2;-37.0;-6
-6;-6;4;-54.0;-9
-11;-11;1;-78.0;-4
17;17;6;-59.0;3
34;34;10;-70.0;3
-19;-19;-8;-102.0;5
24;24;-3;-70.0;3
42;42;2;-104.0;-3
-10;-10;-7;-111.0;2
2;2;-1;-128.0;7
10;10;-3;-96.0;2
15;15;-5;-61.0;-2
-2;-2;-3;-43.0;-1
46;46;-4;-6.0;1
74;74;-3;?;3
-3;-3;-4;?;0
-4;-4;-4;?;0
6;6;-4;?;0
-4;-4;-3;?;1
2;2;-5;?;-1
1;1;-8;?;-2
1;1;-8;?;-2
-1;-1;-8;?;-2
24;24;-6;301.0;-1
33;33;-6;299.0;-2
33;33;-5;290.0;0
?;27;-7;311.0;-3
?;11;-14;319.0;-8
?;-2;-9;325.0;2
?;-46;-4;316.0;2
?;-28;-9;297.0;-1
?;-14;-8;297.0;-1
?;-26;0;246.0;-4
?;10;1;213.0;-2
?;-4;-3;214.0;-3
?;-6;-5;164.0;-4
-4;-4;-6;179.0;-3
-24;-24;-5;156.0;-3
-19;-19;-6;144.0;-3
-20;-20;-6;92.0;-3
-11;-11;1;51.0;1
-16;-16;4;47.0;0
-14;-14;0;4.0;2
6;6;0;-35.0;5
11;11;3;-33.0;-3
11;11;3;-50.0;-2
-11;-11;4;-60.0;4
-32;-32;3;-45.0;4
-18;-18;-1;-69.0;3
7;7;1;-42.0;-2
-3;-3;0;-100.0;-3
-37;-37;-1;-113.0;2
-57;-57;-2;-102.0;-4
-61;-61;-6;-83.0;-9
-61;-61;3;-50.0;-3
-93;-93;15;-64.0;0
-119;-119;15;-28.0;-2
-85;-85;21;-60.0;-2
-73;-73;20;-65.0;-2
-87;-87;23;-75.0;-3
-86;-86;29;-56.0;-1
-78;-78;31;-40.0;13
-80;-80;29;-45.0;7
-57;-57;37;-47.0;-1
-30;-30;45;-53.0;5
-64;-64;-4;-49.0;-31
-72;-72;80;-70.0;60
-164;-164;4;-106.0;-21
-247;-247;56;-167.0;-1
-179;-179;103;-240.0;18
-1116;-1116;-671;-306.0;-883
-3063;-3063;-671;-377.0;-1230
-3304;-3304;-52;-402.0;-720
-2548;-2548;-8;-419.0;-383
-2201;-2201;208;-474.0;61
-1262;-1262;190;-542.0;109
-1021;-1021;-139;-564.0;-177
-1301;-1301;-293;-527.0;-311
-1242;-1242;-298;-582.0;-314
-1380;-1380;-152;-616.0;-153
-1240;-1240;57;-562.0;101
-1157;-1157;110;-574.0;195
-1384;-1384;16;-549.0;141
-1166;-1166;67;-507.0;186
-1293;-1293;-66;-471.0;232
-1364;-1364;-96;-446.0;218
-1276;-1276;-58;-458.0;364
-1311;-1311;-259;-475.0;492
-749;-749;-51;-529.0;658
-2932;-2932;-120;-515.0;962
-4201;-4201;873;-532.0;2
-1962;-1962;2772;-489.0;-556
-1545;-1545;2069;-540.0;568
-1106;-1106;359;-584.0;516
-287;-287;106;-699.0;52
-384;-384;74;-787.0;85
-323;-323;-71;-832.0;-62
-380;-380;50;-827.0;80
-379;-379;49;-817.0;68
-376;-376;27;-787.0;0
-275;-275;75;-704.0;-1
-183;-183;106;-659.0;-30
-181;-181;170;-612.0;17
?;-50;159;-556.0;36
?;56;137;-489.0;26
?;61;139;-420.0;25
?;82;133;-395.0;21
?;134;128;-483.0;18
?;143;98;-504.0;33
?;177;78;-504.0;38
?;201;117;-323.0;41
?;169;128;-253.0;53
?;261;101;-371.0;19
?;60;32;-436.0;22
?;-386;21;-439.0;-55
?;-508;40;-422.0;-104
-566;-566;-15;-437.0;-138
-710;-710;76;-423.0;-426
-761;-761;246;-368.0;?
-994;-994;315;-255.0;?
-1951;-1951;180;-204.0;?
-2709;-2709;166;-115.0;?
-2161;-2161;503;-115.0;?
-1540;-1540;498;-79.0;?
-1270;-1270;378;-27.0;?
-792;-792;607;37.0;?
-1097;-1097;442;?;-558
-1899;-1899;15;?;-327
-2159;-2159;-107;?;-364
-2819;-2819;-382;165.0;-62
-3225;-3225;-540;181.0;12
-2836;-2836;?;195.0;201
-694;-694;?;161.0;1338
1343;?;?;67.0;2056
1224;?;?;226.0;1995
2482;?;?;54.0;2356
1678;?;?;-85.0;1660
-482;-482;?;-164.0;319
164;164;?;-150.0;144
19;19;?;-254.0;106
-90;-90;?;-370.0;34
129;129;59;-425.0;116
-92;-92;-23;-437.0;98
52;52;53;-456.0;93
12;12;19;-508.0;85
11;11;?;-489.0;89
75;75;?;-476.0;70
82;82;?;-381.0;68
56;56;?;-155.0;55
74;74;?;-92.0;34
100;100;?;-252.0;28
41;41;?;-390.0;13
3;3;?;-302.0;7
1;1;?;-39.0;-2
2;2;-8;21.0;9
-14;-14;-29;-24.0;29
-8;-8;-3;-45.0;15
1;1;-16;-60.0;20
-82;-82;-15;-40.0;15
-58;-58;29;54.0;-17
-68;-68;46;2.0;-29
-8;-8;65;-88.0;-50
40;40;72;-64.0;-102
-224;-224;-27;-81.0;-45
-763;-763;-48;-34.0;52
-2151;-2151;71;-21.0;31
-3112;-3112;-133;32.0;277
-3216;-3216;-208;-26.0;326
-3049;-3049;179;13.0;-164
-1721;-1721;327;56.0;-384
-677;-677;285;63.0;-373
-634;-634;91;79.0;-209
-497;-497;-110;83.0;-19
-734;-734;-102;109.0;-11
-1039;-1039;-54;108.0;-50
-842;-842;17;115.0;-151
-1079;-1079;-106;52.0;-39
-1190;-1190;-121;60.0;-20
-1017;-1017;-91;44.0;-53
-1109;-1109;-253;-69.0;117
-1102;-1102;-244;-115.0;107
-1138;-1138;-226;-95.0;86
-861;-861;-234;-122.0;109
-635;-635;-150;-210.0;29
-489;-489;-169;-217.0;36
-675;-675;-269;-291.0;98
-1655;-1655;-409;-329.0;128
-1977;-1977;-463;-341.0;144
-1997;-1997;-150;-303.0;-112
-2981;-2981;-1;-338.0;-512
-4022;-4022;-530;-406.0;-421
?;-3717;-288;-438.0;-525
?;-1989;608;-404.0;-809
?;-303;366;-369.0;-129
?;97;112;-350.0;273
-120;-120;184;-353.0;2
-186;?;-30;-356.0;-12
-212;?;14;-365.0;-30
-165;?;10;?;-31
-103;?;-2;?;-23
-143;?;24;?;-51
-158;?;10;?;2
-153;?;26;?;4
-191;?;3;-666.0;-34
-204;?;38;-737.0;-13
-164;?;57;?;-30
-99;?;70;?;-56
-66;?;81;?;-10
-85;?;78;?;-36
-80;-80;96;?;-75
-50;-50;75;?;-16
-51;-51;67;-722.0;-4
2;2;77;-715.0;-38
20;20;86;-726.0;10
149;149;152;-704.0;-28
119;119;142;-728.0;-14
-191;-191;5;-747.0;107
-331;-331;-15;-760.0;49
-1134;-1134;-18;-714.0;239
-493;-493;-20;-634.0;72
-1292;-1292;-13;-554.0;295
-3513;-3513;297;-490.0;740
-3793;-3793;655;-404.0;289
-6520;-6520;236;-362.0;1268
-3974;-3974;234;-366.0;1630
504;504;339;-320.0;508
-826;-826;53;-292.0;601
529;529;233;-326.0;?
1005;1005;-138;-302.0;?
-917;-917;-503;-308.0;?
-1129;-1129;-89;-266.0;?
-818;-818;178;-261.0;?
279;279;229;-179.0;?
477;477;187;-61.0;?
63;63;87;47.0;?
1242;?;129;-1.0;?
-674;?;-21;-62.0;?
-2345;?;-899;?;?
666;?;299;?;?
863;?;1570;?;?
-314;?;-972;?;?
1471;?;-1098;?;?
3300;?;394;?;-3724
2208;?;-121;?;-2289
199;?;267;?;-14
166;?;317;-255.0;26
177;?;27;-302.0;-151
-55;?;65;-255.0;33
32;?;-49;-187.0;11
-83;?;7;-183.0;43
-27;-27;0;-153.0;26
22;22;-8;-150.0;20
-35;-35;7;-186.0;30
1;1;2;-208.0;25
20;20;-2;-164.0;34
5;5;4;-199.0;15
-30;-30;-8;-263.0;20
-70;-70;-3;-208.0;9
-33;-33;5;-135.0;2
-6;-6;-10;-89.0;10
-66;?;-9;-12.0;8
-115;?;17;-37.0;10
-112;?;14;-144.0;9
-70;?;-5;-159.0;-3
-45;?;26;-71.0;8
-33;?;66;?;37
-15;?;58;?;34
4;?;36;?;15
30;?;26;?;9
20;?;20;189.0;3
-10;?;20;233.0;5
-1;?;26;296.0;8
-4;-4;24;217.0;9
6;6;27;164.0;16
58;58;34;100.0;9
46;46;21;105.0;-1
14;14;17;?;2
31;31;24;?;9
8;8;19;?;3
-20;-20;20;?;5
-19;-19;25;?;15
-27;-27;22;?;7
6;6;?;?;7
-8;-8;?;?;8
-39;-39;?;-15.0;1
2;2;?;-41.0;6
-5;-5;28;-30.0;0
-12;-12;25;-56.0;-3
20;20;28;-26.0;-2
9;9;30;-13.0;1
-10;-10;29;-28.0;7
22;22;25;-45.0;4
27;27;25;-59.0;3
-23;-23;27;-60.0;4
-25;-25;27;-43.0;1
-45;-45;27;-11.0;4
-38;-38;25;-33.0;1
21;21;26;-19.0;-2
-28;-28;32;-40.0;2
-40;-40;27;-86.0;-1
4;4;28;-81.0;-1
11;11;33;-79.0;4
10;10;32;-66.0;2
10;10;32;-28.0;3
15;15;23;23.0;-1
-21;-21;20;43.0;-7
-17;-17;23;31.0;-2
18;18;21;42.0;1
7;7;30;55.0;3
-9;-9;?;66.0;11
-28;-28;?;68.0;4
-25;-25;?;8.0;-4
-21;-21;?;11.0;1
-33;-33;?;-11.0;1
-29;-29;?;-9.0;-5
-21;-21;29;11.0;-2
-18;-18;36;-1.0;4
-20;-20;30;28.0;-5
6;6;32;51.0;-4
1;1;41;?;6
-42;-42;31;?;-3
-33;-33;31;?;-8
-17;-17;39;?;-2
-28;-28;39;?;0
-35;-35;42;?;1
-55;-55;44;?;1
-25;-25;40;-107.0;-3
20;20;43;-86.0;-1
-13;-13;48;-122.0;3
-3;-3;45;-173.0;4
29;29;40;-147.0;2
4;4;40;-122.0;0
45;45;42;-128.0;3
69;69;42;-137.0;?
16;16;36;-121.0;?
61;61;24;-108.0;?
-52;-52;27;-91.0;?
25;25;19;-104.0;?
-29;-29;-21;-110.0;?
-102;-102;-25;-110.0;?
285;285;-7;-95.0;?
-1394;-1394;-87;-57.0;?
-3398;-3398;-174;38.0;-251
-2808;-2808;67;33.0;48
-1623;-1623;408;47.0;423
-664;-664;338;21.0;374
-26;-26;145;30.0;?
137;137;127;40.0;?
170;170;143;35.0;?
150;150;140;29.0;?
-114;-114;135;34.0;?
-703;?;137;87.0;?
