NMHC(GT);CO(GT);NO2(GT);NOx(GT);RH;C6H6(GT);T;AH;PT08.S1(CO);PT08.S2(NMHC);PT08.S4(NO2);PT08.S5(O3);PT08.S3(NOx)
-200.0;?;82.0;?;?;6.4;20.0;1.1724;913.0;830.0;1371.0;?;980.0
-200.0;?;81.0;?;49.7;5.0;?;?;903.0;765.0;1317.0;712.0;1035.0
-200.0;1.6;89.0;233.0;39.5;?;24.3;1.1842;982.0;?;?;859.0;892.0
-200.0;1.4;83.0;210.0;34.8;6.6;25.4;1.1119;925.0;838.0;1324.0;728.0;?
-200.0;1.2;82.0;?;30.7;5.2;26.6;1.0501;895.0;776.0;1274.0;640.0;?
-200.0;1.4;78.0;189.0;28.1;6.6;27.7;1.0272;?;?;1319.0;?;?
-200.0;1.6;?;210.0;28.7;7.6;27.6;1.0406;?;881.0;1339.0;?;926.0
-200.0;1.1;78.0;162.0;29.2;5.0;27.6;1.0594;885.0;765.0;1268.0;619.0;1017.0
-200.0;1.1;73.0;137.0;28.6;?;28.1;1.0715;903.0;779.0;1278.0;?;1010.0
-200.0;?;73.0;165.0;?;5.3;29.1;1.0648;927.0;781.0;1267.0;594.0;994.0
?;1.5;100.0;204.0;?;6.5;28.4;1.0798;?;835.0;1338.0;700.0;936.0
-200.0;?;122.0;266.0;32.1;9.2;?;1.102;1050.0;?;?;912.0;832.0
?;2.4;?;?;35.3;11.6;?;1.1262;1091.0;1037.0;1512.0;1038.0;770.0
-200.0;?;116.0;234.0;37.1;9.2;?;1.1397;1040.0;946.0;1424.0;952.0;?
-200.0;1.5;109.0;181.0;40.6;7.5;23.5;1.1588;997.0;?;1404.0;887.0;?
-200.0;1.7;109.0;?;43.4;9.0;22.8;?;1042.0;938.0;1456.0;1004.0;?
?;2.5;116.0;?;47.9;12.1;22.2;1.2626;1191.0;1055.0;1563.0;1221.0;707.0
-200.0;2.2;?;255.0;50.5;10.5;?;1.2652;?;996.0;1534.0;1177.0;754.0
-200.0;1.4;81.0;149.0;?;7.1;20.6;?;973.0;862.0;1436.0;957.0;850.0
?;1.2;?;112.0;56.6;6.2;19.6;1.2797;940.0;823.0;1415.0;853.0;891.0
?;1.2;-200.0;?;?;?;18.8;1.2847;949.0;890.0;1484.0;884.0;854.0
-200.0;0.9;?;90.0;59.5;3.8;18.8;?;830.0;699.0;1339.0;736.0;?
-200.0;0.5;35.0;46.0;57.0;2.3;19.3;1.2603;773.0;609.0;1256.0;?;1169.0
-200.0;0.6;44.0;76.0;60.8;2.9;18.2;1.2567;811.0;644.0;1289.0;?;1144.0
-200.0;1.0;62.0;139.0;66.8;4.8;16.8;1.2721;901.0;754.0;?;854.0;936.0
-200.0;1.3;68.0;?;60.0;7.7;?;1.2757;969.0;?;1451.0;953.0;863.0
-200.0;1.7;85.0;224.0;?;8.8;22.2;1.2678;?;933.0;1465.0;1050.0;806.0
-200.0;?;?;272.0;35.7;10.6;?;1.2149;1094.0;1002.0;1536.0;1114.0;755.0
-200.0;2.1;115.0;251.0;28.5;10.2;30.0;?;1083.0;984.0;1485.0;?;784.0
-200.0;?;129.0;250.0;24.7;11.0;?;1.1696;?;1015.0;1508.0;996.0;?
-200.0;2.0;?;178.0;28.6;11.9;29.6;1.1628;1059.0;1047.0;1549.0;841.0;761.0
-200.0;2.0;87.0;137.0;?;10.8;29.8;1.1809;?;1009.0;1545.0;?;771.0
-200.0;1.2;70.0;119.0;26.1;5.1;?;1.163;925.0;768.0;?;?;987.0
-200.0;1.8;106.0;?;22.4;8.3;?;1.212;1045.0;?;1385.0;742.0;878.0
?;4.3;151.0;329.0;25.4;20.7;33.2;1.2722;1303.0;1317.0;?;1196.0;631.0
-200.0;?;179.0;?;31.4;16.8;30.0;1.3074;1254.0;1204.0;1655.0;1338.0;668.0
-200.0;4.4;?;489.0;38.1;20.4;27.5;?;1345.0;1306.0;?;1416.0;587.0
-200.0;3.8;187.0;470.0;42.5;15.3;26.2;1.423;?;1159.0;1704.0;1341.0;645.0
?;1.9;?;228.0;?;8.8;24.7;1.4206;1096.0;931.0;1506.0;1019.0;766.0
-200.0;1.7;99.0;169.0;50.0;?;23.6;1.4383;1077.0;920.0;1509.0;935.0;778.0
-200.0;1.8;?;189.0;53.6;?;22.7;1.4632;1084.0;929.0;1517.0;?;751.0
?;1.1;79.0;100.0;53.8;?;22.7;1.4666;980.0;800.0;1407.0;903.0;863.0
?;0.8;57.0;71.0;53.0;?;22.8;1.4577;882.0;713.0;?;?;978.0
-200.0;0.7;43.0;52.0;57.6;3.0;21.4;1.4469;?;655.0;?;625.0;1051.0
?;?;-200.0;-200.0;?;2.2;19.9;1.4363;819.0;597.0;1281.0;613.0;1112.0
-200.0;0.5;50.0;?;?;2.2;?;1.4269;?;601.0;1281.0;646.0;1122.0
-200.0;0.5;47.0;?;60.8;2.7;20.2;1.4243;823.0;631.0;1304.0;671.0;1090.0
-200.0;?;?;126.0;63.5;4.7;?;1.4139;903.0;748.0;1373.0;801.0;?
-200.0;3.5;91.0;?;?;?;?;1.4039;1310.0;1344.0;2026.0;1353.0;573.0
-200.0;-200.0;-200.0;-200.0;60.6;32.2;20.1;?;?;1601.0;2338.0;1682.0;455.0
-200.0;5.7;159.0;737.0;49.7;27.5;23.5;?;1479.0;1490.0;2146.0;1749.0;?
?;3.5;173.0;481.0;?;?;?;1.4237;1285.0;1243.0;?;1582.0;599.0
-200.0;3.7;174.0;425.0;?;18.6;29.9;1.4096;1262.0;?;1835.0;1484.0;597.0
-200.0;3.1;?;330.0;30.8;17.6;31.5;1.4017;1225.0;1227.0;?;1321.0;643.0
-200.0;3.0;?;?;30.2;?;30.2;1.2744;1162.0;1188.0;1681.0;1125.0;676.0
?;2.6;125.0;283.0;29.3;11.8;?;1.2612;1103.0;1044.0;1523.0;?;757.0
?;2.4;122.0;?;27.4;11.9;31.8;1.2673;?;1045.0;1563.0;975.0;752.0
-200.0;2.6;124.0;280.0;?;15.5;34.3;1.2326;1169.0;1163.0;1639.0;1025.0;708.0
-200.0;5.0;184.0;505.0;23.0;28.8;?;1.2081;1386.0;1522.0;1990.0;1469.0;560.0
-200.0;?;200.0;566.0;29.2;31.1;?;1.2585;?;1577.0;2080.0;1648.0;?
-200.0;6.5;225.0;681.0;32.4;34.9;28.1;1.2173;1476.0;1663.0;2167.0;1785.0;473.0
?;4.1;168.0;448.0;31.7;19.5;26.5;1.0787;1167.0;1282.0;?;1371.0;633.0
?;2.1;?;231.0;33.7;11.7;24.8;?;?;1039.0;1455.0;?;761.0
?;2.0;?;230.0;38.1;9.9;23.9;?;1034.0;972.0;1437.0;1118.0;747.0
-200.0;1.4;94.0;146.0;43.0;7.7;23.0;1.1897;986.0;885.0;1407.0;931.0;?
?;?;62.0;?;?;4.4;?;1.2755;908.0;732.0;1311.0;722.0;966.0
-200.0;0.8;?;?;?;4.1;22.3;1.2643;?;714.0;?;773.0;957.0
-200.0;0.6;50.0;55.0;49.8;3.1;22.1;?;843.0;?;?;665.0;1042.0
-200.0;0.5;-200.0;-200.0;51.4;2.4;21.8;1.3272;822.0;?;1254.0;594.0;1094.0
?;0.4;?;42.0;55.9;2.1;20.8;1.3581;814.0;589.0;1246.0;565.0;?
-200.0;0.6;53.0;102.0;63.0;3.3;18.8;1.3582;869.0;673.0;1307.0;688.0;1033.0
?;1.4;?;?;65.5;8.1;?;1.3686;1013.0;905.0;1499.0;974.0;804.0
-200.0;5.6;133.0;?;66.1;31.4;18.2;1.3679;1515.0;1584.0;2288.0;1591.0;496.0
?;7.3;?;738.0;?;41.2;19.6;1.3713;1587.0;?;2531.0;1820.0;425.0
-200.0;5.3;161.0;665.0;?;27.3;22.6;?;1490.0;?;2115.0;?;?
?;4.4;191.0;598.0;44.2;24.2;25.8;1.4512;?;?;1991.0;1704.0;?
-200.0;3.1;158.0;340.0;39.0;17.0;28.5;1.4928;1246.0;1209.0;1792.0;1270.0;?
-200.0;3.3;157.0;?;35.1;?;30.1;?;1266.0;1231.0;1768.0;1265.0;615.0
-200.0;3.8;188.0;401.0;?;19.3;29.4;1.4718;1277.0;1277.0;?;?;586.0
-200.0;2.3;143.0;275.0;37.9;12.7;29.2;1.5116;?;1073.0;1635.0;987.0;?
-200.0;2.6;?;278.0;34.9;14.6;30.5;1.5015;1207.0;1136.0;1696.0;1024.0;645.0
-200.0;?;168.0;342.0;31.4;17.8;31.5;?;1252.0;1233.0;1759.0;1127.0;618.0
?;5.0;205.0;?;31.4;26.6;31.2;1.3987;?;1468.0;?;?;531.0
-200.0;5.6;204.0;553.0;37.2;30.3;28.5;1.4282;1464.0;1559.0;2158.0;1639.0;485.0
-200.0;?;210.0;531.0;42.3;?;26.7;1.4618;1422.0;1520.0;2087.0;1624.0;494.0
-200.0;4.4;173.0;428.0;49.0;20.0;?;1.5092;1308.0;1297.0;1899.0;1454.0;567.0
-200.0;?;123.0;?;53.6;11.9;23.6;?;1137.0;1047.0;?;1138.0;?
-200.0;?;?;145.0;55.8;8.1;?;1.548;?;903.0;1494.0;?;782.0
-200.0;1.3;77.0;112.0;58.4;7.7;22.1;1.5393;?;885.0;1491.0;?;?
-200.0;1.1;74.0;99.0;?;5.9;22.6;1.5233;962.0;808.0;1430.0;868.0;866.0
-200.0;?;74.0;98.0;61.3;5.1;21.0;?;930.0;?;1409.0;825.0;916.0
-200.0;0.6;?;?;?;2.4;?;1.501;812.0;613.0;1302.0;?;1133.0
-200.0;?;-200.0;-200.0;?;2.4;19.8;1.4894;826.0;612.0;1304.0;605.0;1111.0
?;0.6;44.0;59.0;70.8;3.8;18.3;1.4794;878.0;702.0;1373.0;822.0;949.0
-200.0;0.8;69.0;162.0;72.5;5.0;?;1.4876;922.0;?;1415.0;905.0;892.0
-200.0;1.5;79.0;268.0;71.0;9.7;18.3;?;1047.0;965.0;1606.0;1075.0;737.0
-200.0;4.1;108.0;531.0;68.9;25.9;18.5;1.4565;1376.0;1452.0;2123.0;1541.0;521.0
-200.0;5.5;119.0;517.0;?;34.3;?;?;1514.0;1648.0;2400.0;1749.0;457.0
-200.0;5.5;165.0;701.0;?;29.0;23.5;1.4833;1494.0;?;2201.0;1798.0;479.0
?;3.7;172.0;?;42.7;20.0;26.8;1.4864;?;1298.0;1888.0;1584.0;562.0
?;?;180.0;415.0;36.7;18.3;29.1;1.4543;1269.0;1247.0;1813.0;?;597.0
-200.0;2.5;?;243.0;?;13.4;30.8;1.4014;1152.0;1099.0;?;?;674.0
-200.0;2.6;120.0;267.0;?;14.0;27.9;?;1138.0;1117.0;1646.0;?;?
-200.0;2.2;117.0;233.0;37.3;?;?;1.4291;1132.0;?;1609.0;944.0;680.0
-200.0;2.6;141.0;295.0;32.9;?;30.2;1.3865;1186.0;1159.0;?;1046.0;640.0
-200.0;2.9;151.0;309.0;27.7;16.1;32.9;1.3622;1228.0;1184.0;1724.0;1089.0;657.0
-200.0;5.0;218.0;506.0;28.8;?;32.2;1.3624;1424.0;?;?;1537.0;523.0
?;?;213.0;479.0;39.0;26.2;28.8;1.5203;1427.0;1458.0;2049.0;?;507.0
?;?;194.0;460.0;?;26.7;26.7;1.4881;?;1473.0;?;1510.0;508.0
?;3.8;167.0;363.0;54.0;18.3;24.6;?;1284.0;?;1842.0;1300.0;582.0
-200.0;?;?;213.0;?;11.9;23.4;1.6992;1110.0;?;1638.0;1058.0;688.0
?;2.1;98.0;183.0;62.6;11.5;22.5;1.6883;1110.0;1032.0;1650.0;1002.0;702.0
-200.0;1.8;93.0;163.0;62.0;?;22.9;?;1077.0;?;1571.0;923.0;749.0
-200.0;1.6;87.0;152.0;64.9;8.0;?;1.719;1037.0;898.0;1539.0;836.0;793.0
?;1.4;?;?;68.5;6.9;21.4;1.7261;1002.0;854.0;1513.0;779.0;818.0
-200.0;?;49.0;?;63.0;3.7;22.2;1.6673;865.0;?;1385.0;678.0;989.0
-200.0;0.5;-200.0;-200.0;59.9;2.4;?;1.6069;?;615.0;1336.0;601.0;1131.0
-200.0;-200.0;?;54.0;?;2.2;?;1.5817;824.0;?;1337.0;593.0;1138.0
-200.0;0.5;58.0;?;57.5;2.5;22.9;1.5879;847.0;620.0;1339.0;670.0;1085.0
-200.0;0.9;66.0;132.0;63.2;?;21.3;1.5794;961.0;?;1491.0;?;892.0
-200.0;3.2;112.0;422.0;63.5;21.6;?;1.5941;?;1340.0;2049.0;1400.0;540.0
-200.0;2.8;?;282.0;54.4;18.8;23.7;?;?;1264.0;?;?;582.0
?;2.7;103.0;293.0;50.8;18.1;25.0;1.5903;?;1244.0;1853.0;1415.0;604.0
-200.0;2.4;118.0;334.0;48.1;14.8;26.3;1.6199;1215.0;1141.0;?;1285.0;631.0
-200.0;2.7;129.0;324.0;?;15.9;26.4;1.6006;1248.0;1177.0;?;1230.0;608.0
-200.0;2.8;127.0;294.0;39.5;16.1;29.3;?;1233.0;1184.0;1775.0;1147.0;610.0
-200.0;2.9;130.0;273.0;39.6;17.2;29.0;1.5581;?;?;1795.0;1107.0;?
-200.0;2.6;130.0;275.0;38.0;15.8;29.8;1.5642;?;1175.0;1746.0;?;618.0
?;2.6;?;282.0;37.2;15.1;?;1.588;1215.0;?;1733.0;?;608.0
-200.0;3.2;146.0;323.0;34.9;18.9;?;1.5903;1330.0;1264.0;1860.0;1362.0;586.0
?;4.6;190.0;?;34.8;25.2;31.6;1.5925;1446.0;1434.0;2075.0;1619.0;522.0
-200.0;4.9;189.0;431.0;40.5;26.1;29.0;1.5949;1446.0;1458.0;?;1572.0;501.0
?;?;173.0;?;45.9;25.6;27.2;?;1421.0;1444.0;2056.0;1446.0;510.0
-200.0;3.3;148.0;313.0;48.7;16.9;26.2;1.6256;1247.0;1206.0;1785.0;?;600.0
?;?;116.0;228.0;50.5;?;25.1;1.584;1168.0;1070.0;?;1102.0;667.0
-200.0;2.1;?;?;50.7;10.3;?;1.4959;?;991.0;?;1028.0;721.0
-200.0;1.7;?;179.0;53.7;8.9;22.5;?;1071.0;934.0;1504.0;942.0;?
?;1.0;?;97.0;53.7;?;22.7;1.458;969.0;835.0;1437.0;773.0;?
-200.0;?;59.0;83.0;57.9;5.3;?;1.4658;?;780.0;1419.0;737.0;915.0
-200.0;0.7;64.0;80.0;55.8;?;22.3;1.4828;?;744.0;1394.0;815.0;908.0
?;?;-200.0;-200.0;53.8;2.0;?;1.4673;?;581.0;1320.0;627.0;1176.0
?;0.4;52.0;66.0;59.9;2.5;21.1;1.4789;?;?;?;?;?
?;?;?;?;63.0;2.8;20.4;?;?;?;1367.0;?;1093.0
?;1.3;83.0;232.0;62.2;8.4;20.8;?;1062.0;915.0;1579.0;929.0;?
-200.0;3.5;114.0;535.0;61.6;21.1;21.3;1.5452;1418.0;1328.0;2017.0;1427.0;546.0
-200.0;5.5;137.0;?;60.2;?;21.9;?;?;1641.0;2430.0;1776.0;440.0
-200.0;5.6;?;?;56.4;29.4;23.0;?;1583.0;1538.0;2214.0;?;?
-200.0;3.4;?;539.0;49.5;20.3;25.1;1.5572;1338.0;1305.0;?;1521.0;543.0
-200.0;3.2;134.0;?;44.3;?;26.6;1.5229;1285.0;1252.0;1866.0;1293.0;581.0
-200.0;3.7;143.0;422.0;46.0;22.3;26.2;?;1376.0;?;1998.0;1435.0;530.0
-200.0;4.6;153.0;483.0;48.7;26.9;?;?;1467.0;1477.0;2114.0;1592.0;491.0
-200.0;?;145.0;496.0;48.3;24.0;25.6;1.558;?;1403.0;2026.0;1551.0;518.0
-200.0;?;123.0;403.0;47.8;?;25.7;1.5548;1358.0;1277.0;1892.0;1429.0;?
?;2.7;96.0;282.0;?;14.5;24.9;1.5251;1222.0;1133.0;1698.0;1195.0;?
-200.0;2.2;107.0;268.0;75.4;11.1;18.3;?;1134.0;?;1632.0;?;724.0
-200.0;?;119.0;306.0;73.9;10.4;16.3;1.3601;1120.0;?;1565.0;962.0;725.0
?;2.9;109.0;293.0;75.7;10.5;15.6;1.3345;1103.0;997.0;1552.0;914.0;736.0
-200.0;2.0;107.0;240.0;76.6;5.8;?;1.3334;985.0;?;1390.0;785.0;895.0
?;0.7;?;93.0;?;2.2;14.0;1.1988;795.0;596.0;1188.0;482.0;1227.0
-200.0;?;?;99.0;60.5;2.0;?;1.0213;787.0;584.0;1129.0;446.0;1317.0
?;1.2;22.0;55.0;50.9;3.8;15.5;0.888;?;?;?;553.0;1128.0
-200.0;1.2;2.0;19.0;50.0;3.9;?;0.8773;835.0;705.0;?;592.0;1117.0
?;1.1;7.0;26.0;?;3.7;?;0.9326;837.0;693.0;?;?;1096.0
-200.0;0.6;8.0;26.0;53.9;1.7;15.4;0.9334;761.0;563.0;?;451.0;1316.0
-200.0;?;-200.0;-200.0;?;1.0;?;0.9017;718.0;499.0;1059.0;382.0;1495.0
-200.0;0.3;27.0;42.0;53.1;1.0;15.3;0.9181;724.0;495.0;1071.0;391.0;1531.0
-200.0;?;14.0;32.0;53.7;0.9;?;?;718.0;486.0;1072.0;398.0;1531.0
-200.0;0.4;?;25.0;53.3;1.3;15.5;0.9308;?;525.0;?;430.0;1434.0
-200.0;0.6;9.0;?;52.7;2.1;15.4;0.9178;782.0;591.0;?;461.0;1287.0
?;0.7;14.0;41.0;51.1;2.5;15.7;0.9056;798.0;619.0;1138.0;500.0;1204.0
-200.0;?;52.0;130.0;47.7;4.6;?;0.9142;?;744.0;1207.0;?;1067.0
-200.0;1.1;64.0;173.0;41.9;4.3;?;?;862.0;?;1171.0;603.0;1103.0
-200.0;?;66.0;168.0;37.0;6.5;19.1;?;915.0;834.0;1243.0;686.0;1006.0
?;1.4;14.0;51.0;34.8;6.0;19.3;?;857.0;813.0;1183.0;622.0;1040.0
-200.0;1.4;9.0;31.0;?;?;19.8;?;837.0;?;1171.0;624.0;1065.0
-200.0;1.0;12.0;41.0;?;4.5;?;0.7104;805.0;740.0;1117.0;?;1161.0
?;0.9;14.0;41.0;28.6;3.9;20.2;0.6717;781.0;705.0;1068.0;514.0;1203.0
-200.0;1.1;21.0;?;?;4.6;22.1;0.6514;?;743.0;1095.0;?;1183.0
-200.0;1.3;43.0;?;27.7;6.7;21.1;0.6853;877.0;844.0;1193.0;669.0;?
-200.0;1.8;62.0;?;30.3;8.9;20.1;?;926.0;935.0;1262.0;786.0;931.0
-200.0;2.4;68.0;218.0;33.0;?;19.5;0.7384;987.0;971.0;1312.0;?;876.0
-200.0;2.7;81.0;241.0;32.3;10.8;19.3;0.7163;1004.0;?;?;926.0;848.0
-200.0;?;?;223.0;33.2;7.4;18.4;0.6975;?;875.0;1227.0;902.0;937.0
-200.0;2.2;99.0;279.0;36.5;10.3;17.8;0.7366;?;989.0;1358.0;1011.0;?
-200.0;2.8;98.0;330.0;39.9;13.8;17.8;?;1126.0;1111.0;1473.0;1249.0;746.0
-200.0;2.4;97.0;330.0;?;10.9;17.0;0.8242;1067.0;?;1350.0;1133.0;794.0
?;2.5;101.0;341.0;52.2;?;15.5;0.9136;1063.0;1040.0;1413.0;1166.0;739.0
-200.0;1.4;90.0;205.0;51.9;7.8;15.6;0.9135;915.0;893.0;1287.0;953.0;872.0
-200.0;1.4;-200.0;-200.0;59.4;7.7;13.5;0.9176;?;885.0;1304.0;912.0;?
-200.0;-200.0;61.0;130.0;?;5.5;?;?;844.0;786.0;1226.0;831.0;?
-200.0;0.9;55.0;102.0;63.2;4.5;?;0.9146;816.0;739.0;1188.0;793.0;999.0
-200.0;0.6;46.0;79.0;57.6;3.3;13.6;0.8941;768.0;671.0;1153.0;700.0;1128.0
-200.0;1.0;?;148.0;63.2;5.4;12.2;?;835.0;785.0;1224.0;?;989.0
-200.0;1.6;83.0;261.0;56.4;8.2;14.6;0.9319;944.0;908.0;1321.0;?;865.0
-200.0;0.9;55.0;107.0;38.6;3.0;19.8;0.8831;810.0;651.0;1117.0;?;1170.0
?;0.9;47.0;103.0;33.4;3.0;21.6;0.8519;819.0;655.0;1104.0;507.0;1222.0
-200.0;?;61.0;122.0;32.2;3.5;?;0.8407;844.0;680.0;1129.0;518.0;1147.0
-200.0;1.0;?;?;30.2;3.6;22.7;0.8217;?;688.0;1138.0;?;1127.0
-200.0;0.9;59.0;110.0;30.4;?;?;0.8063;842.0;711.0;1160.0;516.0;?
-200.0;0.9;54.0;98.0;30.5;4.2;22.1;?;840.0;722.0;?;507.0;1048.0
-200.0;0.9;69.0;146.0;29.5;3.1;22.1;0.7761;?;657.0;1098.0;490.0;1166.0
-200.0;0.9;54.0;119.0;?;?;23.4;0.7681;838.0;?;1121.0;?;1176.0
-200.0;2.7;95.0;?;27.0;10.3;?;0.7538;992.0;987.0;1327.0;781.0;823.0
-200.0;2.2;99.0;?;?;7.8;21.5;0.7943;990.0;891.0;?;765.0;908.0
?;3.3;127.0;371.0;35.5;10.7;20.3;0.833;1066.0;1004.0;1384.0;1006.0;?
-200.0;2.1;98.0;266.0;?;7.3;19.6;0.8193;971.0;?;?;798.0;911.0
-200.0;1.8;112.0;268.0;39.7;?;18.7;0.8482;?;887.0;1311.0;938.0;853.0
?;1.9;115.0;294.0;42.7;8.6;18.0;0.8745;1010.0;925.0;1351.0;996.0;829.0
-200.0;2.3;114.0;303.0;47.6;10.0;17.1;0.9208;?;978.0;?;1109.0;768.0
-200.0;1.9;?;?;?;8.5;16.6;0.9634;998.0;920.0;1365.0;1042.0;?
-200.0;1.3;81.0;142.0;55.2;?;15.9;0.9881;919.0;802.0;1265.0;940.0;891.0
-200.0;?;?;110.0;58.9;5.0;14.9;0.9891;884.0;764.0;1247.0;900.0;?
-200.0;0.6;-200.0;?;61.0;2.9;?;0.9799;803.0;648.0;1178.0;774.0;1079.0
-200.0;0.6;?;104.0;62.6;?;14.0;0.9948;820.0;?;?;?;1024.0
-200.0;0.9;71.0;?;61.7;?;?;0.9844;?;794.0;?;?;889.0
?;1.5;?;361.0;60.3;9.0;14.4;?;988.0;941.0;?;?;801.0
-200.0;5.5;132.0;799.0;57.7;?;15.0;0.9778;1372.0;1477.0;1973.0;1556.0;542.0
-200.0;4.0;135.0;614.0;?;18.8;?;0.958;1209.0;1262.0;1708.0;1392.0;618.0
-200.0;1.8;94.0;275.0;40.2;8.2;19.7;?;951.0;908.0;?;904.0;873.0
-200.0;1.9;103.0;325.0;33.6;9.1;22.2;0.8886;992.0;943.0;1351.0;936.0;847.0
?;1.7;123.0;327.0;29.6;9.2;23.7;0.8537;964.0;947.0;1328.0;907.0;862.0
-200.0;1.6;95.0;252.0;30.7;8.3;21.9;0.7961;?;910.0;1275.0;?;886.0
-200.0;1.9;90.0;226.0;29.5;9.1;22.3;?;937.0;942.0;1276.0;773.0;852.0
-200.0;1.6;99.0;230.0;27.0;?;23.8;0.7845;961.0;?;1306.0;812.0;853.0
?;?;107.0;244.0;28.3;9.6;23.3;0.8012;969.0;?;1316.0;856.0;?
-200.0;2.0;112.0;?;27.2;11.8;24.2;0.8128;1020.0;?;1401.0;?;788.0
-200.0;?;132.0;346.0;?;17.3;25.1;0.8065;?;1219.0;1582.0;?;?
-200.0;3.9;148.0;407.0;29.2;17.8;22.3;0.7773;1119.0;1233.0;?;?;670.0
-200.0;4.3;158.0;490.0;32.5;?;20.8;0.7873;1173.0;1322.0;?;1365.0;633.0
?;3.5;?;434.0;36.8;?;?;0.8066;1097.0;1144.0;1517.0;1274.0;702.0
-200.0;2.4;128.0;345.0;39.9;11.3;?;0.8232;?;1024.0;1400.0;1169.0;758.0
-200.0;1.5;105.0;192.0;?;8.4;17.4;0.8463;?;914.0;1298.0;1000.0;837.0
?;1.3;?;?;46.6;6.8;?;0.8793;897.0;849.0;1253.0;?;891.0
?;?;85.0;148.0;46.8;?;17.1;0.9054;840.0;758.0;?;829.0;994.0
-200.0;0.8;73.0;?;51.9;3.5;15.3;0.8982;802.0;680.0;1137.0;756.0;1091.0
-200.0;?;74.0;141.0;52.8;2.8;15.0;?;?;637.0;1113.0;742.0;1138.0
-200.0;0.4;-200.0;?;54.5;2.1;14.4;0.8887;741.0;?;1080.0;686.0;?
-200.0;?;?;107.0;59.8;2.2;12.8;0.8801;?;595.0;?;677.0;1208.0
?;?;69.0;?;62.7;3.9;?;0.8726;791.0;704.0;?;748.0;1057.0
-200.0;1.2;82.0;241.0;?;7.3;12.1;0.8825;?;871.0;1253.0;?;?
-200.0;2.4;120.0;368.0;58.2;15.5;?;?;1085.0;1164.0;1503.0;?;?
-200.0;4.3;?;498.0;55.7;27.1;14.4;0.9087;1268.0;1482.0;1849.0;?;550.0
-200.0;4.1;?;?;45.7;21.3;17.8;0.9224;1236.0;1332.0;1683.0;1550.0;601.0
-200.0;?;177.0;667.0;37.2;19.9;?;0.9155;?;1294.0;1595.0;2236.0;615.0
-200.0;3.4;181.0;550.0;29.8;19.4;24.5;?;?;?;1663.0;2178.0;?
-200.0;3.8;176.0;483.0;26.4;?;26.4;0.8969;1224.0;1347.0;1670.0;?;602.0
-200.0;4.1;?;524.0;26.8;21.7;25.2;0.8451;?;?;1676.0;1743.0;605.0
?;?;174.0;?;24.8;18.9;26.1;0.8283;1166.0;1265.0;1570.0;?;640.0
-200.0;2.3;117.0;305.0;24.4;13.0;26.2;0.8174;1050.0;1084.0;?;1153.0;748.0
-200.0;3.2;145.0;396.0;21.3;?;28.9;0.8382;1174.0;1264.0;1598.0;?;670.0
-200.0;4.8;173.0;?;23.3;26.8;28.0;0.8681;1323.0;1474.0;?;?;554.0
-200.0;6.7;204.0;702.0;27.9;36.9;?;0.8559;?;1706.0;2098.0;?;488.0
-200.0;7.5;209.0;755.0;33.6;39.3;23.0;0.9302;?;1756.0;?;1908.0;466.0
-200.0;4.5;175.0;?;45.8;23.1;?;1.1159;1309.0;?;1841.0;1693.0;555.0
-200.0;2.1;129.0;247.0;48.6;11.6;19.8;1.113;?;1037.0;1480.0;1336.0;707.0
?;?;111.0;196.0;47.7;8.3;19.8;?;1009.0;911.0;1359.0;1177.0;788.0
-200.0;1.1;85.0;135.0;?;5.7;18.6;?;930.0;796.0;1263.0;?;?
-200.0;1.1;86.0;?;53.9;5.9;17.2;1.0498;929.0;?;1270.0;974.0;879.0
-200.0;?;?;?;56.8;4.1;?;?;?;718.0;1223.0;872.0;981.0
?;0.5;60.0;?;53.4;?;?;1.0541;790.0;601.0;1157.0;?;1150.0
-200.0;0.4;?;-200.0;58.8;2.0;15.5;1.0309;793.0;581.0;1152.0;?;1169.0
-200.0;-200.0;48.0;?;62.1;?;14.6;1.0236;?;596.0;1161.0;698.0;1145.0
-200.0;?;?;60.0;?;2.0;?;?;769.0;586.0;?;650.0;1221.0
-200.0;0.7;53.0;?;58.3;?;15.2;0.9986;852.0;713.0;1203.0;749.0;1029.0
-200.0;2.0;94.0;277.0;59.2;13.4;14.9;0.9985;1100.0;?;1516.0;?;739.0
?;4.2;122.0;600.0;59.0;28.0;15.1;1.0086;1326.0;1504.0;1968.0;1609.0;?
?;5.2;170.0;693.0;?;28.6;?;?;1433.0;1518.0;1973.0;1770.0;499.0
-200.0;?;174.0;617.0;38.8;21.4;?;1.04;1310.0;?;1747.0;1633.0;573.0
-200.0;3.7;191.0;569.0;33.3;19.1;25.4;1.0679;1304.0;?;?;?;593.0
-200.0;3.4;179.0;409.0;30.4;19.6;27.2;1.081;?;1286.0;1728.0;1449.0;593.0
-200.0;3.1;148.0;335.0;34.8;?;?;1.1152;1217.0;1175.0;?;1451.0;621.0
-200.0;2.4;129.0;290.0;28.5;13.5;26.4;0.9658;1104.0;1099.0;1483.0;1147.0;?
-200.0;2.8;148.0;312.0;25.1;15.9;27.7;0.9158;?;1176.0;1551.0;1108.0;677.0
-200.0;3.6;184.0;440.0;23.2;19.9;28.6;0.8917;1205.0;1295.0;1613.0;1267.0;?
-200.0;?;188.0;450.0;?;21.6;?;0.9317;1276.0;1340.0;1677.0;?;?
